Database|Reference|Continent|Sample_ID|Sample_Type|Method|Provenance|Age_Method|Age|Discordance|Hf|Lu|Hf176_Hf177|Hf176_Hf177_2sigma|Lu176_Hf177|Lu176_Hf177_2sigma|Hf176_Hf177_initial|eHf_now|eHf_initial
UCLA|Wang et al. 2011|Russia|vgt-079|Detrital zircon|LA-MC-ICP-MS|Volga||352|0|NaN|NaN|0.282865|0.000007|0.000505|0.000007|0.2828616703|2.8290043673|10.5537809209
UCLA|Wang et al. 2011|Russia|vgt-089|Detrital zircon|LA-MC-ICP-MS|Volga||352|0|NaN|NaN|0.282895|0.000006|0.000592|0.000006|0.2828910967|3.889881005|11.5951882981
UCLA|Wang et al. 2011|Russia|VGt-399|Detrital zircon|LA-MC-ICP-MS|Volga||351|0|NaN|NaN|0.282884|0.000007|0.000656|0.000007|0.282879687|3.5008929045|11.1690255429
UCLA|Wang et al. 2011|Russia|VGt-507|Detrital zircon|LA-MC-ICP-MS|Volga||351|0|NaN|NaN|0.282878|0.000008|0.000623|0.000008|0.282873904|3.288717577|10.9643627617
UCLA|Wang et al. 2011|Russia|VGt-436|Detrital zircon|LA-MC-ICP-MS|Volga||349|0|NaN|NaN|0.282875|0.000006|0.000751|0.000006|0.2828700906|3.1826299132|10.784667418
UCLA|Wang et al. 2011|Russia|VGt-489|Detrital zircon|LA-MC-ICP-MS|Volga||347|0|NaN|NaN|0.28289|0.00001|0.000497|0.00001|0.2828867697|3.713068232|11.3302003512
UCLA|Wang et al. 2011|Russia|vgt-090|Detrital zircon|LA-MC-ICP-MS|Volga||345|0|NaN|NaN|0.282885|0.000007|0.000518|0.000007|0.2828816527|3.5362554591|11.1043711417
UCLA|Wang et al. 2011|Russia|vgt-141|Detrital zircon|LA-MC-ICP-MS|Volga||345|0|NaN|NaN|0.282899|0.000008|0.000604|0.000008|0.282895097|4.0313312234|11.5801602978
UCLA|Wang et al. 2011|Russia|VGt-439|Detrital zircon|LA-MC-ICP-MS|Volga||345|0|NaN|NaN|0.282897|0.000006|0.000672|0.000006|0.2828926576|3.9606061142|11.4938301796
UCLA|Wang et al. 2011|Russia|VGt-353|Detrital zircon|LA-MC-ICP-MS|Volga||343|0|NaN|NaN|0.282916|0.000008|0.000719|0.000008|0.2829113809|4.6324946514|12.111701974
UCLA|Wang et al. 2011|Russia|VGt-550|Detrital zircon|LA-MC-ICP-MS|Volga||341|0|NaN|NaN|0.282908|0.000008|0.000363|0.000008|0.2829056816|4.3495942147|11.865268625
UCLA|Wang et al. 2011|Russia|vgt-143|Detrital zircon|LA-MC-ICP-MS|Volga||340|0|NaN|NaN|0.28289|0.000007|0.00041|0.000007|0.2828873891|3.713068232|11.1955419228
UCLA|Wang et al. 2011|Russia|vgt-104|Detrital zircon|LA-MC-ICP-MS|Volga||319|0|NaN|NaN|0.282732|0.000011|0.002032|0.000011|0.2827198618|-1.8742153933|4.7975585421
UCLA|Wang et al. 2011|Russia|p11-131|Detrital zircon|LA-MC-ICP-MS|Pechora||306|0|NaN|NaN|0.282442|0.000009|0.000671|0.000009|0.2824381556|-12.1293562247|-5.4614883677
UCLA|Wang et al. 2011|Russia|vgt-137|Detrital zircon|LA-MC-ICP-MS|Volga||298|0|NaN|NaN|0.282934|0.000007|0.000809|0.000007|0.2829294865|5.2690206341|11.7462603878
UCLA|Wang et al. 2011|Russia|vgt-083|Detrital zircon|LA-MC-ICP-MS|Volga||289|0|NaN|NaN|0.282809|0.000008|0.000385|0.000008|0.2828069171|0.8487013102|7.2079934079
UCLA|Wang et al. 2011|Russia|VGt-563|Detrital zircon|LA-MC-ICP-MS|Volga||280|0|NaN|NaN|0.282372|0.00001|0.000488|0.00001|0.2823694423|-14.6047350461|-8.4728572402
UCLA|Wang et al. 2011|Russia|pll-140|Detrital zircon|LA-MC-ICP-MS|Pechora||266|0|NaN|NaN|0.282858|0.00001|0.001594|0.00001|0.2828500642|2.5814664851|8.2211468894
UCLA|Wang et al. 2011|Russia|p11-116|Detrital zircon|LA-MC-ICP-MS|Pechora||263|0|NaN|NaN|0.282235|0.000007|0.000589|0.000007|0.2822321008|-19.449405025|-13.711378824
UCLA|Wang et al. 2011|Russia|p11-120|Detrital zircon|LA-MC-ICP-MS|Pechora||217|0|NaN|NaN|0.281286|0.000007|0.000769|0.000007|0.2812828782|-53.0084693318|-48.3186198072
UCLA|Wang et al. 2011|Russia|p11-135|Detrital zircon|LA-MC-ICP-MS|Pechora||173|0|NaN|NaN|0.282936|0.000009|0.000645|0.000009|0.2829339133|5.3397457432|9.1133840436
UCLA|Wang et al. 2011|Russia|p11-104|Detrital zircon|LA-MC-ICP-MS|Pechora||155|0|NaN|NaN|0.282762|0.000009|0.000516|0.000009|0.2827605046|-0.8133387556|2.5780681311
UCLA|Wu et al 2008|China (Anshan)|05FW032-23|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3828|0|NaN|NaN|0.280366|0.000018|0.000535|NaN|0.2803263647|-85.5420195555|1.0919594198
UCLA|Wu et al 2008|China (Anshan)|05FW033-19|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3781|0|NaN|NaN|0.280439|0.000029|0.000947|NaN|0.280369734|-82.9605530704|1.5097489369
UCLA|Wu et al 2008|China (Anshan)|05FW035-07|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3777|0|NaN|NaN|0.28045|0.000018|0.001238|NaN|0.2803595488|-82.5715649699|1.0503496556
UCLA|Wu et al 2008|China (Anshan)|05FW027-02|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3360|0|NaN|NaN|0.280616|0.000029|0.001111|NaN|0.2805440732|-76.7013809078|-2.339288056
UCLA|Wu et al 2008|China (Anshan)|05FW035-08|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3324|0|NaN|NaN|0.280791|0.000018|0.001121|NaN|0.2807192277|-70.5129338543|3.0457722156
UCLA|Wu et al 2008|China (Anshan)|01FW306-07|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3319|0|NaN|NaN|0.280692|0.00002|0.000915|NaN|0.2806335078|-74.0138267588|-0.127656051
UCLA|Wu et al 2008|China (Anshan)|05FW031-14|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3313|0|NaN|NaN|0.280873|0.000019|0.001592|NaN|0.2807714197|-67.6132043779|4.6438367773
UCLA|Wu et al 2008|China (Anshan)|05FW035-18|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3312|0|NaN|NaN|0.280771|0.00002|0.000835|NaN|0.280717738|-71.2201849462|2.7072262298
UCLA|Wu et al 2008|China (Anshan)|05FW037-09|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3311|0|NaN|NaN|0.280665|0.000018|0.001078|NaN|0.2805962592|-74.9686157328|-1.6451553836
UCLA|Wu et al 2008|China (Anshan)|05FW037-11|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3309|0|NaN|NaN|0.280659|0.000018|0.000774|NaN|0.2806096751|-75.1807910603|-1.2146621357
UCLA|Wu et al 2008|China (Anshan)|05FW038-11|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3306|0|NaN|NaN|0.280632|0.000021|0.000924|NaN|0.2805731711|-76.1355800343|-2.5866980752
UCLA|Wu et al 2008|China (Anshan)|05FW037-04|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3304|0|NaN|NaN|0.280656|0.000015|0.000641|NaN|0.2806152145|-75.2868787241|-1.1361474913
UCLA|Wu et al 2008|China (Anshan)|01FW306-17|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3157|0|NaN|NaN|0.280935|0.000036|0.002318|NaN|0.2807942676|-65.4207259932|1.7531791311
UCLA|Wu et al 2008|China (Anshan)|05FW040-04|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3119|0|NaN|NaN|0.280803|0.000019|0.000342|NaN|0.2807824935|-70.0885831992|0.4334277902
UCLA|Zeh et al 2008|South Africa|13_a18|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3909|0|NaN|NaN|0.280221|0.00023|0.00206|0.00019|0.2800650371|-90.6695899712|-6.2839625999
UCLA|Zeh et al 2008|South Africa|6-a27|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3625|0|NaN|NaN|0.280421|0.00035|0.00166|0.00002|0.2803047643|-83.597079053|-4.5470160776
UCLA|Zeh et al 2008|South Africa|3b_12|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3610|0|NaN|NaN|0.280581|0.00016|0.0007|0.00007|0.2805321947|-77.9390703184|3.2038750545
UCLA|Zeh et al 2008|South Africa|12_a37|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3607|0|NaN|NaN|0.280403|0.00027|0.00084|0.00002|0.2803444839|-84.2336050356|-3.5612628101
UCLA|Zeh et al 2008|South Africa|3b_30|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3603|0|NaN|NaN|0.280474|0.00023|0.00093|0.00011|0.2804092886|-81.7228636597|-1.3461665713
UCLA|Zeh et al 2008|South Africa|7-a25|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3601|0|NaN|NaN|0.280512|0.00032|0.00084|0.00004|0.2804535846|-80.3790865852|0.1854599663
UCLA|Zeh et al 2008|South Africa|6-a26|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3600|0|NaN|NaN|0.280363|0.00036|0.00064|0.0001|0.2803185058|-85.6481072193|-4.6549817785
UCLA|Zeh et al 2008|South Africa|6-a26|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3600|0|NaN|NaN|0.280387|0.00036|0.00091|0.0001|0.2803237348|-84.7994059091|-4.4685305194
UCLA|Zeh et al 2008|South Africa|13_a44|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3549|0|NaN|NaN|0.280353|0.00028|0.00085|0.00003|0.2802947713|-86.0017327652|-6.7199672411
UCLA|Zeh et al 2008|South Africa|13_a31r|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3501|0|NaN|NaN|0.280459|0.00023|0.00085|0.00006|0.2804015849|-82.2533019785|-4.057872214
UCLA|Zeh et al 2008|South Africa|7-a12|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3499|0|NaN|NaN|0.280503|0.00034|0.00104|0.00002|0.2804327924|-80.6973495765|-2.9930984405
UCLA|Zeh et al 2008|South Africa|6-a45|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3497|0|NaN|NaN|0.280478|0.00029|0.00106|0.00006|0.2804064845|-81.5814134413|-3.9786601597
UCLA|Zeh et al 2008|South Africa|6-a08|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3480|0|NaN|NaN|0.28055|0.00033|0.00147|0.00012|0.2804513208|-79.0353095108|-2.7859570462
UCLA|Zeh et al 2008|South Africa|3a_08|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3479|0|NaN|NaN|0.280438|0.00024|0.00068|0.0001|0.280392366|-82.9959156249|-4.9113612687
UCLA|Zeh et al 2008|South Africa|6-a09|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3465|0|NaN|NaN|0.280463|0.00035|0.00252|0.00003|0.2802945886|-82.1118517602|-8.7305490257
UCLA|Zeh et al 2008|South Africa|5-a48|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3442|0|NaN|NaN|0.280671|0.00031|0.0027|0.00009|0.2804917959|-74.7564404053|-2.2494086766
UCLA|Zeh et al 2008|South Africa|5-a43r|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3428|0|NaN|NaN|0.280517|0.00031|0.00068|0.0001|0.2804720566|-80.2022738123|-3.2866466062
UCLA|Zeh et al 2008|South Africa|13_a27r|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3426|0|NaN|NaN|0.280558|0.00019|0.00119|0.00022|0.2804793965|-78.752409074|-3.0726947791
UCLA|Zeh et al 2008|South Africa|5-a55|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3423|0|NaN|NaN|0.280513|0.00035|0.00026|0.00004|0.2804958416|-80.3437240306|-2.5580375093
UCLA|Zeh et al 2008|South Africa|7-a26|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3403|0|NaN|NaN|0.280539|0.00035|0.00188|0.0001|0.28041568|-79.4242976113|-5.8914744013
UCLA|Zeh et al 2008|South Africa|6-a37|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3393|0|NaN|NaN|0.280597|0.00036|0.00156|0.00005|0.280494981|-77.373269445|-3.3033024816
UCLA|Zeh et al 2008|South Africa|6-a37a|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3393|0|NaN|NaN|0.280625|0.00031|0.0014|0.0001|0.2805334445|-76.3831179164|-1.9324835856
UCLA|Zeh et al 2008|South Africa|13_a19|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3380|0|NaN|NaN|0.280436|0.0002|0.0007|0.00003|0.2803904032|-83.0666407341|-7.3397845173
UCLA|Zeh et al 2008|South Africa|12_a45|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3324|0|NaN|NaN|0.280635|0.00021|0.00153|0.00008|0.2805370414|-76.0294923705|-3.4461877512
UCLA|Zeh et al 2008|South Africa|7-a11|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3314|0|NaN|NaN|0.280438|0.00032|0.00052|0|0.2804048102|-82.9959156249|-8.3956915832
UCLA|Zeh et al 2008|South Africa|6-a32|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3297|0|NaN|NaN|0.28066|0.00033|0.00101|0.00006|0.2805958761|-75.1454285058|-1.991587875
UCLA|Zeh et al 2008|South Africa|13_a27c|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3290|0|NaN|NaN|0.280511|0.0002|0.00059|0.0001|0.2804736235|-80.4144491398|-6.5138918494
UCLA|Zeh et al 2008|South Africa|3b_19|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3286|0|NaN|NaN|0.28063|0.00025|0.00097|0.00005|0.2805686275|-76.2063051435|-3.2238630339
UCLA|Zeh et al 2008|South Africa|6-a05|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3277|0|NaN|NaN|0.280651|0.00034|0.00049|0.0001|0.2806200849|-75.4636914971|-1.6042517619
UCLA|Zeh et al 2008|South Africa|7-a18|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3273|0|NaN|NaN|0.28065|0.00036|0.00228|0.00006|0.2805063314|-75.4990540517|-5.7522379378
UCLA|Zeh et al 2008|South Africa|6-a38|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3269|0|NaN|NaN|0.280505|0.00035|0.00048|0.00003|0.2804747921|-80.6266244674|-6.9709279158
UCLA|Zeh et al 2008|South Africa|6-a49|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3268|0|NaN|NaN|0.280537|0.00029|0.00054|0.00004|0.2805030268|-79.4950227204|-5.9886962231
UCLA|Zeh et al 2008|South Africa|6-a29|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3262|0|NaN|NaN|0.280713|0.00033|0.00091|0.0001|0.2806558572|-73.2712131124|-0.6860399584
UCLA|Zeh et al 2008|South Africa|6-a04|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3259|0|NaN|NaN|0.280644|0.00035|0.00069|0.00005|0.280600713|-75.7112293792|-2.7219774765
UCLA|Zeh et al 2008|South Africa|6-a13|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3248|0|NaN|NaN|0.280624|0.00036|0.00154|0.00011|0.2805277246|-76.418480471|-5.5835194904
UCLA|Zeh et al 2008|South Africa|7-a03|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3247|0|NaN|NaN|0.280713|0.00036|0.0015|0.0001|0.280619255|-73.2712131124|-2.3462881206
UCLA|Zeh et al 2008|South Africa|7-a21|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3246|0|NaN|NaN|0.280546|0.00032|0.0007|0.00008|0.2805022662|-79.1767597291|-6.5379907218
UCLA|Zeh et al 2008|South Africa|5-a53r|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3231|0|NaN|NaN|0.280665|0.0003|0.00045|0.0001|0.2806370193|-74.9686157328|-2.0931979687
UCLA|Zeh et al 2008|South Africa|7-a01|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3212|0|NaN|NaN|0.280587|0.00037|0.00073|0.00003|0.2805418841|-77.7268949909|-5.93313788
UCLA|Zeh et al 2008|South Africa|7-a15|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3205|0|NaN|NaN|0.280704|0.00035|0.00122|0.00003|0.2806287701|-73.5894761038|-3.0039369563
UCLA|Zeh et al 2008|South Africa|6-a23|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3204|0|NaN|NaN|0.280599|0.00032|0.00106|0.00004|0.2805336573|-77.3025443358|-6.4159022698
UCLA|Zeh et al 2008|South Africa|6-a07|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3194|0|NaN|NaN|0.280687|0.00034|0.00069|0.00004|0.2806446024|-74.1906395318|-2.7008138915
UCLA|Zeh et al 2008|South Africa|3b_08|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3181|0|NaN|NaN|0.280724|0.00019|0.00142|0.00006|0.2806371127|-72.8822250119|-3.2758325463
UCLA|Zeh et al 2008|South Africa|7-a08|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3176|0|NaN|NaN|0.280681|0.00034|0.00113|0.00005|0.2806119692|-74.4028148593|-4.2899907856
UCLA|Zeh et al 2008|South Africa|13_a46|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3173|0|NaN|NaN|0.280721|0.00017|0.00127|0.00005|0.2806434922|-72.9883126757|-3.2382137397
UCLA|Zeh et al 2008|South Africa|13_a21|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3170|0|NaN|NaN|0.28073|0.00022|0.00109|0.00002|0.2806635423|-72.6700496844|-2.5951177696
UCLA|Zeh et al 2008|South Africa|6-a17|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3164|0|NaN|NaN|0.280617|0.00035|0.00065|0.00002|0.2805774465|-76.6660183532|-5.8040575677
UCLA|Zeh et al 2008|South Africa|7-a19|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3164|0|NaN|NaN|0.280657|0.00034|0.00095|0.00011|0.2805991911|-75.2515161695|-5.0295144958
UCLA|Zeh et al 2008|South Africa|13_a11|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3154|0|NaN|NaN|0.28066|0.00024|0.00079|0.00005|0.2806120838|-75.1454285058|-4.807185832
UCLA|Zeh et al 2008|South Africa|3b_24|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3153|0|NaN|NaN|0.280665|0.00015|0.00072|0.00002|0.2806213438|-74.9686157328|-4.5010403429
UCLA|Zeh et al 2008|South Africa|7-a16|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3153|0|NaN|NaN|0.28073|0.00032|0.00141|0.00011|0.2806445066|-72.6700496844|-3.6760012569
UCLA|Zeh et al 2008|South Africa|7-a23|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3151|0|NaN|NaN|0.280677|0.00032|0.0007|0.0001|0.2806345842|-74.5442650777|-4.0768065638
UCLA|Zeh et al 2008|South Africa|3b_21|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3143|0|NaN|NaN|0.280712|0.00017|0.00102|0.00005|0.2806503556|-73.306575667|-3.7045433311
UCLA|Zeh et al 2008|South Africa|6-a16|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3143|0|NaN|NaN|0.280703|0.00037|0.00082|0.00004|0.2806534428|-73.6248386583|-3.594584965
UCLA|Zeh et al 2008|South Africa|13_a36|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3140|0|NaN|NaN|0.280609|0.00017|0.00077|0.0001|0.2805625103|-76.9489187899|-6.9044791497
UCLA|Zeh et al 2008|South Africa|6-a22|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3138|0|NaN|NaN|0.2807|0.00031|0.00074|0.00004|0.2806553509|-73.7309263221|-3.6450436788
UCLA|Zeh et al 2008|South Africa|5-a52|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3133|0|NaN|NaN|0.280681|0.00031|0.0007|0.00003|0.2806388336|-74.4028148593|-4.3517547363
UCLA|Zeh et al 2008|South Africa|13_a42r|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3131|0|NaN|NaN|0.280664|0.00015|0.00047|0.00003|0.2806357069|-75.0039782874|-4.5104769753
UCLA|Zeh et al 2008|South Africa|6-a33|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3118|0|NaN|NaN|0.280674|0.00034|0.00083|0.00003|0.2806242491|-74.6503527415|-5.2263197825
UCLA|Zeh et al 2008|South Africa|6-a14|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3116|0|NaN|NaN|0.280735|0.00036|0.00127|0.00003|0.2806589254|-72.4932369114|-4.0386242507
UCLA|Zeh et al 2008|South Africa|7-a13|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3115|0|NaN|NaN|0.280744|0.00034|0.00098|0.00005|0.2806853162|-72.1749739201|-3.1223632435
UCLA|Zeh et al 2008|South Africa|13_a16|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3106|0|NaN|NaN|0.28066|0.00018|0.00118|0.00005|0.28058955|-75.1454285058|-6.7461272972
UCLA|Zeh et al 2008|South Africa|3b_18|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3101|0|NaN|NaN|0.280745|0.00026|0.00306|0.00018|0.2805626104|-72.1396113655|-7.8238680466
UCLA|Zeh et al 2008|South Africa|13_a47|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3100|0|NaN|NaN|0.280462|0.00017|0.00092|0.0001|0.2804071821|-82.1472143148|-13.3830541954
UCLA|Zeh et al 2008|South Africa|12_a49|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3100|0|NaN|NaN|0.28073|0.00022|0.00113|0.00007|0.2806626693|-72.6700496844|-4.2839541011
UCLA|Zeh et al 2008|South Africa|13_a09|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3093|0|NaN|NaN|0.280735|0.00018|0.00122|0.00015|0.2806624756|-72.4932369114|-4.4564767538
UCLA|Zeh et al 2008|South Africa|7-a33|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3057|0|NaN|NaN|0.280623|0.00036|0.00085|0.00006|0.2805730758|-76.4538430256|-8.4914561008
UCLA|Zeh et al 2008|South Africa|3b_20|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3047|0|NaN|NaN|0.280508|0.0002|0.00096|0.00003|0.2804518048|-80.5205368036|-13.0462307366
UCLA|Zeh et al 2008|South Africa|3b_25|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|3042|0|NaN|NaN|0.280701|0.00016|0.00106|0.00009|0.2806390558|-73.6955637675|-6.496326303
UCLA|Zeh et al 2008|South Africa|3b_32|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|2983|0|NaN|NaN|0.280751|0.00019|0.00092|0.00002|0.2806983092|-71.927436038|-5.7797406642
UCLA|Zeh et al 2008|South Africa|13_a13|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|2970|0|NaN|NaN|0.280689|0.00024|0.00064|0.00015|0.2806525097|-74.1199144226|-7.7171381123
UCLA|Zeh et al 2008|South Africa|13_a05r|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|2866|0|NaN|NaN|0.280675|0.00022|0.00078|0.00008|0.2806321268|-74.6149901869|-10.8930352913
UCLA|Zeh et al 2008|South Africa|3b_27|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|2820|0|NaN|NaN|0.280641|0.00017|0.00115|0.00008|0.280578831|-75.817317043|-13.871733392
UCLA|Zeh et al 2008|South Africa|3b_15|Detrital zircon|LA-MC-ICP-MS||U-Pb zircon|2531|0|NaN|NaN|0.28068|0.00015|0.00184|0.00004|0.280590966|-74.4381774139|-20.2090634013
UCLA|Belousova et al 2010|S.America|9974|Detrital zircon|LA-MC-ICP-MS|||1138.9570682065|0.0000216784611817|0.5640089348|NaN|0.28214|0.000013|0.00112166|NaN|0.2821158933|NaN|2.036049414
UCLA|Belousova et al 2010|S.America|10213|Detrital zircon|LA-MC-ICP-MS|||878.2769616079|0.0001281394|0.643500836|NaN|0.282242|0.000014|0.000979205|NaN|0.2822258112|NaN|0.0954467286
UCLA|Belousova et al 2010|S.America|9368|Detrital zircon|LA-MC-ICP-MS|||1123.0015359708|0.0001360896|0.5275164926|NaN|0.282033|0.0000082|0.000655853|NaN|0.2820191039|NaN|-1.7535387862
UCLA|Belousova et al 2010|S.America|9901|Detrital zircon|LA-MC-ICP-MS|||510.6108859088|0.0001946713|0.656229985|NaN|0.282431|0.0000069|0.000624387|NaN|0.2824250192|NaN|-1.0255936154
UCLA|Belousova et al 2010|Africa|5469|Detrital zircon|LA-MC-ICP-MS|||867.1291557602|0.0002123842|0.4713320348|NaN|0.28259|0.0000082|0.000505592|NaN|0.2825817482|NaN|12.4581780147
UCLA|Belousova et al 2010|S.America|10257|Detrital zircon|LA-MC-ICP-MS|||545.71216513|0.0002804073|0.0491618485|NaN|0.282273|0.000015|0.000561177|NaN|0.2822672533|NaN|-5.8336628539
UCLA|Belousova et al 2010|S.America|9825|Detrital zircon|LA-MC-ICP-MS|||626.0020096419|0.000292696|0.6789563608|NaN|0.282067|0.00001|0.000261285|NaN|0.2820639283|NaN|-11.2532688346
UCLA|Belousova et al 2010|N.America|274|Detrital zircon|LA-MC-ICP-MS|||2449.6244022262|0.0002957745|NaN|NaN|0.281055|0.0000087|0.000035884|NaN|0.2810533208|NaN|-5.8686619484
UCLA|Belousova et al 2010|S.America|226|Detrital zircon|LA-MC-ICP-MS|||1235.6927287183|0.0004836686|NaN|NaN|0.282231|0.000018|0.00182483|NaN|0.2821884111|NaN|6.7820320881
UCLA|Belousova et al 2010|S.America|9424|Detrital zircon|LA-MC-ICP-MS|||270.3508226466|0.0006277774|0.5064022124|NaN|0.282696|0.0000063|0.000534307|NaN|0.2826932963|NaN|3.1597307901
UCLA|Belousova et al 2010|S.America|9306|Detrital zircon|LA-MC-ICP-MS|||911.9969074485|0.0008578245|0.6545378696|NaN|0.28218|0.000012|0.000323487|NaN|0.2821744448|NaN|-0.9716195033
UCLA|Belousova et al 2010|N.America|300|Detrital zircon|LA-MC-ICP-MS|||1436.7348222999|0.0008861502|NaN|NaN|0.282238|0.000012|0.00220993|NaN|0.282177919|NaN|10.9455647073
UCLA|Belousova et al 2010|S.America|9297|Detrital zircon|LA-MC-ICP-MS|||1039.8303598074|0.0009268203|0.3557652727|NaN|0.282237|0.000012|0.000795951|NaN|0.2822213967|NaN|3.5526006132
UCLA|Belousova et al 2010|N.America|299|Detrital zircon|LA-MC-ICP-MS|||1457.0299362389|0.0010427311|NaN|NaN|0.28221|0.000012|0.00154416|NaN|0.2821674181|NaN|11.0320437063
UCLA|Belousova et al 2010|S.America|223|Detrital zircon|LA-MC-ICP-MS|||1408.4578259418|0.0010547426|NaN|NaN|0.282116|0.000013|0.00143258|NaN|0.2820778293|NaN|6.7556490869
UCLA|Belousova et al 2010|Asia|2833|Detrital zircon|LA-MC-ICP-MS|||1632.2453813905|0.0010850468|0.6007872234|NaN|0.281731|0.0000075|0.000566402|NaN|0.2817134738|NaN|-1.107920858
UCLA|Belousova et al 2010|Asia|9229|Detrital zircon|LA-MC-ICP-MS|||230.044325125|0.0011251563|0.9644745715|NaN|0.282958|0.000011|0.000321448|NaN|0.2829566164|NaN|11.5881442097
