Database|Reference|Continent|Sample_ID|Sample_Type|Method|Provenance|Age_Method|Age|Discordance|Hf|Lu|Hf176_Hf177|Hf176_Hf177_2sigma|Lu176_Hf177|Lu176_Hf177_2sigma|Hf176_Hf177_initial|eHf_now|eHf_initial
UCLA|Belousova et al 2009|Australia|East Barton-111|Detrital zircon|LA-MC-ICP-MS|||1729|-5.4945054945|NaN|NaN|0.281544|0.0000098|0.000628434|NaN|0.2815233829|-43.8849302474|-5.6552539149
UCLA|Belousova et al 2009|Australia|Myall1-02|Detrital zircon|LA-MC-ICP-MS|||648|-5.4012345679|NaN|NaN|0.282416|0.000012|0.00208234|NaN|0.2823906545|-13.0487826441|0.5178049944
UCLA|Harrison et al 2008|Australia Jack Hills|RSES42-9.11|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4055|-5.2900966388|NaN|NaN|0.2800399983|0.0000155128528143|0.0010351435|0.000043108757211|0.2799585881|-97.0702720278|-6.5643550589
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES44-11.11|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4095|-5.2826280436|NaN|NaN|0.2800556898|0.0000127829018995|0.0002526575|0.0000099144779317|0.2800356156|-96.5153812156|-2.8485378216
UCLA|Guitreau et al. 2012|Brazil |SV9_5|Igneous zircon|LA-MC-ICP-MS|||3403.7813157163|-5.1294019543|NaN|NaN|0.2805880936|0.0000289350702423|0.000819906|0.0000120034369332|0.2805342985|-77.6882236906|-1.645261596
UCLA|Belousova et al 2009|Australia|EGC02-91|Detrital zircon|LA-MC-ICP-MS|||495|-5.0505050505|NaN|NaN|0.281822|0.000016|0.000375266|NaN|0.2818185158|-34.0541400711|-23.1712528236
UCLA|Wu et al 2008|China (Anshan)|05FW035-11|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3315|-5|NaN|NaN|0.280814|0.000023|0.000811|NaN|0.2807622205|-69.6995950988|4.3636251049
UCLA|Wu et al 2008|China (Anshan)|05FW038-09|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3312|-5|NaN|NaN|0.280644|0.000023|0.000928|NaN|0.2805848058|-75.7112293792|-2.0294949181
UCLA|Belousova et al 2010|Europe|1226|Detrital zircon|LA-MC-ICP-MS|||1942.0145391739|-4.9597964161|0.0893031059|NaN|0.28166|0.000021|0.00198057|NaN|0.281586872|NaN|1.4458204262
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-148|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||3988.7640241117|-4.9028824258|NaN|NaN|0.2801315887|0.0000199735983034|0.0008044126|0.0000639048552767|0.280069397|-93.8314008033|-4.2070902933
UCLA|Belousova et al 2010|Australia|13060|Detrital zircon|LA-MC-ICP-MS|||1023.1080205347|-4.8611496322|0.8334075149|NaN|0.282335|0.000011|0.000804589|NaN|0.2823194835|NaN|6.6545632091
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-175.1|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||4097.6680643036|-4.8091244451|NaN|NaN|0.280064459|0.0000295446611035|0.000776447|0.0000860261322957|0.2800027269|-96.2052795942|-3.9581778576
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES42-8.10|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4085|-4.7718093232|NaN|NaN|0.2800981492|0.0000122567677609|0.0008472859|0.000012303|0.2800310013|-95.0139064098|-3.2549061376
UCLA|Belousova et al 2010|S.America|10075|Detrital zircon|LA-MC-ICP-MS|||967.1715468331|-4.7547319689|0.2567851089|NaN|0.282261|0.000015|0.000800262|NaN|0.2822464183|NaN|2.812487011
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-117.2|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||3930.4025585402|-4.7395079405|NaN|NaN|0.2801269548|0.0000200542346843|0.0003918733|0.0000796940983005|0.2800971176|-93.9952678436|-4.6239918695
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES43-3.20|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4013|-4.7012832161|NaN|NaN|0.2800910973|0.0000142183337738|0.000416034|0.0000095870785642|0.2800587295|-95.2632806348|-4.003346007
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES43-3.20_2|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4013|-4.7012832161|NaN|NaN|0.280079811|0.0000125301760597|0.0003384345|0.00000296|0.2800534805|-95.6623934089|-4.1906961087
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-118.1|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||3985.5587443395|-4.691296376|NaN|NaN|0.2801065192|0.0000298842958901|0.0005022886|0.000009616302781|0.280067718|-94.7179249774|-4.3442899077
UCLA|Belousova et al 2010|Europe|1481|Detrital zircon|LA-MC-ICP-MS|||1623.7110885564|-4.6819933968|0.6252189105|NaN|0.281826|0.0000079|0.000923715|NaN|0.2817975691|NaN|1.6833029203
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-190.1|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||4295.4360336375|-4.6700789709|NaN|NaN|0.2800142889|0.0000437239446722|0.0016897791|0.000069473595943|0.2798731937|-97.9794236076|-3.7943380823
UCLA|Belousova et al 2009|Australia|EGC01-61|Detrital zircon|LA-MC-ICP-MS|||1161|-4.6511627907|NaN|NaN|0.282019|0.000013|0.000454663|NaN|0.2820090372|-27.0877168167|-1.4076595347
UCLA|Belousova et al 2010|Australia|10613|Detrital zircon|LA-MC-ICP-MS|||1160.8185065445|-4.6403137366|0.7034958339|NaN|0.282019|0.000013|0.000454663|NaN|0.2820090388|NaN|-1.2615467473
UCLA|Belousova et al 2010|Europe|1071|Detrital zircon|LA-MC-ICP-MS|||1920.6789640591|-4.637420703|0.6364561903|NaN|0.281722|0.000011|0.00265154|NaN|0.2816251929|NaN|2.3198322476
UCLA|Guitreau et al. 2012|Finland|H70_9|Igneous zircon|LA-MC-ICP-MS|||2732.732636994|-4.6303592232|NaN|NaN|0.2811010567|0.000081693|0.0006255225|0.0000110642457569|0.2810683143|-59.5485384677|1.497185175
UCLA|Harrison et al 2008|Australia (Jack Hills)|ANU55-8.10|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4153|-4.5947706623|NaN|NaN|0.2800455853|0.000034139|0.0011849732|0.0000383527743919|0.2799500508|-96.8727018895|-4.5009413692
UCLA|Belousova et al 2010|Europe|1233|Detrital zircon|LA-MC-ICP-MS|||1889.0994385297|-4.5880114502|0.361814645|NaN|0.281612|0.000015|0.00156609|NaN|0.2815557792|NaN|-0.8658131627
UCLA|Belousova et al 2010|N.America|245|Detrital zircon|LA-MC-ICP-MS|||1348.2636748278|-4.4173495882|NaN|NaN|0.282235|0.000016|0.00148223|NaN|0.2821972156|NaN|9.631471213
UCLA|Belousova et al 2010|N.America|244|Detrital zircon|LA-MC-ICP-MS|||1325.3168829188|-4.3802448825|NaN|NaN|0.282277|0.000012|0.000892247|NaN|0.2822546471|NaN|11.1507497541
UCLA|Guitreau et al. 2012|Finland|H70_3|Igneous zircon|LA-MC-ICP-MS|||2731.096513587|-4.3707692682|NaN|NaN|0.2811414948|0.0000612511675465|0.0008643581|0.0000604161336653|0.2810962786|-58.1185412899|2.4538217801
UCLA|Belousova et al 2010|Asia|8975|Detrital zircon|LA-MC-ICP-MS|||240.7345891405|-4.3595090011|0.6202131616|NaN|0.282952|0.0000082|0.000364335|NaN|0.2829503588|NaN|11.602494228
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES43-2.18|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4098|-4.3032762814|NaN|NaN|0.2800752369|0.000010355|0.0007770818|0.0000090878467671|0.2800134491|-95.8241457742|-3.5673745831
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES43-2.18_2|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4098|-4.3032762814|NaN|NaN|0.2800816854|0.000012189|0.000892741|0.000001437|0.2800107012|-95.5961112486|-3.665473922
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES44-12.9|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4095|-4.2907865375|NaN|NaN|0.2800900255|0.0000121856755422|0.0005626384|0.0000097061241216|0.2800453227|-95.3011818214|-2.5019987677
UCLA|Belousova et al 2009|Australia|Tarcoola-73|Detrital zircon|LA-MC-ICP-MS|||283|-4.2402826855|NaN|NaN|0.282523|0.000014|0.00131955|NaN|0.2825160096|-9.2649893028|-3.2197120925
UCLA|Guitreau et al. 2012|Siberia|42308_1|Igneous zircon|LA-MC-ICP-MS|||3083.1918291019|-4.2212752449|NaN|NaN|0.2811344669|0.0000421267903784|0.002380821|0.0000653968374112|0.280993398|-58.3670685387|7.0967305289
UCLA|Belousova et al 2010|Australia|12803|Detrital zircon|LA-MC-ICP-MS|||1111.5771152437|-4.1859223537|0.8205828216|NaN|0.282015|0.000013|0.000490561|NaN|0.2820047129|NaN|-2.5200117893
UCLA|Belousova et al 2010|S.America|9994|Detrital zircon|LA-MC-ICP-MS|||1040.9219975666|-4.1852558148|0.4286753969|NaN|0.282221|0.0000096|0.000638709|NaN|0.2822084659|NaN|3.1187204324
UCLA|Belousova et al 2010|Australia|12322|Detrital zircon|LA-MC-ICP-MS|||1339.9797682736|-4.1842566615|0.6003475127|NaN|0.281992|0.0000082|0.00113914|NaN|0.2819631422|NaN|1.1420262304
UCLA|Belousova et al 2010|Europe|8840|Detrital zircon|LA-MC-ICP-MS|||256.9846027072|-4.1792294803|0.4029730579|NaN|0.282802|0.000016|0.000505731|NaN|0.2827995677|NaN|6.6253595353
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-149.1|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||4064.8401981924|-4.1693557478|NaN|NaN|0.2801547326|0.0000343175322023|0.0011170048|0.0000925887490477|0.2800666629|-93.0129734004|-2.4688616631
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES42-4.12|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4028|-4.1335461256|NaN|NaN|0.2800147666|0.0000115244316531|0.0003984122|0.0000234265196886|0.2799836495|-97.9625312038|-6.3213339691
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES42-4.12|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4028|-4.1335461256|NaN|NaN|0.2800227925|0.0000094155310128|0.0003122205|0.0000045161845862|0.2799984072|-97.6787141944|-5.7945746068
UCLA|Belousova et al 2010|Australia|8528|Detrital zircon|LA-MC-ICP-MS|||1604.2352840306|-4.1056689269|0.471670624|NaN|0.281692|0.000011|0.000199986|NaN|0.2816859196|NaN|-2.7208610633
UCLA|Belousova et al 2010|N.America|280|Detrital zircon|LA-MC-ICP-MS|||1805.8396304786|-4.0495350991|NaN|NaN|0.281418|0.000015|0.000306587|NaN|0.2814074872|NaN|-8.0278362491
UCLA|Choi et al 2006|Antarctica|Duplicate|Igneous zircon|S-MC-ICP-MS||U-Pb zircon|4093|-4|10054.5|73.93|0.28044|0.000014|0.001|NaN|0.2803605881|-82.9251905158|8.7044533607
UCLA|Choi et al 2006|Antarctica|Zir#5|Igneous zircon|S-MC-ICP-MS||U-Pb zircon|4093|-4|10054.5|73.93|0.280453|0.000011|0.001|NaN|0.2803735881|-82.4654773061|9.1685455455
UCLA|Gerdes and Zeh 2009|South Africa|SR4r/Z2|Igneous zircon|LA-MC-ICP-MS|Barberton|U-Pb zircon|2614|-4|NaN|NaN|0.28086|0.00022|0.00072|0.00004|0.28082399|-68.0729175876|-9.9800501228
UCLA|Harrison et al 2005|Australia (Jack Hills)|ANU37-12.12|Detrital zircon|MC-ICP-MS|Yilgarn|U-Pb zircon|4365|-4|NaN|NaN|0.280433|0.000061|0.001332|NaN|0.2803199035|-83.1727283979|13.8529626243
UCLA|Harrison et al 2005|Australia (Jack Hills)|ANU66-9.10|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4220|-4|NaN|NaN|0.279958|0.000062|0.001487|0.000077|0.2798361043|-99.9699418286|-6.9478202128
UCLA|Harrison et al 2005|Australia (Jack Hills)|ANU39-3.14|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4205|-4|NaN|NaN|0.279977|0.000055|0.001484|0.000097|0.2798557998|-99.2980532914|-6.6077630851
UCLA|Harrison et al 2005|Australia (Jack Hills)|CU05-8.5|Detrital zircon|MC-ICP-MS|Yilgarn|U-Pb zircon|4123|-4|NaN|NaN|0.280519|0.000015|0.001304|NaN|0.2804146584|-80.1315487031|11.360946343
UCLA|Hiess et al 2009|Greenland|5.1b|Igneous zircon|LA-MC-ICP-MS|||3873|-4|NaN|NaN|0.280274|0.00021|0.000433|0.00022|0.2802415305|-88.7953745779|-0.8525487785
UCLA|Hiess et al 2009|Greenland|18.1b|Igneous zircon|LA-MC-ICP-MS|||3806|-4|NaN|NaN|0.280385|0.00042|0.000689|0.0001|0.2803342596|-84.8701310183|0.8448408726
UCLA|Wu et al 2008|China (Anshan)|05FW032-14|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3817|-4|NaN|NaN|0.280384|0.000018|0.000353|NaN|0.280357926|-84.9054935729|1.9535108266
UCLA|Wu et al 2008|China (Anshan)|05FW037-05|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3319|-4|NaN|NaN|0.280628|0.000015|0.000739|NaN|0.2805807588|-76.2770302527|-2.0072737619
UCLA|Wu et al 2008|China (Anshan)|05FW035-17|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3309|-4|NaN|NaN|0.280781|0.000024|0.000754|NaN|0.2807329496|-70.8665594003|3.1779010076
UCLA|Wu et al 2008|China (Anshan)|05FW037-13|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3299|-4|NaN|NaN|0.280599|0.000022|0.000906|NaN|0.280541443|-77.3025443358|-3.8835887497
UCLA|Wu et al 2008|China (Anshan)|05FW038-13|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3290|-4|NaN|NaN|0.280681|0.000018|0.001003|NaN|0.28061746|-74.4028148593|-1.3888909467
UCLA|Wu et al 2008|China (Anshan)|05FW029-03|Igneous zircon|LA-MC-ICP-MS||U-Pb zircon|3135|-4|NaN|NaN|0.280804|0.000024|0.00088|NaN|0.280750956|-70.0532206447|-0.3108603183
UCLA|Belousova et al 2010|N.America|335|Detrital zircon|LA-MC-ICP-MS|||1352.7227516147|-3.9505568647|NaN|NaN|0.282288|0.000015|0.00153971|NaN|0.2822486189|NaN|11.555420507
UCLA|Belousova et al 2010|Europe|1060|Detrital zircon|LA-MC-ICP-MS|||1901.8122463786|-3.9412725992|0.4484411256|NaN|0.281767|0.000014|0.00164934|NaN|0.2817073851|NaN|4.8083645568
UCLA|Belousova et al 2009|Australia|LT1-32|Detrital zircon|LA-MC-ICP-MS|||534|-3.9325842697|NaN|NaN|0.281688|0.0000096|0.000154578|NaN|0.2816864512|-38.7927223863|-26.9744472184
UCLA|Belousova et al 2010|Europe|995|Detrital zircon|LA-MC-ICP-MS|||1902.8924440129|-3.9246482324|1.3467804786|NaN|0.281725|0.000014|0.000365157|NaN|0.2817117939|NaN|4.9895944077
UCLA|Belousova et al 2010|Australia|8646|Detrital zircon|LA-MC-ICP-MS|||1574.7317932072|-3.8227275894|0.0790679392|NaN|0.281722|0.000012|0.000190304|NaN|0.281716322|NaN|-2.3102913839
UCLA|Guitreau et al. 2012|Siberia|43104_2|Igneous zircon|LA-MC-ICP-MS|||3167.2700463644|-3.8018578728|NaN|NaN|0.2808002434|0.000037704336628|0.0009242283|0.0000497604935006|0.2807439429|-70.1860635582|0.2040773826
UCLA|Belousova et al 2010|Australia|12772|Detrital zircon|LA-MC-ICP-MS|||1039.5573299837|-3.7295163971|1.2316837376|NaN|0.282127|0.00001|0.000642258|NaN|0.282114413|NaN|-0.2456368673
UCLA|Belousova et al 2010|S.America|9239|Detrital zircon|LA-MC-ICP-MS|||248.6786448235|-3.7149416027|0.8999419764|NaN|0.282607|0.000011|0.001828|NaN|0.2825984932|NaN|-0.6725159824
UCLA|Belousova et al 2010|Europe|960|Detrital zircon|LA-MC-ICP-MS|||1806.1689747464|-3.7130840113|0.4000233791|NaN|0.281812|0.000011|0.000882421|NaN|0.2817817363|NaN|5.2681777082
UCLA|Belousova et al 2010|Australia|10729|Detrital zircon|LA-MC-ICP-MS|||158.6127565334|-3.7021760812|1.7874270839|NaN|0.283067|0.000019|0.00262413|NaN|0.2830592176|NaN|13.6439557435
UCLA|Guitreau et al. 2012|Canada (Acasta)|AG09016_2|Igneous zircon|LA-MC-ICP-MS|||3933.8990941637|-3.687921996|NaN|NaN|0.2801403058|0.0000363885977361|0.0004082544|0.0000177471802811|0.2801091926|-93.5231416608|-4.1088868281
UCLA|Belousova et al 2009|Australia|Myall1-35|Detrital zircon|LA-MC-ICP-MS|||655|-3.6641221374|NaN|NaN|0.282464|0.0000091|0.000552464|NaN|0.2824572025|-11.3513800237|3.0319802315
UCLA|Belousova et al 2010|Australia|7|Detrital zircon|LA-MC-ICP-MS|||1535.7868375355|-3.6285345426|0.0718047383|NaN|0.281698|0.0000093|0.00171842|NaN|0.2816480143|NaN|-5.6158574678
UCLA|Belousova et al 2010|Australia|10549|Detrital zircon|LA-MC-ICP-MS|||1303.1694658919|-3.6131687472|0.6969431445|NaN|0.282057|0.000012|0.000604385|NaN|0.2820421149|NaN|3.1133875409
UCLA|Belousova et al 2009|Australia|East Barton-40|Detrital zircon|LA-MC-ICP-MS|||1303|-3.6070606293|NaN|NaN|0.282057|0.000012|0.000604385|NaN|0.2820421168|-25.7439397422|2.997889539
UCLA|Belousova et al 2010|Europe|1155|Detrital zircon|LA-MC-ICP-MS|||1140.4924097295|-3.6045879041|0.3448138053|NaN|0.282077|0.000015|0.00173379|NaN|0.2820396866|NaN|-0.6312913106
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-309|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||3800.9784575169|-3.6034119298|NaN|NaN|0.2802088866|0.000018867|0.0007436602|0.0001882247|0.2801541957|-91.0979512312|-5.6994680153
UCLA|Belousova et al 2010|Australia|10644|Detrital zircon|LA-MC-ICP-MS|||1119.1163581064|-3.5899221289|1.0030787705|NaN|0.282112|0.000014|0.000464255|NaN|0.2821021979|NaN|1.1051460204
UCLA|Belousova et al 2010|Australia|8490|Detrital zircon|LA-MC-ICP-MS|||1701.8286851989|-3.5892206388|0.1234525162|NaN|0.281745|0.000017|0.00163727|NaN|0.2816921435|NaN|-0.2858012706
UCLA|Belousova et al 2010|S.America|10188|Detrital zircon|LA-MC-ICP-MS|||1060.1714444683|-3.5872283845|0.4659848607|NaN|0.28219|0.000012|0.000796871|NaN|0.2821740701|NaN|2.3309358168
UCLA|Belousova et al 2010|S.America|9758|Detrital zircon|LA-MC-ICP-MS|||986.7882959735|-3.5816052187|0.349217455|NaN|0.282286|0.000014|0.00104981|NaN|0.2822664797|NaN|3.9624954195
UCLA|Belousova et al 2009|Australia|EGC02-14|Detrital zircon|LA-MC-ICP-MS|||1119|-3.5746201966|NaN|NaN|0.282112|0.000014|0.000464255|NaN|0.2821021989|-23.7989992397|0.941057688
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-234|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||3902.9604715594|-3.5480100603|NaN|NaN|0.2801201032|0.0000241458931266|0.0005400932|0.0000066246269095|0.2800792782|-94.2375581761|-5.9211253966
UCLA|Belousova et al 2010|Europe|1028|Detrital zircon|LA-MC-ICP-MS|||1851.8903978394|-3.5443965244|0.4448336644|NaN|0.281641|0.000024|0.00102028|NaN|0.2816051071|NaN|0.0378142288
UCLA|Belousova et al 2010|Africa|5968|Detrital zircon|LA-MC-ICP-MS|||2191.2693894118|-3.539397486|0.4696610886|NaN|0.281546|0.0000097|0.000543811|NaN|0.2815232908|NaN|4.8937242107
UCLA|Belousova et al 2009|Australia|EGC04-84|Detrital zircon|LA-MC-ICP-MS|||1839|-3.5345296357|NaN|NaN|0.28159|0.000015|0.00143192|NaN|0.2815399825|-42.2582527362|-2.5339071557
UCLA|Belousova et al 2010|S.America|9724|Detrital zircon|LA-MC-ICP-MS|||1258.3597911051|-3.524673689|0.6544214775|NaN|0.282174|0.000014|0.00122317|NaN|0.2821449231|NaN|5.750153288
UCLA|Belousova et al 2010|S.America|8241|Detrital zircon|LA-MC-ICP-MS|||2691.50226974|-3.5203396634|0.7523864179|NaN|0.281093|0.000029|0.000989565|NaN|0.2810420034|NaN|-0.6780513774
UCLA|Belousova et al 2010|Europe|1057|Detrital zircon|LA-MC-ICP-MS|||1889.7221150767|-3.5049340155|0.3149463632|NaN|0.281619|0.000013|0.0010237|NaN|0.281582238|NaN|0.0880417947
UCLA|Belousova et al 2009|Australia|LT1-103|Detrital zircon|LA-MC-ICP-MS|||1057|-3.5004730369|NaN|NaN|0.282223|0.0000092|0.000694649|NaN|0.2822091555|-19.8737556801|3.3252394033
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh17-40.3|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||4276.8944096636|-3.4890845977|NaN|NaN|0.2799754162|0.0000198757012021|0.0008095649|0.0000014748306655|0.2799081218|-99.3540596769|-2.9967263973
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-117.1|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||4255.0325104197|-3.4882377343|NaN|NaN|0.2800469568|0.0000506522773648|0.0014194233|0.0000369393280459|0.2799295958|-96.8242029044|-2.7600455142
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES44-15.10|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4146|-3.4727918502|NaN|NaN|0.280020257|0.0000126848665556|0.0004582844|0.0000051357548398|0.2799833741|-97.7683747807|-3.4805020662
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES43-15.16|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4117|-3.4624846318|NaN|NaN|0.280082223|0.0000128704937141|0.0009195996|0.0000180283234391|0.280008751|-95.5770991816|-3.2758273154
UCLA|Guitreau et al. 2012|Canada (Acasta)|AG09014_2|Igneous zircon|LA-MC-ICP-MS|||3512.7029476142|-3.4507888461|NaN|NaN|0.2804948557|0.0000526597991726|0.0014603325|0.000052103|0.2803958737|-80.9853531262|-3.9821612305
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-32|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||3959.6325108048|-3.4446233201|NaN|NaN|0.2800266492|0.0000168173893449|0.0005112687|0.0000024887297542|0.2799874208|-97.5423319376|-7.8347642635
UCLA|Kemp et al 2010|Australia (Jack Hills)|jh14-218|Detrital zircon|LA-MC-ICP-MS concurrent Pb-Hf|||4016.688891815|-3.4034155223|NaN|NaN|0.2801794816|0.0000330797570172|0.0016546605|0.0000741221801536|0.2800506248|-92.1377865591|-4.2036370663
UCLA|Belousova et al 2010|S.America|9342|Detrital zircon|LA-MC-ICP-MS|||991.0202033858|-3.4001323483|1.6008454676|NaN|0.281977|0.0000072|0.000432947|NaN|0.2819689149|NaN|-6.4890261052
UCLA|Belousova et al 2010|S.America|9760|Detrital zircon|LA-MC-ICP-MS|||348.4447014961|-3.3682861765|0.82915596|NaN|0.28245|0.000011|0.00107718|NaN|0.2824429696|NaN|-3.9760350911
UCLA|Belousova et al 2010|Australia|12774|Detrital zircon|LA-MC-ICP-MS|||1055.313932952|-3.3629971572|0.4610454056|NaN|0.281978|0.000011|0.000592637|NaN|0.2819662077|NaN|-5.1460432066
UCLA|Belousova et al 2010|Australia|6601|Detrital zircon|LA-MC-ICP-MS|||555.1231200346|-3.3350696726|2.9677403371|NaN|0.28251|0.0000095|0.0000826292|NaN|0.2825091392|NaN|2.9394651984
UCLA|Belousova et al 2009|Australia|PineCreek1-86|Detrital zircon|LA-MC-ICP-MS|||1020|-3.3333333333|NaN|NaN|0.282192|0.0000076|0.000472598|NaN|0.2821829139|-20.9699948724|1.5560954785
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES44-10.14_2|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4140|-3.3324475558|NaN|NaN|0.2800202395|0.0000127522479165|0.0005239752|0.0000066642125026|0.2799781331|-97.7689954568|-3.8127625847
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES44-10.14|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4137|-3.3324475558|NaN|NaN|0.2800638986|0.0000146646221092|0.0010935396|0.000014211375921|0.2799760885|-96.2250970863|-3.9583212038
UCLA|Belousova et al 2010|Australia|12395|Detrital zircon|LA-MC-ICP-MS|||1204.3658326258|-3.3071684227|0.119458355|NaN|0.282071|0.0000099|0.000345414|NaN|0.2820631452|NaN|1.6353742422
UCLA|Belousova et al 2010|Australia|6618|Detrital zircon|LA-MC-ICP-MS|||535.6942412221|-3.3070692002|2.299125875|NaN|0.282434|0.000008|0.0000192026|NaN|0.282433807|NaN|-0.1586235816
UCLA|Belousova et al 2010|Australia|12136|Detrital zircon|LA-MC-ICP-MS|||1330.0695816038|-3.302841528|0.7042472039|NaN|0.281971|0.0000093|0.000884329|NaN|0.2819487651|NaN|0.4086840522
UCLA|Belousova et al 2010|Australia|11248|Detrital zircon|LA-MC-ICP-MS|||1020.3245627159|-3.3018495595|0.7969920239|NaN|0.282192|0.0000076|0.000472598|NaN|0.282182911|NaN|1.7514864295
UCLA|Belousova et al 2009|Australia|TOD1-48|Detrital zircon|LA-MC-ICP-MS|||1999|-3.3016508254|NaN|NaN|0.281438|0.000028|0.000996983|NaN|0.2814000882|-47.633361034|-3.8088120163
UCLA|Belousova et al 2009|Australia|TOD2-7|Detrital zircon|LA-MC-ICP-MS|||943|-3.2873806999|NaN|NaN|0.282224|0.000018|0.00101288|NaN|0.2822060095|-19.8383931255|0.6308852933
UCLA|Belousova et al 2010|Australia|11331|Detrital zircon|LA-MC-ICP-MS|||1999.326024702|-3.2785806456|0.7704054966|NaN|0.281438|0.000028|0.000996983|NaN|0.2814000819|NaN|-3.8800840494
UCLA|Belousova et al 2010|S.America|10057|Detrital zircon|LA-MC-ICP-MS|||1025.0173891969|-3.2613317807|1.2323552492|NaN|0.282104|0.000011|0.000718277|NaN|0.2820901219|NaN|-1.4322755498
UCLA|Belousova et al 2010|Europe|1235|Detrital zircon|LA-MC-ICP-MS|||1865.3998535312|-3.2485095937|0.6002144808|NaN|0.281629|0.000019|0.00141212|NaN|0.2815789537|NaN|-0.5830764419
UCLA|Belousova et al 2010|Australia|6565|Detrital zircon|LA-MC-ICP-MS|||581.5658679858|-3.2462258296|0.5917298523|NaN|0.282379|0.000007|0.0000478976|NaN|0.2823784771|NaN|-1.1004820601
UCLA|Belousova et al 2010|Australia|6615|Detrital zircon|LA-MC-ICP-MS|||540.794065049|-3.2391082751|4.2199666527|NaN|0.282375|0.00001|0.0000306855|NaN|0.2823746886|NaN|-2.1387387723
UCLA|Harrison et al 2008|Australia (Jack Hills)|RSES41-20.1|Detrital zircon|LA-MC-ICP-MS|Yilgarn|U-Pb zircon|4134|-3.2250198993|NaN|NaN|0.2800985217|0.00001552|0.0008168809|0.0000328261800824|0.2800329764|-95.0007359237|-1.9998106444
