Locality	Unit 	Sample_ID	Age	Reference	d18O	Reference	SiO2	Reference	Lithology	
Brazil - Pien Batholith 	Pien Batholith 	OM-933 	605	11	5.59	0	73.72	11	Leucogranodiorite	
Brazil - Brusque Metamorphic Complex	Brusque Schist belt 	VALSSUNGANA 	638	11	7	0	68	11	Monzogranite	
Brazil - Brusque Metamorphic Complex	Brusque Schist belt 	FAXINAL 	580	11	7.49	0	59.35	11	Quartz syenite	
Brazil - Florianópolis Batholith 	Florianópolis Bathol. 	Paulo Lopez 	640	11	6.75	0	73.32	11	Monzogranite	
Brazil - Florianópolis Batholith 	Florianópolis Bathol. 	LZ-42 	620	11	7.25	0	68.74	11	Monzogranite	
Brazil - Florianópolis Batholith 	Florianópolis Bathol. 	S. P. Alcantara 	617	11	8.2	0	70.36	11	Granodiorite	
Brazil - Florianópolis Batholith 	Florianópolis Bathol. 	MG-362 	614	11	7.8	0	73.37	11	Syenogranite	
Brazil - Florianópolis Batholith 	Florianópolis Bathol. 	MG-220 	615	11	7.69	0	69.72	11	Biotite monzogranite	
Brazil - Florianópolis Batholith 	Florianópolis Batholit 	BRAF-37 	609	11	6.63	0			Monzogranite	
Brazil - Pelotas Batholith 	Pelotas Batholith 	BRAF-27 A 	613	11	8.34	0			Biotite granite	
Brazil - Pelotas Batholith 	Pelotas Batholith 	BRAF-27B 	613	11	8.02	0			Biotite granite	
Brazil - Pelotas Batholith 	Pelotas Batholith 	BRAF-25 	620	11	6.98	0			Biotite granite	
Brazil - Pelotas Batholith 	Pelotas Batholith 	BRAF-23 	599	11	7.94	0			Biotite granite	
Brazil - Pelotas Batholith 	Pelotas Batholith 	BRAF-26 	612	11	6.96	0			Biotite granite	
Brazil - Pelotas Batholith 	Encruzilhada Domain 	BRAF-68 	580	11	7.68	0			Granite	
Brazil - SE border of San Francisco Craton 	Socorro-Guaxupé Nappe 	SPU-017 	653	11	7.77	0			Granulite	
Brazil - SE border of San Francisco Craton 	Socorro-Guaxupé Nappe 	CAN-13b 	632	11	6.29	0			Granulite	
Brazil - São Rafael Pluton 	São Rafael Pluton 	SR-P 	627	41	6.04	41			Granite/quartz-monzonite	
Brazil - São Rafael Pluton 	São Rafael Pluton 	DSR-4 	627	41	5.85	41	68.47	41	Granite/quartz-monzonite	
Brazil - São Rafael Pluton 	São Rafael Pluton 	DSR-8 	627	41	5.97	41	65.21	41	Granite/quartz-monzonite	
Brazil - São Rafael Pluton 	São Rafael Pluton 	DSR-10 	627	41	6.11	41	69.45	41	Granite/quartz-monzonite	
Brazil - São Rafael Pluton 	São Rafael Pluton 	DSR-12 	627	41	5.96	41	71.95	41	Granite/quartz-monzonite	
Brazil - São Rafael Pluton 	São Rafael Pluton 	DSR-14 	627	41	5.72	41	72.83	41	Granite/quartz-monzonite	
Brazil - São Rafael Pluton 	São Rafael Pluton 	DSR-17 	627	41	6.33	41	70.63	41	Granite/quartz-monzonite	
Brazil - São Rafael Pluton 	São Rafael Pluton 	DSR-23 	627	41	5.9	41	71.17	41	Granite/quartz-monzonite	
Brazil - São Rafael Pluton 	São Rafael Pluton 	DSR-29 	627	41	5.93	41			Granite/quartz-monzonite	
Brazil - Emas Pluton 	Emas Pluton 	E–02 	633	41	9.59	41	64.52	41	Granodiorite	
Brazil - Emas Pluton 	Emas Pluton 	E–42 	633	41	10.01	41			Granodiorite	
Brazil - Emas Pluton 	Emas Pluton 	E–49 	633	41	10.06	41	62.04	41	Granodiorite	
Brazil - Emas Pluton 	Emas Pluton 	E–63 	633	41	10.3	41			Granodiorite	
Brazil - Emas Pluton 	Emas Pluton 	E–68 	633	41	9.91	41	63.85	41	Granodiorite	
Brazil - Emas Pluton 	Emas Pluton 	E–92 	633	41	10.19	41	67.18	41	Granodiorite	
Brazil - Emas Pluton 	Emas Pluton 	E–95 	633	41	10.21	41	65.11	41	Granodiorite	
Brazil - Emas Pluton 	Emas Pluton 	E–102 	633	41	10.05	41	66.45	41	Granodiorite	
Brazil - Borborema province 	Caldeirão Encantado pluton 	Calen34/11 	880	71	9.74	71			High-K calcalkaline	
Brazil - Borborema province 	Boqueirão pluton 	BQ-9 	630	71	9.31	71	64.31	71	High-K calcalkaline	
Brazil - Borborema province 	Boqueirão pluton 	BQ-15 	630	71	9.54	71	65.27	71	High-K calcalkaline	
Brazil - Borborema province 	Conceição das Creoulas 	rcc-02 	638	71	9.73	71	70.4	71	High-K calcalkaline	
Brazil - Borborema province 	Conceição das Creoulas 	rcc4/5 	638	71	8.83	71	66.5	71	High-K calcalkaline	
Brazil - Borborema province 	Murici pluton 	PM-1 	630	71	9.29	71	63.69	71	High-K calcalkaline	
Brazil - Borborema province 	Murici pluton 	PM-2 	630	71	9.16	71	63.11	71	High-K calcalkaline	
Brazil - Borborema province 	Murici pluton 	PM-3 	630	71	9.26	71	63.06	71	High-K calcalkaline	
Brazil - Borborema province 	Murici pluton 	PM-10 	630	71	9.34	71	62.96	71	High-K calcalkaline	
Brazil - Borborema province 	Tavares Pluton 	T-V 	651	71	9	71			High-K calcalkaline	
Brazil - Borborema province 	Tavares Pluton 	TV-11.1 	651	71	9.13	71	68.71	71	High-K calcalkaline	
Brazil - Borborema province 	Tavares Pluton 	TV-13.1 	651	71	9.14	71	68.55	71	High-K calcalkaline	
Brazil - Borborema province 	Tavares Pluton 	TV-14.1 	651	71	9.08	71	69.06	71	High-K calcalkaline	
Brazil - Borborema province 	Tavares Pluton 	TV-20.8 	651	71	9.09	71	66.84	71	High-K calcalkaline	
Brazil - Borborema province 	Tavares Pluton 	TV-45.1 	651	71	9.33	71	67.89	71	High-K calcalkaline	
Brazil - Borborema province 	Tavares Pluton 	TV-48.1 	651	71	9.09	71	67.93	71	High-K calcalkaline	
Brazil - Borborema province 	Tavares Pluton 	TV-51.a 	651	71	9.2	71	69.07	71	High-K calcalkaline	
Brazil - Borborema province 	Remédios Pluton 	FL-32 	643	71	8.44	71	67.96	71	High-K calcalkaline	
Brazil - Borborema province 	Remédios Pluton 	FL-32A 	643	71	8.2	71	65.5	71	High-K calcalkaline	
Brazil - Borborema province 	Remédios Pluton 	FL-33 	643	71	8.27	71	66.8	71	High-K calcalkaline	
Brazil - Borborema province 	São José do Bonfim pluton 	Bonfim 	630	71	9.82	71	58.9	71	Calc-alkaline	
Brazil - Borborema province 	Boa Ventura pluton 	BV-V 	630	71	9.97	71	60.2	71	Calc-alkaline	
Brazil - Borborema province 	Conceição Pluton 	C-LT 	635	71	10	71	63.9	71	Calc-alkaline	
Brazil - Borborema province 	Gloria Norte pluton 	G norte 	630	71	9.21	71			Calc-alkaline	
Brazil - Borborema province 	Coronel João Sá pluton 	CJS-1 	625	71	9.11	71			Calc-alkaline	
Brazil - Borborema province 	Coronel João Sá pluton 	CJS-13/19 	625	71	8.86	71			Calc-alkaline	
Brazil - Borborema province 	Betânia pluton 	FL-12 	630	71	7.38	71	63	71	Shoshonitic	
Brazil - Borborema province 	Betânia pluton 	FL-12A 	630	71	7.38	71			Shoshonitic	
Brazil - Borborema province 	Betânia pluton 	FL-13A 	630	71	7.13	71	64.7	71	Shoshonitic	
Brazil - Borborema province 	Teixeira Pluton 	TX-1 	645	71	7.68	71	66	71	Shoshonitic	
Brazil - Borborema province 	Teixeira Pluton 	TX-V 	645	71	7.59	71	68.2	71	Shoshonitic	
Brazil - Borborema province 	Sítio dos Nunes pluton 	FL-02 	630	71	7.58	71			Trondhjemitic	
Brazil - Borborema province 	Sítio dos Nunes pluton 	FL-9b 	630	71	7.46	71			Trondhjemitic	
Brazil - Borborema province 	Itaporanga Plutton 	ITA 	585	71	7.88	71	61.9	71	High-K calcalkaline - no epidote	
Brazil - Borborema province 	Campina Grande Pluton 	camp. Grande 	581	71	6.37	71			High-K calcalkaline - no epidote	
Israel - Nubian Shield 	Southern Israel	YE2 	620	43	8.03	0				
Israel - Nubian Shield 	Southern Israel	YE8 	620	43	6.67	0				
Israel - Nubian Shield 	Southern Israel	YE12 	620	43	8.08	0				
Grelo - Spain 	Pena Negra anatectic complex 	5 2 	310	42	6.17	0			Granodiorite	
Greece	Naxos 	NA3 	275	43	6.24	0			Granite gneiss	
Greece	Naxos 	NA379 	233	43	5.51	0			Granite gneiss	
Greece	Naxos 	NA4 	316	43	7.79	0			Augen gneiss	
Antarctica	Dufek intrusion 	Lechner Dike 	183	44	6.09	0			Lechner Felsic Dike	
Sierra Nevada - Northern Sierra 	Grizzly Pluton 	FR20 	140	45	6	45			Granodiorite	
Sierra Nevada - Northern Sierra 	Bucks Lake Pluton 	FR21 	140	45	5.9	45			Granodiorite	
Sierra Nevada - Northern Sierra 	Coloma Pluton 	CP1 	143	45	4.75	45			Granodiorite	
Sierra Nevada - Western Sierra 	unnamed 	A131 	123	45	6.29	45			Tonalite	
Sierra Nevada - Western Sierra 	Millerton Lake 	TMG X184 A 	135	45	5.15	45			Tonalite	
Sierra Nevada - Western Sierra 	unnamed 	I 14 	110	45	5.47	45			Gabbro	
Sierra Nevada - Western Sierra 	unnamed 	CM20 	120	45	5.64	45			Gabbro	
Sierra Nevada - Western Sierra 	Success Lake Granodiorite 	SL 58 	118	45	5.58	45			Granodiorite	
Sierra Nevada - Western Sierra 	unnamed 	WR 9 	115	45	6.76	45			Gabbro	
Sierra Nevada - Western Sierra 	unnamed 	WR 21 Z 	102	45	6.17	45			Quartz diorite	
Sierra Nevada - Western Sierra 	Rocky Hill 	RH53 	120	45	5.6	45			Granodiorite	
Sierra Nevada - Western Sierra 	Moore Creek Road 	W16 	119	46	5.82	46	58.8	46	Quartz diorite	
Sierra Nevada - Western Sierra 	Pippin Flat Area 	W18 	101	46	6.82	46			Quartz diorite	
Sierra Nevada - Western Sierra 	NW of Hartland 	W19 	102	46	7.43	46	61	46	Quartz diorite	
Sierra Nevada - Western Sierra 	Pine Flat Road 	W21 	100	46	7.04	46			Gabbro	
Sierra Nevada - Western Sierra 	W of Squaw Valley 	W22 	111	46	5.85	46			Quartz diorite	
Sierra Nevada - Western Sierra 	Sand Creek Road 	W24 	111	46	7.32	46	63.3	46	Quartz diorite	
Sierra Nevada - Western Sierra 	E of Sand Creek Road 	W26 	115	46	6.46	46	57.6	46	Quartz diorite	
Sierra Nevada - Western Sierra 	E of Narañjo 	W29 	116	46	6.34	46			Quartz diorite	
Sierra Nevada - Western Sierra 	S. Shore Lake Kaweah 	W30 	112	46	6.9	46	71.5	46	Quartz diorite	
Sierra Nevada - Western Sierra 	Pierce Drive Tonalite 	W31 	108	46	7.08	46	57.4	46	Quartz diorite	
Sierra Nevada - Western Sierra 	Pierce Drive Tonalite 	W32 	104	46	7.13	46	66	46	Quartz diorite	
Sierra Nevada - Western Sierra 	E. of Three Rivers 	W34 	98	46	7.11	46	70.3	46	Quartz diorite	
Sierra Nevada - Western Sierra 	Boyden Cave Pendant 	W36 	105	46	7.15	46			Metavolcanic	
Sierra Nevada - Western Sierra 	W of Mill Creek Bridge 	W5 	145	46	6.1	46	72.2	46	Quartz diorite	
Sierra Nevada - Western Sierra 	Grant Grove Pluton 	W6 	126	46	8.03	46	75	46	Granite	
Sierra Nevada - Western Sierra 	Bass Lake Tonalite 	1S91 	114	46	7.3	46	67.16	46	Granite	
Sierra Nevada - Western Sierra 	Bass Lake Tonalite 	1S40 	114	46	7.91	46	63.36	46	Tonalite	
Sierra Nevada - Western Sierra 	Bass Lake Tonalite 	1S97 	114	46	8.7	46	57.85	46	Tonalite	
Sierra Nevada - Western Sierra 	Bass Lake Tonalite 	1S98 	114	46	7.79	46	63.11	46	Tonalite	
Sierra Nevada - Western Sierra 	Bass Lake Tonalite 	1S99 	114	46	7.24	46	65.96	46	Tonalite	
Sierra Nevada - Western Sierra 	Bass Lake Tonalite 	1S100 	114	46	6.71	46	62.2	46	Tonalite	
Sierra Nevada - Western Sierra 	Bass Lake Tonalite 	W1-H 	114	46	6.96	46			Tonalite	
Sierra Nevada - Western Sierra 	Bass Lake Tonalite 	W2-H 	114	46	6.35	46			Tonalite	
Sierra Nevada - Western Sierra 	Bass Lake Tonalite 	W3-H 	114	46	6.9	46			Tonalite	
Sierra Nevada - Western Sierra 	Bass Lake Tonalite 	95-4 	114	46	7	46			Tonalite	
Sierra Nevada - Eastern Sierra 	Bass Lake Tonalite 	95-7 	114	46	6.27	46			Tonalite	
Sierra Nevada - Eastern Sierra 	Sandy Bluff Pluton 	1S41 	93	46	7.4	46	65.25	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Granodiorite of Knowles 	1S94 	112	46	8.08	46	72.35	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Glen Aulin Tonalite 	1S106 	93.1	46	6.39	46	62.67	46	Tonalite	
Sierra Nevada - Eastern Sierra 	Glen Aulin Tonalite 	1S107 	93.1	46	6.29	46	58.61	46	Tonalite	
Sierra Nevada - Eastern Sierra 	Glen Aulin Tonalite 	1S108 	93.1	46	6.35	46	57.64	46	Tonalite	
Sierra Nevada - Eastern Sierra 	Kuna Crest Granodiorite 	1S119 	93.1	46	6.2	46	66.48	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Kuna Crest Granodiorite 	95-5 	93.1	46	6.23	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Half Dome Granodiorite 	Y2 	92.9	46	6.56	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Half Dome Granodiorite 	Y3 	92.9	46	6.41	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Half Dome Granodiorite 	Y4 	92.9	46	6.45	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Half Dome Granodiorite 	1S104 	92.9	46	6.27	46	71.06	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Half Dome Granodiorite 	1S105 	92.9	46	6.13	46	68.72	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Half Dome Granodiorite 	1S118 	92.9	46	6.3	46	68.44	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Half Dome Granodiorite 	1S111 	92.9	46	6.17	46	68.19	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Half Dome Granodiorite (Porphyritic) 	1S109 	90.7	46	6.51	46	69.18	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Half Dome Granodiorite (Porphyritic) 	1S110 	90.7	46	6.3	46	69.52	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Half Dome Granodiorite (Porphyritic) 	1S116 	90.7	46	6.38	46	67.51	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Cathedral Peak Granodiorite 	1S101 	88.1	46	6.49	46	71.46	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Cathedral Peak Granodiorite 	1S112 	88.1	46	6.51	46	67.55	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Cathedral Peak Granodiorite 	1S113 	88.1	46	6.43	46	69.54	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Cathedral Peak Granodiorite 	1S117 	88.1	46	6.31	46	66.95	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Cathedral Peak Granodiorite 	M95-28 	88.1	46	6.34	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Cathedral Peak Granodiorite 	M95-40 	88.1	46	6.39	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Cathedral Peak Granodiorite 	M95-79 	88.1	46	6.3	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Cathedral Peak Granodiorite 	M95-81 	88.1	46	6.31	46	69.1	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Johnson Porphyry 	1S114 	81	46	6.21	46	70.96	46	Granite	
Sierra Nevada - Eastern Sierra 	Johnson Porphyry 	1S115 	81	46	6.51	46	76.13	46	Granite	
Sierra Nevada - Eastern Sierra 	Johnson Porphyry 	L94-7 	81	46	6.96	46	75.6	46	Granite	
Sierra Nevada - Eastern Sierra 	Lake Edison Granodiorite (coarse) 	1S86 	90	46	6.14	46	67.42	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Lake Edison Granodiorite (fine) 	1S87 	90	46	5.52	46	68.72	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Lake Edison Granodiorite 	1S131 	90	46	5.78	46	71	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Lake Edison Granodiorite 	LEG 91-536 	88	45	5.99	45			Granodiorite	
Sierra Nevada - Eastern Sierra 	Lamark Granodiorite 	1S88 	92	46	5.84	46	62.31	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Lamark Granodiorite 	1S130 	92	46	5.84	46	63.93	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Mono Creek Pluton 	1S120 	86	46	6.17	46	65.34	46	Granite	
Sierra Nevada - Eastern Sierra 	Mono Creek Pluton 	1S124 	86	46	6.11	46	68.19	46	Granite	
Sierra Nevada - Eastern Sierra 	Evolution Basin Granite 	1S129 	93	46	5.65	46	65.42	46	Granite	
Sierra Nevada - Eastern Sierra 	Round Valley Peak Granodiorite 	1S121 	89	46	6.19	46	67.79	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Round Valley Peak Granodiorite 	1S123 	89	46	6.32	46	67.83	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Round Valley Peak Granodiorite 	99LV655 	89	84	6.43	83	62.6	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Kinney Lake Granodiorite 	1S135 	91	46	6.17	46	67.53	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Kinney Lake Granodiorite 	1S139 	91	46	6.44	46	67.14	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Topaz Lake Granodiorite 	1S136 	86	46	6.52	46	69.17	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Topaz Lake Granodiorite 	1S137 	86	46	6.68	46	66.17	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Topaz Lake Granodiorite 	1S138 	86	46	6.5	46	67.32	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	McMurray Meadows Granodiorite 	1S125 	164	46	6.75	46	64.58	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Tinemaha Granodiorite 	1S126 	164	46	6.82	46	62.81	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Inconsolable Granodiorite 	1S127 	105	46	6.02	46	58.45	46	Quartz diorite	
Sierra Nevada - Eastern Sierra 	Wheeler Crest Granodiorite 	1S122 	217	46	7.01	46	72.2	46	Granite	
Sierra Nevada - Eastern Sierra 	Tungsten Hills Granite 	1S132 	201	46	5.48	46	71.79	46	Granite	
Sierra Nevada - Eastern Sierra 	Billy Lake Granodiorite 	1S133 	99	46	5.89	46	68.2	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Rush Creek Granodiorite 	1S134 	99	46	5.78	46	61.07	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Saddlebag Lake Metarhyolite 	SBL-1 	222	46	6.22	46			Rhyolite	
Sierra Nevada - Eastern Sierra 	Paradise Granodiorite 	3S36 	85	46	5.7	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Granodiorite of Sugarloaf 	68M15 	88	46	5.9	46	62	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Whitney Granodiorite 	A95-10 	84	46	5.89	46	69.7	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Whitney Granodiorite 	WHIT 	84	45	5.67	45			Granodiorite	
Sierra Nevada - Eastern Sierra 	Mt Kaweah Granite 	6-124 	95	46	4.65	46			Granite	
Sierra Nevada - Eastern Sierra 	Kern River/Big Arroyo 	7-19 	160	46	5.51	46			Porphyritic granodiorite	
Sierra Nevada - Eastern Sierra 	Rattlesnake Creek Area 	77-7 	159	46	5.6	46			Porphyritic granodiorite	
Sierra Nevada - Eastern Sierra 	Red Mountain Creek Pluton 	8-38a 	153	46	7.37	46			Alaskitic quartz monzonite	
Sierra Nevada - Eastern Sierra 	White Fork Pluton 	8-54 	156	46	6.29	46	71.4	46	Granodiorite	
Sierra Nevada - Eastern Sierra 	Long John Pluton 	F1-57 	175	46	6.44	46			Quartz monzonite	
Sierra Nevada - Eastern Sierra 	Tungsten Hills 	OW2 	204	46	7.45	46	74.4	46	Quartz monzonite	
Sierra Nevada - Eastern Sierra 	Bullfrog Pluton 	OW4 	103	46	5.15	46			Alaskitic granite	
Sierra Nevada - Eastern Sierra 	Dragon Pluton 	OW34 	103	46	5.33	46			Quartz monzonite	
Sierra Nevada - Eastern Sierra 	Aeolian Buttes 	95BR032 	96	46	6.07	46			Granite	
Sierra Nevada - Eastern Sierra 	Ellery Lake Leucogranite 	95BR071 	96	46	6.59	46			Granite	
Sierra Nevada - Eastern Sierra 	June Lake Granite 	95BR035 	93	46	5.98	46			Granite	
Sierra Nevada - Eastern Sierra 	June Lake Granite 	95BR073 	93	46	5.55	46			Granite	
Sierra Nevada - Eastern Sierra 	June Lake Granite 	95BR075 	93	46	6.01	46			Granite	
Sierra Nevada - Eastern Sierra 	June Lake Granite 	95BR077 	93	46	6.07	46			Granite	
Sierra Nevada - Eastern Sierra 	Lee Vining Canyon 	95BR029 	210	46	6.2	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Lee Vining Canyon 	95BR031 	210	46	6.06	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Lee Vining Canyon 	95BR078 	210	46	6.24	46			Granite	
Sierra Nevada - Eastern Sierra 	Lee Vining Canyon 	95BR080 	210	46	6.67	46			Granite	
Sierra Nevada - Eastern Sierra 	Mono Dome Granodiorite 	95BR036 	168	46	7.01	46			Granite	
Sierra Nevada - Eastern Sierra 	Mono Lake Granite 	95BR037 	96	46	6.75	46			Granite	
Sierra Nevada - Eastern Sierra 	Mono Lake Granite 	95BR038 	96	46	6.69	46			Granite	
Sierra Nevada - Eastern Sierra 	Mono Lake Granite 	95BR040 	96	46	6.7	46			Granite	
Sierra Nevada - Eastern Sierra 	Tioga Lake Granodiorite 	95BR069 	96	46	5.98	46			Granodiorite	
Sierra Nevada - Eastern Sierra 	Sardine Pluton 	L4P236A 	105	45	5.4	45	71.9	45	Granite	
Sierra Nevada - Eastern Sierra 	Bullfrog Pluton 	L5P333A 	105	45	4.97	45	75	45	Granite	
Sierra Nevada - Eastern Sierra 	Oak Creek Pendant 	L4P235A 	164	45	6.41	45			Rhyolite	
Sierra Nevada - Eastern Sierra 	Oak Creek Pendant 	L5P334A 	102	45	5.07	45	61.1	45	Granodiorite	
Sierra Nevada - Eastern Sierra 	Oak Creek Pendant 	L4P054A 	165	45	6.34	45	71.5	45	Rhyolite	
Sierra Nevada - Eastern Sierra 	Oak Creek Pendant 	L4P124A 	167	45	6.33	45	72.1	45	Rhyolite	
Sierra Nevada - Central Sierra 	Potwisha Diortie 	3S27 	99	46	8.25	46			Diorite	
Sierra Nevada - Central Sierra 	Cherry Gap Diorite 	3S34 	98	46	7.53	46			Diorite	
Sierra Nevada - Central Sierra 	Mud Lakes Diorite 	3S48 	90	46	7.54	46			Diorite	
Sierra Nevada - Central Sierra 	Red Lake Granodiorite 	1S84 	90	46	7.36	46	69.59	46	Granodiorite	
Sierra Nevada - Central Sierra 	El Capitan Granite 	95-6 	103	46	7.01	46			Granite	
Sierra Nevada - Central Sierra 	El Capitan Granite 	1S103 	104	46	6.46	46	73.66	46	Granite	
Sierra Nevada - Central Sierra 	El Capitan Granite 	YOS–180 	104	46	5.43	46	72.4	46	Granite	
Sierra Nevada - Central Sierra 	Illouette Creek 	W4 (mag) 	100	46	7.77	46			Granite	
Sierra Nevada - Central Sierra 	Illouette Creek 	ISP 182 	99	45	6.66	45			Granite	
Sierra Nevada - Central Sierra 	Taft Granite 	YOS–1 	103	46	6.54	46	74.3	46	Granite	
Sierra Nevada - Central Sierra 	North America Wall diorite 	YOS–104 	103	46	6.68	46	55.8	46	Diorite	
Sierra Nevada - Central Sierra 	Diorite of the Rockslides 	YOS–206 	102	46	6.97	46	55.9	46	Diorite	
Sierra Nevada - Central Sierra 	Castle Creek Granodiorite 	3S28 	97	46	6.28	46			Granodiorite	
Sierra Nevada - Central Sierra 	unnamed 	3S29 	100	46	7.07	46			Granite	
Sierra Nevada - Central Sierra 	Lightning Creek Pluton 	KC16 	108	46	7.1	46	62.5	46	Granodiorite	
Sierra Nevada - Central Sierra 	Yucca Point Pluton 	KC6 	110	46	7.67	46	62.7	46	Quartz diorite	
Sierra Nevada - Central Sierra 	Yucca Point Pluton 	KC11 	110	46	7.64	46			Aplite dike	
Sierra Nevada - Central Sierra 	Yucca Point Pluton 	F11 	110	46	7.7	46			Quartz diorite	
Sierra Nevada - Central Sierra 	Tombstone Creek Pluton 	KC5 	99	46	7.38	46			Granodiorite	
Sierra Nevada - Central Sierra 	Tombstone Creek Pluton 	KC18 	99	46	7.44	46	62.8	46	Granodiorite	
Sierra Nevada - Central Sierra 	North Mountain Stock 	KC14 	89	46	5.33	46	69.7	46	Alaskitic aplite	
Sierra Nevada - Central Sierra 	North Mountain Stock 	KC14-2 	89	46	5.47	46			Alaskitic aplite	
Sierra Nevada - Central Sierra 	North Dome Pluton 	K2 	90	46	6.56	46			Granodiorite	
Sierra Nevada - Central Sierra 	Tehipite Dome Pluton 	K1 	92	46	6.46	46			Granite	
Sierra Nevada - Central Sierra 	Lookout Peak Pluton 	KC2 	97	46	6.1	46			Granodiorite 	
Sierra Nevada - Central Sierra 	Lookout Peak Pluton 	KC15 	97	46	5.99	46	69.1	46	Granodiorite	
Sierra Nevada - Central Sierra 	Lookout Peak Pluton 	K4 	97	46	6.5	46			Granodiorite	
Sierra Nevada - Central Sierra 	Lodgepole Pluton 	SQ8 	111	46	7.6	46	68.7	46	Granite	
Sierra Nevada - Central Sierra 	Milk Ranch Peak Pluton 	SQ5 	97	46	7.42	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mitchell Peak Pluton 	SQ67 	91	46	5.83	46	61	46	Granodiorite	
Sierra Nevada - Central Sierra 	Potwisha Pluton 	SQ15 	99	46	7.48	46	70.2	46	Quartz diorite	
Sierra Nevada - Central Sierra 	Big Meadows Pluton 	SQ46 	98	46	6.62	46	66	46	Granite	
Sierra Nevada - Central Sierra 	Big Meadows Pluton 	SQ48 	98	46	6.69	46	69.3	46	Granite	
Sierra Nevada - Central Sierra 	Big Meadows Pluton 	SQ12 	98	46	6.73	46	67.5	46	Granodiorite	
Sierra Nevada - Central Sierra 	Weaver Lake Granite 	SQ61 	100	46	6.75	46	77.9	46	Alaskite	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	SQ13 	97	46	6.8	46	69.1	46	Quartz monzonite	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	SQ22 	97	46	6.75	46			Aplite dike	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	SQ57 	100	46	7.04	46	60.7	46	Mafic inclusion	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	SQ7 	102	46	7.05	46			Granodiorite	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	SQ75 	100	46	7.12	46	64.5	46	Granodiorite	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	SQ9 	100	46	7.18	46			Granodiorite	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	95-10 	102	46	6.9	46			Granodiorite	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	95-11 	102	46	6.83	46			Granodiorite	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	95-12 	102	46	6.76	46			Granodiorite	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	95-13 	102	46	6.64	46			Granodiorite	
Sierra Nevada - Central Sierra 	Giant Forest Pluton 	95-14 	102	46	6.59	46			Granodiorite	
Sierra Nevada - Central Sierra 	Grant Grove 	95-15 	98	46	7.4	46			Granite	
Sierra Nevada - Central Sierra 	Dinkey Creek 	95-16 	102	46	7.35	46			Granodiorite	
