Locality	Unit 	Sample_ID	Age	Reference	d18O	Reference	SiO2	Reference	Lithology	
Finland	Mantyla 	A392 	1886	20	6.84	22	72.7	20	Granite	
Finland	Kurikka 	A1530 	1873	20	5.87	22	64.4	20	Granite	
Finland	Soumenniemi 	A1042 	1639	21	8.12	22	72.8	21	Granite	
Finland	Muurikala 	A29 	1633	21	7.21	22	65.8	21	Granite	
Finland	Ylijarvi 	A119 	1633	21	6.68	22	53	21	Anorthosite	
Finland	Lovisjarvi 	A574 	1643	21	5.53	22	44.2	21	Diabase	
Finland	Ahvenisto 	A1360 	1642	21	8.09	22	68.9	21	Granite	
Finland	Ahvenisto 	A1306 	1639	21	7.04	22	51.6	21	Quartz monzonite	
Finland	Ahvenisto 	A118 	1645	21	7.15	22	53.4	21	Anorthosite	
Finland	Bodom 	A1577 	1636	21	6.21	22	73.1	21	Granite	
Finland	Obbnas 	A602 	1645	21	6.15	22	68.3	21	Granite	
Finland	Tarkki 	A606 	1573	21	8.47	22	65.87	21	Granite	
Finland	Laitala 	A1303 	1576	21	8.79	22	71.48	21	Granite	
Finland	Laitala 	A691 	1573	21	7.56	22	52.5	21	Anorthosite	
Finland	Eckera 	A295 	1575	21	6.07	22	72	21	Granite	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-101 	1500	23	7.94	23			Basement gneiss	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-102 	1500	23	9.81	23			Pegmatite	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-104 	1500	23	8.13	23			Pegmatite	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-105 	1500	23	6.44	23			Pegmatite	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-106 	1500	23	6.31	23			Basement gneiss	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-108 	1500	23	7.5	23			Pegmatite	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-109 	1500	23	6.16	23			Basement gneiss	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-110 	1500	23	6.01	23			Basement gneiss	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-111 	1500	23	6.94	23			Pegmatite	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-112 	1500	23	5.62	23			Basement gneiss	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-113 	1500	23	5.89	23			Pegmatite	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-114 	1500	23	6.07	23			Pegmatite	
Great Basin (Basement)	Beaver Dam Mountains 	95BR-115 	1500	23	6.55	23			Basement gneiss	
Great Basin (Basement)	East Mormon Mts	96BR-005 	1500	23	6.01	23				
Great Basin (Basement)	East Mormon Mts	96BR-006 	1500	23	6.47	23				
Great Basin (Basement)	East Mormon Mts	96BR-008 	1500	23	6.96	23				
Great Basin (Basement)	Central Mormon Mts	96BR-010 	1500	23	5.62	23				
Great Basin (Basement)	Central Mormon Mts	96BR-015 	1500	23	6.06	23				
Great Basin (Basement)	West Mormon Mts	96BR-016 	1500	23	4.92	23				
Laramie Anorthosite Complex	Sybille Intrusion 	LAC6 C(A) 	1340	24	7.23	24			Monzosyenite	
Laramie Anorthosite Complex	Sybille Intrusion 	SR338(A) 	1340	24	7.13	24	59.65	25	Monzosyenite	
Laramie Anorthosite Complex	Sybille Intrusion 	SR339(A) 	1340	24	7.22	24	58.49	25	Monzosyenite	
Laramie Anorthosite Complex	Sybille Intrusion 	SR341(A) 	1340	24	7.61	24	62.09	25	Monzosyenite	
Laramie Anorthosite Complex	Sybille Intrusion 	SS42(A) 	1340	24	7.54	24	63.34	25	Monzosyenite	
Nain Anorthosite Complex	Paul Island 	NC-8924A 	1319	78	5.05	26			Anorthosite	
Nain Anorthosite Complex	Tabor Island 	HMB93-14A 	1311	78	6.2	26			Anorthosite	
Nain Anorthosite Complex	Kikkertavak Island 	HMB93-17 	1311	78	5.94	26			Anorthosite	
Nain Anorthosite Complex	N. of Kingurutik Lake 	EC93-157 	1319	78	7.14	26			Leuconorite	
Nain Anorthosite Complex	Putuaalu Lake area 	HMB96-122 	1322	78	6.71	26			Leuconorite	
Nain Anorthosite Complex	Jonathan Intrusion 	EC92-184 	1311	78	6.28	26			Leucotroctolite	
Nain Anorthosite Complex	Sango Bay 	EC92-198B 	1294	78	5.77	26			Leucotroctolite	
Nain Anorthosite Complex	Koliktalik 	EC90-177 	1305	78	6.06	26			Anorthosite	
Nain Anorthosite Complex	Makhavinekh Pluton 	EC92-116 	1322	78	8.06	26			Leuconorite	
Nain Anorthosite Complex	Tigalak 	EC92-187 	1306	78	6.19	26			Ferrodiorite	
Nain Anorthosite Complex	Jonathan Intrusion 	EC92-53A 	1311	78	6.18	26			Ferrodiorite	
Nain Anorthosite Complex	Barth Intrusion 	EC91-10 	1322	78	5.84	26			Ferrodiorite/jotunite	
Nain Anorthosite Complex	Ukpaume Intrusion 	EC90-161 	1322	78	6.88	26			Hybrid diorite	
Nain Anorthosite Complex	W of Ighlu. Lake 	HMB96-104B 	1330	78	6.22	26			Monzonite	
Nain Anorthosite Complex	Hare Hill 	EC90-265 	1326	78	6.06	26			Monzonite	
Nain Anorthosite Complex	Dog Island 	EC90-179 	1311	78	6.28	26			Fayalite granite	
Nain Anorthosite Complex	Notokwanon batholith 	EC89-130 	1300	78	7.02	26			Monzonite	
Nain Anorthosite Complex	Flowers River 	EC92-210 	1285	78	5.44	26			Peralkaline granite	
Nain Anorthosite Complex	Manvers granite 	EC93-233 	1301	78	5.84	26			Granite	
Nain Anorthosite Complex	Barth Intrusion 	EC94-7c 	1319	78	5.6	26			Granite	
Grenville Province - Central Adirondack Highlands 	Blue Mt. gneiss 	AC85-2 	1146	76	8.59	27	75.2	27	Granitic gneiss	
Grenville Province - Central Adirondack Highlands 	Tupper Lake Mangerite 	AC85-6 	1134	76	7.62	27	62.1	27	Mangerite	
Grenville Province - Central Adirondack Highlands 	Upper Saranac Lake 	AC85-7 	1113	76	8.36	27	54.35	27	Anorthosite	
Grenville Province - Central Adirondack Highlands 	Forest Home Rd - Up Saranac Lk 	AC85-9 	996	76	7.75	27	39.01	27	Oxide-rich anorthosite cumulate	
Grenville Province - Central Adirondack Highlands 	River Rd. E of Bloomingdale 	AC85-10 	1135	76	8.29	27	54.9	27	Pyroxene syenite	
Grenville Province - Central Adirondack Highlands 	Yard Hill 	AC85-11 	1143	76	7.69	27	47	27	Jotunite gneiss	
Grenville Province - Central Adirondack Highlands 	Yard Hill 	AC85-11 	1143	76	7.71	27	47	27	Jotunite gneiss	
Grenville Province - Central Adirondack Highlands 	Schroon Lk 	9-23-85-5 	1095	76	8.55	27	62	27	Charnockite gneiss	
Grenville Province - Central Adirondack Highlands 	New Breeman 	AM86-1 	1155	76	8.1	27	71.88	27	Alaskite gneiss	
Grenville Province - Central Adirondack Highlands 	Stark Complex 	AM86-3 	1096	29	8.83	27	68.62	27	Granitic	
Grenville Province - Central Adirondack Highlands 	Piseco Dome 	AM86-9 	1150	76	7.67	27	69.14	27	Lineated granitic gneiss	
Grenville Province - Central Adirondack Highlands 	Lyon Mt (Dannemora) 	AM86-10 	1049	29	8.48	27	69.05	27	Leucogneiss	
Grenville Province - Central Adirondack Highlands 	Hawkeye 	AM86-13 	1096	29	8.24	27	76.3	27	Granite	
Grenville Province - Central Adirondack Highlands 	Stark Complex 	AM86-15 	1147	76	8.73	27	67.47	27	Rapakivi granite	
Grenville Province - Central Adirondack Highlands 	Rooster Hill 	AM86-17 	1157	76	7.78	27	68.9	27	Megacrystic metagranite	
Grenville Province - Central Adirondack Highlands 	Oregon Dome 	AM87-8 	1073	76	8.14	27	41.1	27	Ferrogabbro dike	
Grenville Province - Central Adirondack Highlands 	Gore Mt 	AM87-9 	1085	76	8.29	27	61	27	Charnockite gneiss	
Grenville Province - Central Adirondack Highlands 	Minerva 	AM87-10 	1082	76	8.04	27	62.14	27	Charnockite	
Grenville Province - Central Adirondack Highlands 	Dresden Station 	AM87-11 	1144	76	6.79	27	45	27	Metagabbro	
Grenville Province - Central Adirondack Highlands 	Schroon Lake 	CGAB 	1109	76	6.04	27	45	27	Metagabbro	
Grenville Province - Central Adirondack Highlands 	Tomantown 	TOE 	1184	76	8.3	27	65.68	27	Metagranite	
Grenville Province - Central Adirondack Highlands 	S. Bay - Lake Champlain 	AM87-12 	1329	76	6.09	27	65.53	27	Tonalite	
Grenville Province - Central Adirondack Highlands 	Lake Desolation 	LDT 	1336	30	7.32	30	66.83	32	Tonalite	
Grenville Province - Central Adirondack Highlands 	Canada Lake 	AM86-12 	1301	77	6.43	0	65.95	31	Tonalite	
Grenville Province - Central Adirondack Highlands 	Canada Lake 	AM87-13 	1233	31	6.45	0	65.07	32	Charnockite	
Grenville Province - Central Adirondack Highlands 	Tupper Lake 	AM86-4 	1049	29	9.14	0	70.1	29	Late luecogneiss	
Grenville Province - Central Adirondack Highlands 	Tupper Lake 	AM86-6 	1096	29	7.75	30	68.05	32	Hornblende granite	
Grenville Province - Central Adirondack Highlands 	Snowy Mt Dome 	AM86-7 	1052	76	8.05	33	58.5	33	Anorthosite	
Grenville Province - Central Adirondack Highlands 	Lewey Lake 	AM86-8 	1084	30	8.03	30	69.4	34	Charnockite	
Grenville Province - Central Adirondack Highlands 	AuSable Forks 	AM86-11 	1049	29	7.48	0	69.98	29	Fayalite granite	
Grenville Province - Central Adirondack Highlands 	Lyon Mt gneiss 	AM86-14 	1049	29	5.63	0	70.5	32	Late leucogneiss	
Grenville Province - Central Adirondack Highlands 	Lyon Mt gneiss 	AM87-6 	1096	29	6.48	0	69	34	Leucogneiss	
Grenville Province - Central Adirondack Highlands 	Santa Clara 	AM87-7 	1080	76	8.77	0	67.6	34	Pyroxene syenite	
Grenville Province - Central Adirondack Highlands 	Grasshopper Hill 	9-23-85-6 	1049	29	8.01	0	73.2	32	Late leucogneiss	
Grenville Province - Central Adirondack Highlands 	Schroon Lake 	9-23-85-7 	1125	76	8.19	33	69.2	76	Granitic gneiss	
Grenville Province - Central Adirondack Highlands 	Beaver Rv Spillway 	NOFO-1 	1096	29	8.47	30	71.75	32	#4 granite	
Grenville Province - Central Adirondack Highlands 	Tahawus Mine 	SI64-1 	1009	76	8.17	0			Oxide ore tailings	
Grenville Province - Central Adirondack Highlands 	Port Leyden 	FFAN NM2 	1104	85	7.97	0	2	35	Nelsonite	
Grenville Province - Central Adirondack Highlands 	Lyonsdale 	PLG M10 	1055	76	5.73	0			Granite	
Grenville Province - Central Adirondack Highlands 	Lyonsdale 	PLPEG NM1 	1034	29	6.58	0			Granite	
Grenville Province - Central Adirondack Highlands 	Woolen Mill 	O1E1 	1155	60	8.82	60			Anorthosite	
Grenville Province - Central Adirondack Highlands 	Woolen Mill 	O1E2 	1155	60	8.87	60			Anorthosite	
Grenville Province - Central Adirondack Highlands 	Woolen Mill 	O1E3 	1155	60	8.84	60	43.25	32	Ferrogabbro	
Grenville Province - Central Adirondack Highlands 	Woolen Mill 	O1E4 	1155	60	8.84	60			Anorthosite	
Grenville Province - Central Adirondack Highlands 	Willsboro 	00W23 	900	61	0.96	61			Pegmatite in low δ18O Skarn	
Grenville Province - NW Adirondack Lowlands 	Hyde School Gneiss 	AC85-5 	1172	28	4.61	27	75	27	Alaskite gneiss	
Grenville Province - NW Adirondack Lowlands 	Antwerp 	ANT 	1207	28	7.79	27	74.87	27	Granitiod	
Grenville Province - NW Adirondack Lowlands 	Reservoir Hill 	AC85-3 	1219	76	5.07	0	76.8	32	Alaskite	
Grenville Province - NW Adirondack Lowlands 	Gouverneur Body 	AC85-4 	1284	76	9.25	0	75.7	32	Alaskite	
Grenville Province - NW Adirondack Lowlands 	Chippewa Bay 	AM87-1 	1172	28	9.07	0	75.2	28	Leucogranite	
Grenville Province - NW Adirondack Lowlands 	Fish Creek 	AM87-4 	1172	28	6.46	0	75.24	32	Alaskite	
Grenville Province - NW Adirondack Lowlands 	Rockport 	TC-16 	1172	28	11.51	0	75.2	28	Leucogneiss	
Grenville Province - NW Adirondack Lowlands 	Edwardsville 	AM87-5 	1164	76	11.05	33	61.5	76	Syenite	
Grenville Province - NW Adirondack Lowlands 	Maple Street 	98HA2 	1155	76	10.84	30			Granite	
Grenville Province - NW Adirondack Lowlands 	Lake Boneparte Syenite 	98LB3 	1155	76	8.22	30			Syenite	
Grenville Province - NW Adirondack Lowlands 	Hermon Granite 	DF178 	1149	76	8.34	33			Granitic gneiss	
Grenville Province - Frontenac Arch - ON 	Battersea Granite 	LH86-63 	1165	84	11.15	33	66.1	84	Granite	
Grenville Province - Frontenac Arch - ON 	Lyndhurst granite 	LH87-31 	1166	84	10.92	33	68.3	84	Granite	
Grenville Province - Frontenac Arch - ON 	Westport pluton 	LH86-7 	1076	84	8.1	0	61.59	84	Granite	
Grenville Province - Frontenac Arch - ON 	Crow Lake Pluton 	LH87-30 	1176	84	13.51	33	63.6	84	Quartz monzonite	
Grenville Province - Frontenac Arch - ON 	Perth Rd Pluton 	LH87-64 	1166	84	13.01	33	61	84	Quartz monzonite	
Grenville Province - Frontenac Arch - ON 	South Lake Pluton 	86DM9c 	1162	84	11.13	33	60.1	84	Syenite	
Grenville Province - Frontenac Arch - ON 	Beales Mills Pluton 	94DM53 	1160	84	11.86	33	64.2	84	Monzonite	
Grenville Province - Frontenac Arch - ON 	North Crosby Pluton 	93DM131a 	1157	84	7.9	33	54.4	84	Monzodiorite	
Grenville Province - Frontenac Arch - ON 	Bennett Bay Pluton 	93DM19 	1162	84	7.96	33	55.1	84	Monzonite	
Grenville Province - Elzevier terrane - ON 	Oso Pluton 	93DM152 	1153	84	7.64	33	50	84	Monzodiorite	
Grenville Province - Elzevier terrane - ON 	Silver Lake Pluton 	94DM20 	1156	84	6.8	33	68.1	84	Granite	
Grenville Province - Quebec 	Grey Valley pluton 	96MR43 	1165	84	8.39	33	66.2	33	Monzonite	
Grenville Province - Quebec 	Mt. Laurier (Ecorses) Pluton 	96FN1 	1165	84	8.19	33	57.4	33	Monzonite	
Grenville Province - Quebec 	Morin Complex 	EC84-246 	1146	84	9.65	33	57.1	84	Mangerite	
Grenville Province - Quebec 	Lac des Roches Pluton 	CQA008 	1167	84	7.43	33	62.1	33	Monzonite	
Grenville Province - Quebec 	Chevreuil Pluton 	CQA1085 	1165	84	9.23	33	66.1	33	Monzonite	
Grenville Province - Quebec 	Lacordaire Gabbro 	CQA1427 	1165	84	6.8	33			Mafic pegmatite	
Grenville Province - Quebec 	Lacordaire Gabbro 	CQA3565B 	1165	84	8.86	33			Granitic pegmatite dike	
Grenville Province - Quebec 	Bondy Gneiss Dome 	CQA3565A 	1240	84	6.33	33	60	74	Tonalite	
Grenville Province - Quebec 	Maskinongé 	CQA925A 	1164	84	8.36	33			Monzanite	
Grenville Province - Quebec 	Maskinongé (dike) 	CQA925B 	1164	84	8.13	33			Pegmatite dike	
Grenville Province - Quebec 	Montagne Noir Pluton 	CQA809 	1077	84	7.45	0			Syenite	
Grenville Province - Quebec 	St. Urbain Anorthosite 	St. Urbain 	1080	36	6.4	0			Anorthosite	
Grenville Province - Quebec 	Morin Complex 	96MR21 	1145	84	9.38	33	71.7	33	Mangerite	
Grenville Province - Quebec 	Lac Labrecque Pluton 	PTG-4 	1146	37	5.54	0	65.6	37	Granitic	
Grenville Province - Quebec 	Chicoutimi Syenite 	PTG-8 	1082	37	5.76	0	61.2	37	Syenite	
Grenville Province - Vermont 	Mt. Holly Complex 	2708	1119	38	8.32	0			Augen gneiss	
Grenville Province - Vermont 	Mt. Holly Complex 	2735	1121	38	7.57	0			Augen gneiss	
Grenville Province - Vermont 	Mt. Holly Complex 	2800	1154	39	7.4	0			Augen gneiss	
Grenville of Virginia and Maryland - Lovingston Massif 	Lovingston Formation 	WP12A 200P 	1052	40	7.62	0			Quartz monzonite gneiss	
Grenville of Virginia and Maryland - Lovingston Massif 	Lovingston Formation 	WP57 	999	40	7.52	0			Granite gneiss	
Grenville of Virginia and Maryland - Lovingston Massif 	Lovingston Formation 	WP85 200 	1100	40	7.56	0			Granite gneiss	
Grenville of Virginia and Maryland - Lovingston Massif 	Archer Mountain 	Z9 200 	1100	40	7.49	0	65.44	40	Diorite gneiss	
Grenville of Virginia and Maryland - Lovingston Massif 	Archer Mountain 	Z10 200R 	1019	40	7.33	0	72.8	40	Diorite gneiss	
Grenville of Virginia and Maryland - Pedlar Massif 	Pedlar Massif 	Z1 200 	1025	40	8.04	0	62	40	Charnockite	
Grenville of Virginia and Maryland - Pedlar Massif 	Pedlar Massif 	Z2a 200 	1101	40	7.91	0	68.3	40	Felsic charnockite	
Grenville of Virginia and Maryland - Pedlar Massif 	Lady Slipper Gneiss 	Z2b 200 	1101	40	6.93	0			Granulite gneiss	
Grenville of Virginia and Maryland - Pedlar Massif 	Lady Slipper Gneiss 	Z3 200 	1101	40	7.6	0	51.98	40	Mafic granulite gneiss	
Grenville of Virginia and Maryland - Pedlar Massif 	Lady Slipper Gneiss 	Z4 200 	1101	40	8.14	0	74.47	40	Felsic granulite gneiss	
Grenville of Virginia and Maryland - Pedlar Massif 	Pedlar Massif 	Z5 200P 	1010	40	8.05	0	68.5	40	Charnockite	
Grenville of Virginia and Maryland - Pedlar Massif 	Pedlar Massif 	Z5 200R 	1010	40	6.67	0	68.5	40	Charnockite	
Grenville of Virginia and Maryland - Pedlar Massif 	Pedlar Massif 	Z6 200 	1028	40	8.2	0	55.9	40	Charnockite	
Grenville of Virginia and Maryland - Pedlar Massif 	Pedlar Massif 	Z7 200 	1007	40	7.5	0			Charnockite	
Grenville of Virginia and Maryland - Sauratown Mountains 	Grassy Creek Gneiss 	P52 200 	1128	40	7.4	0			Biotite augen gneiss	
Grenville of Virginia and Maryland - Sauratown Mountains 	Pilot Mt. Gneiss 	PMO 200 	1115	40	7.46	0			Biotite augen gneiss	
Grenville of Virginia and Maryland - Sauratown Mountains 	Forbush Gneiss 	V76 200 	1162	40	6.58	0			Feldspar-biotite augen gneiss	
Grenville of Virginia and Maryland - Goochland Terrane 	State Farm Gneiss 	S-23-82 	1011	40	7.21	0			Feldspar augen gneiss	
Grenville of Virginia and Maryland - Goochland Terrane 	State Farm Gneiss 	S-25-82 200P 	1021	40	5.73	0			Feldspar augen gneiss	
Grenville of Virginia and Maryland - Goochland Terrane 	State Farm Gneiss 	S-25-82 200R 	1100	40	5.97	0			Feldspar augen gneiss	
Grenville of Virginia and Maryland - Goochland Terrane 	State Farm Gneiss 	S-26-82 	1056	40	8.16	0			Feldspar augen gneiss	
Grenville of Virginia and Maryland - Goochland Terrane 	State Farm Gneiss 	S-27-82 200P 	998	40	7.83	0			Feldspar augen gneiss	
Grenville of Virginia and Maryland - Riner - VA 	Little River Gneiss 	AR77 -200 	1128	40	7.04	0			K-spar augen gneiss	
Grenville of Virginia and Maryland - Northern Blue Ridge 	N. Blue Ridge (Shenandoah NP) 	B-15 	1100	40	7.48	0			Granite gneiss	
Virginia and Maryland - Late PC Plutons 	Stewartsville 	STEWARTS 2 - 200P 	686	40	6.8	0	74.5	40	Granite	
Virginia and Maryland - Late PC Plutons 	Striped Rock 	RE90-7 	748	40	5.82	0	72.3	40	Granite	
Virginia and Maryland - Late PC Plutons 	Rockfish River Pluton 	WP13 200P 	680	40	6.56	0	72.05	40	Granodiorite	
Uruguay - Aigua Batholith 	Batholith Ayguá 	URPR 4A 	534	11	8.78	0	68.84	11	Biotite granite	
Uruguay - Punta del Este Terrane 	Cantera Dutra 	UCUR-3 	1000	11	8.4	0			Migmatite	
Uruguay - Punta del Este Terrane 	Cerro Olivo 	32712 URPR 36 	510	11	8.52	0	71.66	11	Granitic-migmatite	
Uruguay - Piedra Alta Terrane 	Cantera Cufre 	URPR-37 	2100	11	7.27	0	71.4	11	Granitic migmatite	
Uruguay - Piedra Alta Terrane 	Florida 	URPR-52A 	2111	11	6.17	0			Granodiorite	
Uruguay - Piedra Alta Terrane 	Cantera Soca 	URPR-60 	2078	11	7.91	0			Charnockite	
Argentina - Sierras Pampeana 	Zapata Granite 	PAM-07 	400	70	9.11	0			Leucogranite	
Argentina - Sierras Pampeana 	Fiambala Cx. 	PAM-10 	550	70	5.19	0			Gneiss	
Argentina - Sierras Pampeana 	Quilmes gneiss 	PAM-4 	600	70	10.87	0			Granulite	
Argentina - Norpatagonian Massif 	Guillelmo Lake 	AB-123 	346	11	5.48	0			Amphibole gneiss	
Argentina - Norpatagonian Massif 	Gutierrez Lake 	AB-23 	206	11	7.9	0			Granodiorite	
Argentina - Norpatagonian Massif 	Comallo 	AB-27 	448	11	8.44	0			Biotite tonalite	
Argentina - Miscellaneous 	Chilenia Terrane 	VRMB 	1000	11	7.46	0			La Yareta gneiss	
Argentina - Miscellaneous 	Pichi Mahuida Group 	GCZ-1 	500	11	8.59	0			Rio Colorado granodiorite	
Argentina - Miscellaneous 	Pichi Mahuida Group 	SAZ-0 	431	11	8.61	0			Salto Andersen granodiorite	
Brazil - Curitiba Microplate 	Atuba Complex 	K-17 	590	65	6.4	0	65.27	11	Biotite-monzogranite	
Brazil - Curitiba Microplate 	D. Registro 	K-44 	590	65	6	0	68.03	11	Meta-diorite	
Brazil - NE Paraná State 	Morro Grande 	HP-41 A 	564	66	7.98	0	71.21	66	Biotite-monzogranite	
Brazil - NE Paraná State 	Cunhaporanga Batholith 	HP-02 	625	67	7.86	0	66.18	67	Amphibole-biotite monzogranite	
Brazil - NE Paraná State 	Três Córregos Batholith 	HP-04 	599	67	8.13	0	66.56	67	Amphibole-biotite-quartz monzonite	
Brazil - NE Paraná State 	Três Córregos Batholith 	HP-07 	633	67	7.66	0	63.46	67	Amphibole-biotite Granodiorite	
Brazil - NE Paraná State 	Cunhaporanga Batholith 	HP-17 	600	11	8.92	0	70	11	Amphibole-biotite Granodiorite	
Brazil - NE Paraná State 	Três Córregos Batholith 	E-3 	610	68	6.1	0	70.45	68	Leucogranite	
Brazil - NE Paraná State 	Embu Complex 	K-20 	598	65	7.38	0	70.43	65	Garnet-biotite-monzogranite	
Brazil - NE Paraná State 	Cunhaporanga Batholith 	HP - 03 	625	67	7.85	0	65.6	67	Amphibole-biotite monzogranite	
Brazil - NE Paraná State 	Cunhaporanga Batholith 	HP-21 	591	67	8.9	0	71.06	67	Amphibole-biotite granodiorite	
Brazil - NE Paraná State 	Três Córregos Batholith 	HP - 165 	620	11	6.78	0	47.08	11	Amphibole-biotite diorite	
Brazil - NE Paraná State 	Três Córregos Batholith 	HP - 188 	620	11	5.51	0	66.3	11	Biotite monzogranite	
Brazil - NE Paraná State 	Três Córregos Batholith 	HP - 155 	610	68	5.41	0	63.72	11	Amphibole-biotite-quartz diorite	
Brazil - NE Paraná State 	Sguário 	HP - 223 	570	11	7.71	0	72.3	11	Biotite syenogranite	
Brazil - Paranaguá and Monguaguá Batholiths 	Paranaguá Batholith 	MJ-206.2 	614	11	6.39	0	67.64	11	Paranaguá granite	
Brazil - Paranaguá and Monguaguá Batholiths 	Paranaguá Batholith 	MJ-209c 	609	11	7.15	0	76.51	11	Rio do Poço granite	
Brazil - Paranaguá and Monguaguá Batholiths 	Mongaguá Batholith 	K-3 	612	65	7.97	0	63.31	11	Amphibole-biotite Monzogranite	
Brazil - Paranaguá and Monguaguá Batholiths 	Paranaguá Batholith 	K-67 	599	65	8.64	0	69.3	11	Biotite-monzogranite	
Brazil - Paranaguá and Monguaguá Batholiths 	Itapitangui 	WW-128 	567	69	5.67	0	75.76	69	Alkali feldspar granite	
Brazil - Paranaguá and Monguaguá Batholiths 	Três Irmãos 	WW-46 	618	69	6.36	0	60.72	69	Quartz syenite	
Brazil - Paranaguá and Monguaguá Batholiths 	Três Irmãos 	WW-75 	619	69	6.43	0	60.3	69	Alkali feldspar syenite	
Brazil - Paranaguá and Monguaguá Batholiths 	Mongaguá Batholith 	K-68 	620	65	8.41	0	77.54	11	Biotite-tonalite - Gr. Itariri	
Brazil - Paranaguá and Monguaguá Batholiths 	Mongaguá Batholith 	K-5 	616	65	7.75	0	69.49	11	Biotite syenogranite	
Brazil - Paranaguá and Monguaguá Batholiths 	Itariri-Cubatão shear zone 	K-11 	606	65	7.18	0	65.95	11	Biotite-monzogranite protomylonite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Itajaí Foreland Basin 	SUBIDA 	560	11	5.68	0	73.4	11	Subida syenogranite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Itajaí Foreland Basin 	APIUNA 	560	11	5.81	0	75.68	11	Apiuna rhyolite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Cordeiro Granite 	K-34 	581	65	8.01	0	75.24	11	Biotite monzogranite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Guaratubinha Basin 	MJ-376 	604	11	5.52	0	74.6	11	Rhyolite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Guaratubinha Basin 	MJ-376f 	604	11	5.43	0	74.6	11	Rhyolite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Campo Alegre Basin 	MJ-415 	598	11	6.01	0	73.21	11	Rhyolite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Castro Basin 	FÁBRICA 	540	11	6.36	0			Rhyolite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Graciosa 	MJ-640 	594	11	5.64	0	76.45	11	Syenogranite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Morro Redondo 	MJ-659 	592	11	5.31	0	71.3	11	Alkali feldspar granite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Morro Redondo 	MJ-659b 	592	11	5.8	0	71.3	11	Alkali feldspar granite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Corupá 	MJ-163d 	594	11	4.9	0	64.02	11	Syenite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Corupá 	MJ-165 	594	11	4.9	0	65.2	11	Syenite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Palermo 	MJ-132 	591	11	4.68	0	71.1	11	Monzosyenogranite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Palermo 	OM-691 	593	11	5.05	0	72.27	11	Monzosyenogranite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Palermo 	OM-691 	584	11	5.05	0	72.27	11	Monzosyenogranite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Palermo 	OM-473 	584	11	5.52	0	53.22	11	Monzogabbro	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Palermo 	OM-473 	593	11	5.52	0	53.22	11	Monzogabbro	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Rio Negro 	OM-589 	593	11	4.65	0	76.3	11	Monzosyenogranite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Rio Negro 	OM-589 	593	11	4.65	0	76.3	11	Monzosyenogranite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Votupoca 	K-92 	582	65	6.83	0	71.5	11	Biotite monzogranite	
Brazil - Serra do Mar Alkaline-Peralkaline Suite 	Alto Turvo 	ATURVO 	580	11	5.81	0	66.1	11	Monzonite	
Brazil - Pien Batholith 	Pien Batholith 	OM-180 	605	11	5.71	0	62.01	11	Quartz-monzodiorite	
Brazil - Pien Batholith 	Pien Batholith 	OM-1106 	618	11	6.05	0	63.07	11	Quartz-monzodiorite	
Brazil - Pien Batholith 	Pien Batholith 	MJ-649(OM-409) 	613	11	6.26	0	64.63	11	Granodiorite	
Brazil - Pien Batholith 	Pien Batholith 	MJ-AM-93 	605	11	5.79	0	61.8	11	Quartz-monzodiorite	
Brazil - Pien Batholith 	Pien Batholith 	AM-1 	615	11	7.13	0			Granite	
Brazil - Pien Batholith 	Pien Batholith 	OM-629 	605	11	5.62	0	67.85	11	Granodiorite	
