Database|Reference|Continent|Locality|Sample_ID|Age|Age_1sigma|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf(T)|Tdm_Crustal|d18O|d18O_2sigma|Comments
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|5.2|5.6|0.6|0.000168|0.282984|0.000022|7.2|0.6|5|0.8|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|7.1|7|0.6|0.000299|0.282995|0.000032|7.6|0.58|5.1|0.73|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|8.1|5.7|0.6|0.000319|0.282947|0.000026|5.9|0.69|4.1|0.8|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|11.1|6.8|0.8|0.000323|0.283001|0.000027|7.8|0.57|4.3|0.77|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|11.2|6|0.8|0.000465|0.282995|0.00003|7.6|0.58|4.7|0.76|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|12.1|5.7|0.6|0.000726|0.28298|0.000027|7|0.61|5.1|0.74|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|14.1|6.5|0.8|0.000393|0.283001|0.000029|7.8|0.57|4.3|0.77|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|17.1|6.5|1.4|0.00056|0.282995|0.000029|7.6|0.58|4.4|0.75|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Northern Diorite|1.1|6.4|0.6|0.000369|0.28298|0.000022|7|0.61|5.4|0.6|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Northern Diorite|2.1|6.7|0.8|0.000699|0.282986|0.000048|7.3|0.6|4.9|0.59|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Northern Diorite|4.1|5.9|0.6|0.000483|0.282982|0.000042|7.1|0.61|5.6|0.6|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Northern Diorite|8.1|5.9|0.6|0.00048|0.283|0.00004|7.7|0.57|5.4|0.59|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Northern Diorite|8.2|27.8|0.6|0.000621|0.282991|0.000037|7.9|0.58|4.6|0.61|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Northern Diorite|11.1|79.4|1.4|0.001204|0.282985|0.000028|8.8|0.56|4.9|0.61|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Northern Diorite|12.2|5.3|0.8|0.000927|0.28298|0.000029|7|0.61|4|0.72|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Northern Diorite|13.1|6.3|0.4|0.000238|0.282987|0.000023|7.3|0.6|4.9|0.58|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Teniente Porphyry|1.1|5||0.000504|0.282947|0.000029|5.8|0.69|4.5|0.74|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Teniente Porphyry|2.1|5.3|0.4|0.000577|0.282975|0.000041|6.8|0.63|5.5|0.77|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Teniente Porphyry|4.1|4.7|0.6|0.000459|0.282968|0.000029|6.6|0.64|5.4|0.75|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Teniente Porphyry|5.1|4.8|0.4|0.000625|0.282973|0.000048|6.8|0.63|4.8|0.74|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Teniente Porphyry|6.1|5.6|0.4|0.000479|0.28296|0.000024|6.3|0.66|5.6|0.76|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Teniente Porphyry|6.2|5|0.8|0.00043|0.282985|0.000022|7.2|0.6|5.6|0.75|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Teniente Porphyry|8.1|5.1|0.4|0.000678|0.282952|0.000028|6|0.68|4.1|0.75|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Teniente Porphyry|9.2|5.4|0.4|0.00034|0.282978|0.000051|6.9|0.62|4.7|0.76|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Teniente Porphyry|15.1|5.2|0.4|0.000537|0.282982|0.000037|7.1|0.61|4.7|0.73|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Teniente Porphyry|17.1|5.3|0.4|0.000592|0.282996|0.000045|7.6|0.58|5|0.73|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Late Dacite Dyke|2.1|4.5|0.2|0.000577|0.282956|0.000031|6.1|0.67|5|0.74|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Late Dacite Dyke|3.1|5.2|0.4|0.00076|0.282945|0.000032|5.8|0.69|4.2|0.75|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Late Dacite Dyke|4.1|4.7|0.4|0.000449|0.282951|0.000029|6|0.68|4.5|0.73|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Late Dacite Dyke|4.2|6.2|0.6|0.00028|0.282968|0.000034|6.6|0.64|4.6|0.76|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Late Dacite Dyke|5.1|5|0.2|0.000876|0.282947|0.000034|5.8|0.69|4.3|0.73|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Late Dacite Dyke|7.1|4.4|0.2|0.000729|0.282957|0.000029|6.2|0.67|4.7|0.74|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Late Dacite Dyke|10.1|4.7|0.2|0.000388|0.282968|0.000027|6.6|0.64|4.2|0.74|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Late Dacite Dyke|12.1|4.9|0.4|0.000398|0.283002|0.000039|7.8|0.56|4.7|0.73|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Late Dacite Dyke|15.1|4.8|0.4|0.000497|0.282962|0.000029|6.4|0.66|3.7|0.77|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Late Dacite Dyke|17.1|4.8|0.4|0.00056|0.282995|0.000029|7.5|0.58|4|0.75|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|1.1|249|3|0.00065|0.282434|0.000021|-7|1.69|6.2||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|1.2|1344|17|0.00094|0.282131|0.000023|6.2|1.71|9.8||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|3.1|256|3|0.00106|0.282428|0.000036|-7.1|1.7|6.7||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|4.1|247|3|0.00074|0.282312|0.000028|-11.4|1.96|7||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|5.1|248|3|0.00083|0.282419|0.000027|-7.6|1.72|6.5||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|6.1|244|3|0.00096|0.282422|0.000026|-7.6|1.72|6.5||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|7.1|253|3|0.00108|0.282378|0.000034|-9|1.81|6.3||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|8.1|248|3|0.00085|0.282388|0.000028|-8.7|1.79|6||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|9.1|250|3|0.00127|0.282401|0.000025|-8.2|1.77|5.8||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|9.2|251|3|0.0018|0.282387|0.000031|-8.8|1.8|6.5||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|10.1|249|3|0.00142|0.282432|0.000034|-7.2|1.7|6.4||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|11.1|254|3|0.00074|0.2824|0.00003|-8.1|1.76|5.8||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|13.1|245|3|0.0005|0.28243|0.000028|-7.2|1.7|6||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|14.1|249|3|0.00097|0.282419|0.000029|-7.6|1.72|6.4||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|15.1|252|3|0.00103|0.282434|0.000032|-7|1.69|6.2||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|16.1|247|3|0.00081|0.282392|0.000028|-8.5|1.78|7.8||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|17.1|520|5|0.00078|0.282483|0.000027|0.6|1.42|7.6||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|18.1|1459|30|0.00102|0.28181|0.000068|-2.7|2.35|6.5||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|19.1|247|3|0.00152|0.282378|0.00003|-9.2|1.82|7.6||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|1.1|524|5|0.0023|0.282403|0.000025|-2.6|1.63|10.4||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|5.1|528|5|0.00175|0.282229|0.000038|-8.5|1.99|10||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|5.2|1842|21|0.00053|0.281509|0.000028|-4.3|2.74|5.7||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|8.1b|523|6|0.00183|0.282368|0.000026|-3.7|1.69|10.2||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|8.2|1800|19|0.00096|0.281683|0.000036|0.4|2.43|6.1||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|9.1|526|6|0.00066|0.282105|0.000041|-12.6|2.24|9.3||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|11.1|523|5|0.00216|0.282406|0.000034|-2.5|1.62|10.8||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|11.2|1069|13|0.00178|0.282375|0.000038|8.2|1.38|7.8||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|12.1|522|5|0.00282|0.282377|0.000043|-3.8|1.7|10.4||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|12.2|863|9|0.00249|0.282422|0.000049|5|1.41|4.6||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|15.1|529|5|0.00293|0.282406|0.000035|-2.7|1.63|10.2||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|18.1|523|5|0.00209|0.282374|0.000031|-3.6|1.69|10.4||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|18.2|783|8|0.00104|0.282375|0.00003|2.4|1.51|8.9||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|19.1|527|5|0.0019|0.282476|0.0001|0.1|1.45|9.5||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|22.1|1079|17|0.00179|0.282338|0.000066|7.1|1.45|10.1||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|24.1|1276|10|0.00097|0.282087|0.000028|3.1|1.85|6.1||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|25.1|626|6|0.00105|0.282416|0.000037|0.5|1.51|8.5||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|26.1|1138|26|0.00068|0.28208|0.000028|0|1.93|7.6||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Pankhurst et al. (2014)|South America|Patagonia, North Patagonia Massif|28.1|612|6|0.00116|0.282414|0.00003|0|1.53|7.8||Abundant crustal incorporation into primary subduction-related magma
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|1|713|10.3|0.0007|0.282087|0.000026|-9.1|2.17|10.2|0.25|Inherited
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|2|903|12.7|0.0004|0.282059|0.00003|-5.7|2.11|10.02|0.25|Inherited
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|3|719|10.5|0.0008|0.281748|0.000052|-21|2.91|12.49|0.28|Inherited
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|4|541|7.8|0.0008|0.282062|0.000058|-13.8|2.33|9.32|0.35|Inherited
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|5|686|14.8|0.0013|0.282304|0.00006|-2.3|1.73|11.12|0.29|Inherited
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|6|470|10|0.0004|0.28213|0.000036|-12.8|2.22|9.39|0.34|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|7|470|10|0.0005|0.282454|0.000046|-1.4|1.51|9.54|0.22|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|8a|470|10|0.0009|0.282308|0.00006|-6.7|1.84|9.07|0.23|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|8b|470|10|0.0008|0.28231|0.000056|-6.6|1.83|9.32|0.29|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|9|470|10|0.0007|0.282289|0.00004|-7.3|1.87|8.84|0.28|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|10|470|10|0.0008|0.282315|0.000038|-6.4|1.82|8.7|0.31|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|11|470|10|0.0014|0.282291|0.00005|-7.5|1.88|8.99|0.26|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|12a|470|10|0.0015|0.282276|0.000064|-8|1.92|9.36|0.31|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|12b|470|10|0.0011|0.282304|0.000048|-6.9|1.85|9.22|0.24|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|13|470|10|0.001|0.282288|0.000036|-7.4|1.88|9.43|0.36|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|14|470|10|0.0009|0.282314|0.000034|-6.5|1.82|9.11|0.28|Sedimentary source
Payne et al., 2016 LITHOS|Qin et al. (2014)|Asia|China, Qinling Orogen, Piaochi Pluton|15|470|10|0.0012|0.282349|0.000052|-5.3|1.75|9.23|0.23|Sedimentary source
Payne et al., 2016 LITHOS|Su et al. (2011)|Asia|China, Beishan Region, Hongshishan mafic–ultramafic Pluton|1|279.1||0.001463|0.282684|0.00003|2.4|1.12|7.5|0.3|Juvenile Crust
Payne et al., 2016 LITHOS|Su et al. (2011)|Asia|China, Beishan Region, Hongshishan mafic–ultramafic Pluton|2|279.1||0.000816|0.282676|0.000022|2.2|1.13|6.1|0.3|Juvenile Crust
Payne et al., 2016 LITHOS|Su et al. (2011)|Asia|China, Beishan Region, Hongshishan mafic–ultramafic Pluton|3|279.1||0.000924|0.282818|0.000022|7.2|0.82|6.8|0.3|Juvenile Crust
Payne et al., 2016 LITHOS|Su et al. (2011)|Asia|China, Beishan Region, Hongshishan mafic–ultramafic Pluton|4|279.1||0.003889|0.282844|0.000032|7.6|0.79|6.5|0.3|Juvenile Crust
Payne et al., 2016 LITHOS|Su et al. (2011)|Asia|China, Beishan Region, Hongshishan mafic–ultramafic Pluton|5|279.1||0.002201|0.282961|0.000028|12|0.51|7.6|0.3|Juvenile Crust
Payne et al., 2016 LITHOS|Su et al. (2011)|Asia|China, Beishan Region, Hongshishan mafic–ultramafic Pluton|6|279.1||0.000558|0.282609|0.000024|-0.1|1.28|6.2|0.3|Juvenile Crust
Payne et al., 2016 LITHOS|Su et al. (2011)|Asia|China, Beishan Region, Hongshishan mafic–ultramafic Pluton|7|279.1||0.002221|0.282839|0.000024|7.7|0.78|6.2|0.2|Juvenile Crust
Payne et al., 2016 LITHOS|Su et al. (2011)|Asia|China, Beishan Region, Hongshishan mafic–ultramafic Pluton|10|279.1||0.001145|0.282659|0.000031|1.5|1.17|7.3|0.3|Juvenile Crust
Payne et al., 2016 LITHOS|Su et al. (2011)|Asia|China, Beishan Region, Hongshishan mafic–ultramafic Pluton|11|279.1||0.001226|0.282945|0.000035|11.6|0.53|7|0.4|Juvenile Crust
