Time,Coverage,CoverageSmoothed,Volume,VolumeSmoothed
3501.5,0.021074815595364,0.022002788988537,10118.4619140625,7147.4609375
3502.5,0.021074815595364,0.021920404036267,10118.4619140625,7409.7509765625
3503.5,0.021074815595364,0.021840044104312,10118.4619140625,7665.5151367188
3504.5,0.021074815595364,0.021762442007541,10118.4619140625,7912.4077148438
3505.5,0.021074815595364,0.021688241116055,10118.4619140625,8148.330078125
3506.5,0.021074815595364,0.021618011074298,10118.4619140625,8371.50390625
3507.5,0.021074815595364,0.021552200787216,10118.4619140625,8580.482421875
3508.5,0.021074815595364,0.021491145722042,10114.3505859375,8774.1884765625
3509.5,0.021074815595364,0.021435065894656,10114.3505859375,8951.9111328125
3510.5,0.021074815595364,0.02138406841746,10112.73828125,9113.3046875
3511.5,0.021074815595364,0.021338154138151,10112.73828125,9258.3671875
3512.5,0.021074815595364,0.021297227704053,10100.3359375,9387.40625
3513.5,0.021074815595364,0.021261110252728,10100.3359375,9500.99609375
3514.5,0.021074815595364,0.021229553860816,10095.9453125,9599.935546875
3515.5,0.021074815595364,0.021202256878321,10095.9453125,9685.1953125
3516.5,0.021074815595364,0.021178879328214,10095.9453125,9757.87109375
3517.5,0.021074815595364,0.02115905765066,10095.9453125,9819.1328125
3518.5,0.021074815595364,0.021142418204275,10079.224609375,9870.181640625
3519.5,0.021074815595364,0.021128589089103,10079.224609375,9912.2158203125
3520.5,0.021074815595364,0.021117210013849,10076.548828125,9946.3916015625
3521.5,0.021074815595364,0.02110794008073,10076.548828125,9973.8046875
3522.5,0.021074815595364,0.021100463495522,10076.548828125,9995.4658203125
3523.5,0.021074815595364,0.021094493320973,10076.548828125,10012.2919921875
3524.5,0.021074815595364,0.021089773475007,10076.548828125,10025.0986328125
