bin_midpoint,area (km2)
1494.5,11269.11
1495.5,11269.11
1496.5,11269.11
1497.5,11269.11
1498.5,11269.11
1499.5,11269.11
1500.5,11269.11
1501.5,11269.11
1502.5,11269.11
1503.5,11269.11
1504.5,11269.11
1505.5,11269.11
1506.5,11269.11
1507.5,11269.11
1508.5,11269.11
1509.5,11269.11
1510.5,11269.11
1511.5,11269.11
1512.5,11269.11
1513.5,11269.11
1514.5,11269.11
1515.5,11269.11
1516.5,11269.11
1517.5,11269.11
1518.5,11269.11
1519.5,11269.11
1520.5,11269.11
1521.5,11269.11
1522.5,11269.11
1523.5,11269.11
1524.5,11269.11
1525.5,11269.11
1526.5,11269.11
1527.5,11269.11
1528.5,11269.11
1529.5,11269.11
1530.5,11269.11
1531.5,11269.11
1532.5,11269.11
1533.5,11269.11
1534.5,11269.11
1535.5,11269.11
1536.5,11269.11
1537.5,11269.11
1538.5,11269.11
1539.5,11269.11
1540.5,11269.11
1541.5,11269.11
1542.5,11269.11
1543.5,11269.11
1544.5,11269.11
1545.5,11269.11
1546.5,11269.11
1547.5,11269.11
1548.5,11269.11
1549.5,11269.11
1550.5,11269.11
1551.5,11269.11
1552.5,11269.11
1553.5,11269.11
1554.5,11269.11
1555.5,11269.11
1556.5,11269.11
1557.5,11269.11
1558.5,11269.11
1559.5,11269.11
1560.5,11269.11
1561.5,11269.11
1562.5,11269.11
1563.5,11269.11
1564.5,11269.11
1565.5,11269.11
1566.5,11269.11
1567.5,11269.11
1568.5,11269.11
1569.5,11269.11
1570.5,11269.11
1571.5,11269.11
1572.5,11269.11
1573.5,11269.11
1574.5,11269.11
1575.5,11269.11
1576.5,11269.11
1577.5,11269.11
1578.5,11269.11
1579.5,11269.11
1580.5,11269.11
1581.5,11269.11
1582.5,11269.11
1583.5,11269.11
1584.5,11269.11
1585.5,11269.11
1586.5,11269.11
1587.5,11269.11
1588.5,11269.11
1589.5,11269.11
1590.5,11269.11
1591.5,11269.11
1592.5,11269.11
1593.5,11269.11
1594.5,11269.11
1595.5,11269.11
1596.5,11269.11
1597.5,11269.11
1598.5,11269.11
1599.5,11269.11
1600.5,9566.54
1601.5,9566.54
1602.5,9566.54
1603.5,9566.54
1604.5,9566.54
1605.5,9566.54
1606.5,9566.54
1607.5,9566.54
1608.5,9566.54
1609.5,9566.54
1610.5,9566.54
1611.5,9566.54
1612.5,9566.54
1613.5,9566.54
1614.5,9566.54
1615.5,9566.54
1616.5,9566.54
1617.5,9566.54
1618.5,9566.54
1619.5,9566.54
1620.5,9566.54
1621.5,9566.54
1622.5,9566.54
1623.5,9566.54
1624.5,9566.54
1625.5,9566.54
1626.5,9566.54
1627.5,9566.54
1628.5,9566.54
1629.5,9566.54
1630.5,9566.54
1631.5,9566.54
1632.5,9566.54
1633.5,9566.54
1634.5,9566.54
1635.5,9566.54
1636.5,9566.54
1637.5,9566.54
1638.5,9566.54
1639.5,9566.54
1640.5,9566.54
1641.5,9566.54
1642.5,9566.54
1643.5,9566.54
1644.5,9566.54
1645.5,9566.54
1646.5,9566.54
1647.5,9566.54
1648.5,9566.54
1649.5,9566.54
1650.5,9566.54
1651.5,9566.54
1652.5,9566.54
1653.5,9566.54
1654.5,9566.54
1655.5,9566.54
1656.5,9566.54
1657.5,9566.54
1658.5,9566.54
1659.5,9566.54
1660.5,9566.54
1661.5,9566.54
1662.5,9566.54
1663.5,9566.54
1664.5,9566.54
1665.5,9566.54
1666.5,9566.54
1667.5,9566.54
1668.5,9566.54
1669.5,9566.54
1670.5,9566.54
1671.5,9566.54
1672.5,9566.54
1673.5,9566.54
1674.5,9566.54
1675.5,9566.54
1676.5,9566.54
1677.5,9566.54
1678.5,9566.54
1679.5,9566.54
1680.5,9566.54
1681.5,9566.54
1682.5,9566.54
1683.5,9566.54
1684.5,9566.54
1685.5,9566.54
1686.5,9566.54
1687.5,9566.54
1688.5,9566.54
1689.5,9566.54
1690.5,9566.54
1691.5,9566.54
1692.5,9566.54
1693.5,9566.54
1694.5,9566.54
1695.5,9566.54
1696.5,9566.54
1697.5,9566.54
1698.5,9566.54
1699.5,9566.54
1700.5,9566.54
1701.5,9566.54
1702.5,9566.54
1703.5,9566.54
1704.5,9566.54
1705.5,9566.54
1706.5,9566.54
1707.5,9566.54
1708.5,9566.54
1709.5,9566.54
1710.5,9566.54
1711.5,9566.54
1712.5,9566.54
1713.5,9566.54
1714.5,9566.54
1715.5,9566.54
1716.5,9566.54
1717.5,9566.54
1718.5,9566.54
1719.5,9566.54
1720.5,9566.54
1721.5,9566.54
1722.5,9566.54
1723.5,9566.54
1724.5,9566.54
1725.5,9566.54
1726.5,9566.54
1727.5,9566.54
1728.5,9566.54
1729.5,9566.54
1730.5,9566.54
1731.5,9566.54
1732.5,9566.54
1733.5,9566.54
1734.5,9566.54
1735.5,9566.54
1736.5,9566.54
1737.5,9566.54
1738.5,9566.54
1739.5,9566.54
1740.5,9566.54
1741.5,9566.54
1742.5,9566.54
1743.5,9566.54
1744.5,9566.54
1745.5,9566.54
1746.5,9566.54
1747.5,9566.54
1748.5,9566.54
1749.5,9566.54
1750.5,9566.54
1751.5,9566.54
1752.5,9566.54
1753.5,9566.54
1754.5,9566.54
1755.5,9566.54
1756.5,9566.54
1757.5,9566.54
1758.5,9566.54
1759.5,9566.54
1760.5,9566.54
1761.5,9566.54
1762.5,9566.54
1763.5,9566.54
1764.5,9566.54
1765.5,9566.54
1766.5,9566.54
1767.5,9566.54
1768.5,9566.54
1769.5,9566.54
1770.5,9566.54
1771.5,9566.54
1772.5,9566.54
1773.5,9566.54
1774.5,9566.54
1775.5,9566.54
1776.5,9566.54
1777.5,9566.54
1778.5,9566.54
1779.5,9566.54
1780.5,9566.54
1781.5,9566.54
1782.5,9566.54
1783.5,9566.54
1784.5,9566.54
1785.5,9566.54
1786.5,9566.54
1787.5,9566.54
1788.5,9566.54
1789.5,9566.54
1790.5,9566.54
1791.5,9566.54
1792.5,9566.54
1793.5,9566.54
1794.5,9566.54
1795.5,9566.54
1796.5,9566.54
1797.5,9566.54
1798.5,9566.54
1799.5,9566.54
1800.5,9566.54
1801.5,9566.54
1802.5,9566.54
1803.5,9566.54
1804.5,9566.54
1805.5,9566.54
1806.5,9566.54
1807.5,9566.54
1808.5,9566.54
1809.5,9566.54
1810.5,9566.54
1811.5,9566.54
1812.5,9566.54
1813.5,9566.54
1814.5,9566.54
1815.5,9566.54
1816.5,9566.54
1817.5,9566.54
1818.5,9566.54
1819.5,9566.54
1820.5,9566.54
1821.5,9566.54
1822.5,9566.54
1823.5,9566.54
1824.5,9566.54
1825.5,9566.54
1826.5,9566.54
1827.5,9566.54
1828.5,9566.54
1829.5,9566.54
1830.5,9566.54
1831.5,9566.54
1832.5,9566.54
1833.5,9566.54
1834.5,9566.54
1835.5,9566.54
1836.5,9566.54
1837.5,9566.54
1838.5,9566.54
1839.5,9566.54
1840.5,9566.54
1841.5,9566.54
1842.5,9566.54
1843.5,9566.54
1844.5,9566.54
1845.5,9566.54
1846.5,9566.54
1847.5,9566.54
1848.5,9566.54
1849.5,9566.54
1850.5,9566.54
1851.5,9566.54
1852.5,9566.54
1853.5,9566.54
1854.5,9566.54
1855.5,9566.54
1856.5,9566.54
1857.5,9566.54
1858.5,9566.54
1859.5,9566.54
1860.5,9566.54
1861.5,9566.54
1862.5,9566.54
1863.5,9566.54
1864.5,9566.54
1865.5,9566.54
1866.5,9566.54
1867.5,9566.54
1868.5,9566.54
1869.5,9566.54
1870.5,9566.54
1871.5,9566.54
1872.5,9566.54
1873.5,9566.54
1874.5,9566.54
1875.5,9566.54
1876.5,9566.54
1877.5,9566.54
1878.5,9566.54
1879.5,9566.54
1880.5,9566.54
1881.5,9566.54
1882.5,9566.54
1883.5,9566.54
1884.5,9566.54
1885.5,9566.54
1886.5,9566.54
1887.5,9566.54
1888.5,9566.54
1889.5,9566.54
1890.5,9566.54
1891.5,9566.54
1892.5,9566.54
1893.5,9566.54
1894.5,9566.54
1895.5,9566.54
1896.5,9566.54
1897.5,9566.54
1898.5,9566.54
1899.5,9566.54
1900.5,9566.54
1901.5,9566.54
1902.5,9566.54
1903.5,9566.54
1904.5,9566.54
1905.5,9566.54
1906.5,9566.54
1907.5,9566.54
1908.5,9566.54
1909.5,9566.54
1910.5,9566.54
1911.5,9566.54
1912.5,9566.54
1913.5,9566.54
1914.5,9566.54
1915.5,9566.54
1916.5,9566.54
1917.5,9566.54
1918.5,9566.54
1919.5,9566.54
1920.5,9566.54
1921.5,9566.54
1922.5,9566.54
1923.5,9566.54
1924.5,9566.54
1925.5,9566.54
1926.5,9566.54
1927.5,9566.54
1928.5,9566.54
1929.5,9566.54
1930.5,9566.54
1931.5,9566.54
1932.5,9566.54
1933.5,9566.54
1934.5,9566.54
1935.5,9566.54
1936.5,9566.54
1937.5,9566.54
1938.5,9566.54
1939.5,9566.54
1940.5,9566.54
1941.5,9566.54
1942.5,9566.54
1943.5,9566.54
1944.5,9566.54
1945.5,9566.54
1946.5,9566.54
1947.5,9566.54
1948.5,9566.54
1949.5,9566.54
1950.5,9566.54
1951.5,9566.54
1952.5,9566.54
1953.5,9566.54
1954.5,9566.54
1955.5,9566.54
1956.5,9566.54
1957.5,9566.54
1958.5,9566.54
1959.5,9566.54
1960.5,9566.54
1961.5,9566.54
1962.5,9566.54
1963.5,9566.54
1964.5,9566.54
1965.5,9566.54
1966.5,9566.54
1967.5,9566.54
1968.5,9566.54
1969.5,9566.54
1970.5,9566.54
1971.5,9566.54
1972.5,9566.54
1973.5,9566.54
1974.5,9566.54
1975.5,9566.54
1976.5,9566.54
1977.5,9566.54
1978.5,9566.54
1979.5,9566.54
1980.5,9566.54
1981.5,9566.54
1982.5,9566.54
1983.5,9566.54
1984.5,9566.54
1985.5,9566.54
1986.5,9566.54
1987.5,9566.54
1988.5,9566.54
1989.5,9566.54
1990.5,9566.54
1991.5,9566.54
1992.5,9566.54
1993.5,9566.54
1994.5,9566.54
1995.5,9566.54
1996.5,9566.54
1997.5,9566.54
1998.5,9566.54
1999.5,9566.54
2000.5,9566.54
2001.5,9566.54
2002.5,9566.54
2003.5,9566.54
2004.5,9566.54
2005.5,9566.54
2006.5,9566.54
2007.5,9566.54
2008.5,9566.54
2009.5,9566.54
2010.5,9566.54
2011.5,9566.54
2012.5,9566.54
2013.5,9566.54
2014.5,9566.54
2015.5,9566.54
2016.5,9566.54
2017.5,9566.54
2018.5,9566.54
2019.5,9566.54
2020.5,9566.54
2021.5,9566.54
2022.5,9566.54
2023.5,9566.54
2024.5,9566.54
2025.5,9566.54
2026.5,9566.54
2027.5,9566.54
2028.5,9566.54
2029.5,9566.54
2030.5,9566.54
2031.5,9566.54
2032.5,9566.54
2033.5,9566.54
2034.5,9566.54
2035.5,9566.54
2036.5,9566.54
2037.5,9566.54
2038.5,9566.54
2039.5,9566.54
2040.5,9566.54
2041.5,9566.54
2042.5,9566.54
2043.5,9566.54
2044.5,9566.54
2045.5,9566.54
2046.5,9566.54
2047.5,9566.54
2048.5,9566.54
2049.5,9566.54
2050.5,9566.54
2051.5,9566.54
2052.5,9566.54
2053.5,9566.54
2054.5,9566.54
2055.5,9566.54
2056.5,9566.54
2057.5,9566.54
2058.5,9566.54
2059.5,9566.54
2060.5,9566.54
2061.5,9566.54
2062.5,9566.54
2063.5,9566.54
2064.5,9566.54
2065.5,9566.54
2066.5,9566.54
2067.5,9566.54
2068.5,9566.54
2069.5,9566.54
2070.5,9566.54
2071.5,9566.54
2072.5,9566.54
2073.5,9566.54
2074.5,9566.54
2075.5,9566.54
2076.5,9566.54
2077.5,9566.54
2078.5,9566.54
2079.5,9566.54
2080.5,9566.54
2081.5,9566.54
2082.5,9566.54
2083.5,9566.54
2084.5,9566.54
2085.5,9566.54
2086.5,9566.54
2087.5,9566.54
2088.5,9566.54
2089.5,9566.54
2090.5,9566.54
2091.5,9566.54
2092.5,9566.54
2093.5,9566.54
2094.5,9566.54
2095.5,9566.54
2096.5,9566.54
2097.5,9566.54
2098.5,9566.54
2099.5,9566.54
2100.5,9566.54
2101.5,9566.54
2102.5,9566.54
2103.5,9566.54
2104.5,9566.54
2105.5,9566.54
2106.5,9566.54
2107.5,9566.54
2108.5,9566.54
2109.5,9566.54
2110.5,9566.54
2111.5,9566.54
2112.5,9566.54
2113.5,9566.54
2114.5,9566.54
2115.5,9566.54
2116.5,9566.54
2117.5,9566.54
2118.5,9566.54
2119.5,9566.54
2120.5,9566.54
2121.5,9566.54
2122.5,9566.54
2123.5,9566.54
2124.5,9566.54
2125.5,9566.54
2126.5,9566.54
2127.5,9566.54
2128.5,9566.54
2129.5,9566.54
2130.5,9566.54
2131.5,9566.54
2132.5,9566.54
2133.5,9566.54
2134.5,9566.54
2135.5,9566.54
2136.5,9566.54
2137.5,9566.54
2138.5,9566.54
2139.5,9566.54
2140.5,9566.54
2141.5,9566.54
2142.5,9566.54
2143.5,9566.54
2144.5,9566.54
2145.5,9566.54
2146.5,9566.54
2147.5,9566.54
2148.5,9566.54
2149.5,9566.54
2150.5,9566.54
2151.5,9566.54
2152.5,9566.54
2153.5,9566.54
2154.5,9566.54
2155.5,9566.54
2156.5,9566.54
2157.5,9566.54
2158.5,9566.54
2159.5,9566.54
2160.5,9566.54
2161.5,9566.54
2162.5,9566.54
2163.5,9566.54
2164.5,9566.54
2165.5,9566.54
2166.5,9566.54
2167.5,9566.54
2168.5,9566.54
2169.5,9566.54
2170.5,9566.54
2171.5,9566.54
2172.5,9566.54
2173.5,9566.54
2174.5,9566.54
2175.5,9566.54
2176.5,9566.54
2177.5,9566.54
2178.5,9566.54
2179.5,9566.54
2180.5,9566.54
2181.5,9566.54
2182.5,9566.54
2183.5,9566.54
2184.5,9566.54
2185.5,9566.54
2186.5,9566.54
2187.5,9566.54
2188.5,9566.54
2189.5,9566.54
2190.5,9566.54
2191.5,9566.54
2192.5,9566.54
2193.5,9566.54
2194.5,9566.54
2195.5,9566.54
2196.5,9566.54
2197.5,9566.54
2198.5,9566.54
2199.5,9566.54
2200.5,9566.54
2201.5,9566.54
2202.5,9566.54
2203.5,9566.54
2204.5,9566.54
2205.5,9566.54
2206.5,9566.54
2207.5,9566.54
2208.5,9566.54
2209.5,9566.54
2210.5,9566.54
2211.5,9566.54
2212.5,9566.54
2213.5,9566.54
2214.5,9566.54
2215.5,9566.54
2216.5,9566.54
2217.5,9566.54
2218.5,9566.54
2219.5,9566.54
2220.5,9566.54
2221.5,9566.54
2222.5,9566.54
2223.5,9566.54
2224.5,9566.54
2225.5,9566.54
2226.5,9566.54
2227.5,9566.54
2228.5,9566.54
2229.5,9566.54
2230.5,9566.54
2231.5,9566.54
2232.5,9566.54
2233.5,9566.54
2234.5,9566.54
2235.5,9566.54
2236.5,9566.54
2237.5,9566.54
2238.5,9566.54
2239.5,9566.54
2240.5,9566.54
2241.5,9566.54
2242.5,9566.54
2243.5,9566.54
2244.5,9566.54
2245.5,9566.54
2246.5,9566.54
2247.5,9566.54
2248.5,9566.54
2249.5,9566.54
2250.5,9566.54
2251.5,9566.54
2252.5,9566.54
2253.5,9566.54
2254.5,9566.54
2255.5,9566.54
2256.5,9566.54
2257.5,9566.54
2258.5,9566.54
2259.5,9566.54
2260.5,9566.54
2261.5,9566.54
2262.5,9566.54
2263.5,9566.54
2264.5,9566.54
2265.5,9566.54
2266.5,9566.54
2267.5,9566.54
2268.5,9566.54
2269.5,9566.54
2270.5,9566.54
2271.5,9566.54
2272.5,9566.54
2273.5,9566.54
2274.5,9566.54
2275.5,9566.54
2276.5,9566.54
2277.5,9566.54
2278.5,9566.54
2279.5,9566.54
2280.5,9566.54
2281.5,9566.54
2282.5,9566.54
2283.5,9566.54
2284.5,9566.54
2285.5,9566.54
2286.5,9566.54
2287.5,9566.54
2288.5,9566.54
2289.5,9566.54
2290.5,9566.54
2291.5,9566.54
2292.5,9566.54
2293.5,9566.54
2294.5,9566.54
2295.5,9566.54
2296.5,9566.54
2297.5,9566.54
2298.5,9566.54
2299.5,9566.54
2300.5,9566.54
2301.5,9566.54
2302.5,9566.54
2303.5,9566.54
2304.5,9566.54
2305.5,9566.54
2306.5,9566.54
2307.5,9566.54
2308.5,9566.54
2309.5,9566.54
2310.5,9566.54
2311.5,9566.54
2312.5,9566.54
2313.5,9566.54
2314.5,9566.54
2315.5,9566.54
2316.5,9566.54
2317.5,9566.54
2318.5,9566.54
2319.5,9566.54
2320.5,9566.54
2321.5,9566.54
2322.5,9566.54
2323.5,9566.54
2324.5,9566.54
2325.5,9566.54
2326.5,9566.54
2327.5,9566.54
2328.5,9566.54
2329.5,9566.54
2330.5,9566.54
2331.5,9566.54
2332.5,9566.54
2333.5,9566.54
2334.5,9566.54
2335.5,9566.54
2336.5,9566.54
2337.5,9566.54
2338.5,9566.54
2339.5,9566.54
2340.5,9566.54
2341.5,9566.54
2342.5,9566.54
2343.5,9566.54
2344.5,9566.54
2345.5,9566.54
2346.5,9566.54
2347.5,9566.54
2348.5,9566.54
2349.5,9566.54
2350.5,9566.54
2351.5,9566.54
2352.5,9566.54
2353.5,9566.54
2354.5,9566.54
2355.5,9566.54
2356.5,9566.54
2357.5,9566.54
2358.5,9566.54
2359.5,9566.54
2360.5,9566.54
2361.5,9566.54
2362.5,9566.54
2363.5,9566.54
2364.5,9566.54
2365.5,9566.54
2366.5,9566.54
2367.5,9566.54
2368.5,9566.54
2369.5,9566.54
2370.5,9566.54
2371.5,9566.54
2372.5,9566.54
2373.5,9566.54
2374.5,9566.54
2375.5,9566.54
2376.5,9566.54
2377.5,9566.54
2378.5,9566.54
2379.5,9566.54
2380.5,9566.54
2381.5,9566.54
2382.5,9566.54
2383.5,9566.54
2384.5,9566.54
2385.5,9566.54
2386.5,9566.54
2387.5,9566.54
2388.5,9566.54
2389.5,9566.54
2390.5,9566.54
2391.5,9566.54
2392.5,9566.54
2393.5,9566.54
2394.5,9566.54
2395.5,9566.54
2396.5,9566.54
2397.5,9566.54
2398.5,9566.54
2399.5,9566.54
2400.5,9566.54
2401.5,9566.54
2402.5,9566.54
2403.5,9566.54
2404.5,9566.54
2405.5,9566.54
2406.5,9566.54
2407.5,9566.54
2408.5,9566.54
2409.5,9566.54
2410.5,9566.54
2411.5,9566.54
2412.5,9566.54
2413.5,9566.54
2414.5,9566.54
2415.5,9566.54
2416.5,9566.54
2417.5,9566.54
2418.5,9566.54
2419.5,9566.54
2420.5,9566.54
2421.5,9566.54
2422.5,9566.54
2423.5,9566.54
2424.5,9566.54
2425.5,9566.54
2426.5,9566.54
2427.5,9566.54
2428.5,9566.54
2429.5,9566.54
2430.5,9566.54
2431.5,9566.54
2432.5,9566.54
2433.5,9566.54
2434.5,9566.54
2435.5,9566.54
2436.5,9566.54
2437.5,9566.54
2438.5,9566.54
2439.5,9566.54
2440.5,9566.54
2441.5,9566.54
2442.5,9566.54
2443.5,9566.54
2444.5,9566.54
2445.5,9566.54
2446.5,9566.54
2447.5,9566.54
2448.5,9566.54
2449.5,9566.54
2450.5,9566.54
2451.5,9566.54
2452.5,9566.54
2453.5,9566.54
2454.5,9566.54
2455.5,9566.54
2456.5,9566.54
2457.5,9566.54
2458.5,9566.54
2459.5,9566.54
2460.5,9566.54
2461.5,9566.54
2462.5,9566.54
2463.5,9566.54
2464.5,9566.54
2465.5,9566.54
2466.5,9566.54
2467.5,9566.54
2468.5,9566.54
2469.5,9566.54
2470.5,9566.54
2471.5,9566.54
2472.5,9566.54
2473.5,9566.54
2474.5,9566.54
2475.5,9566.54
2476.5,9566.54
2477.5,9566.54
2478.5,9566.54
2479.5,9566.54
2480.5,9566.54
2481.5,9566.54
2482.5,9566.54
2483.5,9566.54
2484.5,9566.54
2485.5,9566.54
2486.5,9566.54
2487.5,9566.54
2488.5,9566.54
2489.5,9566.54
2490.5,9566.54
2491.5,9566.54
2492.5,9566.54
2493.5,9566.54
2494.5,9566.54
2495.5,9566.54
2496.5,9566.54
2497.5,9566.54
2498.5,9566.54
2499.5,9566.54
2500.5,9399.49
2501.5,9399.49
2502.5,9399.49
2503.5,9399.49
2504.5,9399.49
2505.5,9399.49
2506.5,9399.49
2507.5,9399.49
2508.5,9399.49
2509.5,9399.49
2510.5,9399.49
2511.5,9399.49
2512.5,9399.49
2513.5,9399.49
2514.5,9399.49
2515.5,9399.49
2516.5,9399.49
2517.5,9399.49
2518.5,9399.49
2519.5,9399.49
2520.5,9399.49
2521.5,9399.49
2522.5,9399.49
2523.5,9399.49
2524.5,9399.49
2525.5,9399.49
2526.5,9399.49
2527.5,9399.49
2528.5,9399.49
2529.5,9399.49
2530.5,9399.49
2531.5,9399.49
2532.5,9399.49
2533.5,9399.49
2534.5,9399.49
2535.5,9399.49
2536.5,9399.49
2537.5,9399.49
2538.5,9399.49
2539.5,9399.49
2540.5,9399.49
2541.5,9399.49
2542.5,9399.49
2543.5,9399.49
2544.5,9399.49
2545.5,9399.49
2546.5,9399.49
2547.5,9399.49
2548.5,9399.49
2549.5,9399.49
2550.5,9399.49
2551.5,9399.49
2552.5,9399.49
2553.5,9399.49
2554.5,9399.49
2555.5,9399.49
2556.5,9399.49
2557.5,9399.49
2558.5,9399.49
2559.5,9399.49
2560.5,9399.49
2561.5,9399.49
2562.5,9399.49
2563.5,9399.49
2564.5,9399.49
2565.5,9399.49
2566.5,9399.49
2567.5,9399.49
2568.5,9399.49
2569.5,9399.49
2570.5,9399.49
2571.5,9399.49
2572.5,9399.49
2573.5,9399.49
2574.5,9399.49
2575.5,9399.49
2576.5,9399.49
2577.5,9399.49
2578.5,9399.49
2579.5,9399.49
2580.5,9399.49
2581.5,9399.49
2582.5,9399.49
2583.5,9399.49
2584.5,9399.49
2585.5,9399.49
2586.5,9399.49
2587.5,9399.49
2588.5,9399.49
2589.5,9399.49
2590.5,9399.49
2591.5,9399.49
2592.5,9399.49
2593.5,9399.49
2594.5,9399.49
2595.5,9399.49
2596.5,9399.49
2597.5,9399.49
2598.5,9399.49
2599.5,9399.49
2600.5,9399.49
2601.5,9399.49
2602.5,9399.49
2603.5,9399.49
2604.5,9399.49
2605.5,9399.49
2606.5,9399.49
2607.5,9399.49
2608.5,9399.49
2609.5,9399.49
2610.5,9399.49
2611.5,9399.49
2612.5,9399.49
2613.5,9399.49
2614.5,9399.49
2615.5,9399.49
2616.5,9399.49
2617.5,9399.49
2618.5,9399.49
2619.5,9399.49
2620.5,9399.49
2621.5,9399.49
2622.5,9399.49
2623.5,9399.49
2624.5,9399.49
2625.5,9399.49
2626.5,9399.49
2627.5,9399.49
2628.5,9399.49
2629.5,9399.49
2630.5,9399.49
2631.5,9399.49
2632.5,9399.49
2633.5,9399.49
2634.5,9399.49
2635.5,9399.49
2636.5,9399.49
2637.5,9399.49
2638.5,9399.49
2639.5,9399.49
2640.5,9399.49
2641.5,9399.49
2642.5,9399.49
2643.5,9399.49
2644.5,9399.49
2645.5,9399.49
2646.5,9399.49
2647.5,9399.49
2648.5,9399.49
2649.5,9399.49
2650.5,9399.49
2651.5,9399.49
2652.5,9399.49
2653.5,9399.49
2654.5,9399.49
2655.5,9399.49
2656.5,9399.49
2657.5,9399.49
2658.5,9399.49
2659.5,9399.49
2660.5,9399.49
2661.5,9399.49
2662.5,9399.49
2663.5,9399.49
2664.5,9399.49
2665.5,9399.49
2666.5,9399.49
2667.5,9399.49
2668.5,9399.49
2669.5,9399.49
2670.5,9399.49
2671.5,9399.49
2672.5,9399.49
2673.5,9399.49
2674.5,9399.49
2675.5,9399.49
2676.5,9399.49
2677.5,9399.49
2678.5,9399.49
2679.5,9399.49
2680.5,9399.49
2681.5,9399.49
2682.5,9399.49
2683.5,9399.49
2684.5,9399.49
2685.5,9399.49
2686.5,9399.49
2687.5,9399.49
2688.5,9399.49
2689.5,9399.49
2690.5,9399.49
2691.5,9399.49
2692.5,9399.49
2693.5,9399.49
2694.5,9399.49
2695.5,9399.49
2696.5,9399.49
2697.5,9399.49
2698.5,9399.49
2699.5,9399.49
2700.5,9399.49
2701.5,9399.49
2702.5,9399.49
2703.5,9399.49
2704.5,9399.49
2705.5,9399.49
2706.5,9399.49
2707.5,9399.49
2708.5,9399.49
2709.5,9399.49
2710.5,9399.49
2711.5,9399.49
2712.5,9399.49
2713.5,9399.49
2714.5,9399.49
2715.5,9399.49
2716.5,9399.49
2717.5,9399.49
2718.5,9399.49
2719.5,9399.49
2720.5,9399.49
2721.5,9399.49
2722.5,9399.49
2723.5,9399.49
2724.5,9399.49
2725.5,9399.49
2726.5,9399.49
2727.5,9399.49
2728.5,9399.49
2729.5,9399.49
2730.5,9399.49
2731.5,9399.49
2732.5,9399.49
2733.5,9399.49
2734.5,9399.49
2735.5,9399.49
2736.5,9399.49
2737.5,9399.49
2738.5,9399.49
2739.5,9399.49
2740.5,9399.49
2741.5,9399.49
2742.5,9399.49
2743.5,9399.49
2744.5,9399.49
2745.5,9399.49
2746.5,9399.49
2747.5,9399.49
2748.5,9399.49
2749.5,9399.49
2750.5,9399.49
2751.5,9399.49
2752.5,9399.49
2753.5,9399.49
2754.5,9399.49
2755.5,9399.49
2756.5,9399.49
2757.5,9399.49
2758.5,9399.49
2759.5,9399.49
2760.5,9399.49
2761.5,9399.49
2762.5,9399.49
2763.5,9399.49
2764.5,9399.49
2765.5,9399.49
2766.5,9399.49
2767.5,9399.49
2768.5,9399.49
2769.5,9399.49
2770.5,9399.49
2771.5,9399.49
2772.5,9399.49
2773.5,9399.49
2774.5,9399.49
2775.5,9399.49
2776.5,9399.49
2777.5,9399.49
2778.5,9399.49
2779.5,9399.49
2780.5,9399.49
2781.5,9399.49
2782.5,9399.49
2783.5,9399.49
2784.5,9399.49
2785.5,9399.49
2786.5,9399.49
2787.5,9399.49
2788.5,9399.49
2789.5,9399.49
2790.5,9399.49
2791.5,9399.49
2792.5,9399.49
2793.5,9399.49
2794.5,9399.49
2795.5,9399.49
2796.5,9399.49
2797.5,9399.49
2798.5,9399.49
2799.5,9399.49
2800.5,9399.49
2801.5,9399.49
2802.5,9399.49
2803.5,9399.49
2804.5,9399.49
2805.5,9399.49
2806.5,9399.49
2807.5,9399.49
2808.5,9399.49
2809.5,9399.49
2810.5,9399.49
2811.5,9399.49
2812.5,9399.49
2813.5,9399.49
2814.5,9399.49
2815.5,9399.49
2816.5,9399.49
2817.5,9399.49
2818.5,9399.49
2819.5,9399.49
2820.5,9399.49
2821.5,9399.49
2822.5,9399.49
2823.5,9399.49
2824.5,9399.49
2825.5,9399.49
2826.5,9399.49
2827.5,9399.49
2828.5,9399.49
2829.5,9399.49
2830.5,9399.49
2831.5,9399.49
2832.5,9399.49
2833.5,9399.49
2834.5,9399.49
2835.5,9399.49
2836.5,9399.49
2837.5,9399.49
2838.5,9399.49
2839.5,9399.49
2840.5,9399.49
2841.5,9399.49
2842.5,9399.49
2843.5,9399.49
2844.5,9399.49
2845.5,9399.49
2846.5,9399.49
2847.5,9399.49
2848.5,9399.49
2849.5,9399.49
2850.5,9399.49
2851.5,9399.49
2852.5,9399.49
2853.5,9399.49
2854.5,9399.49
2855.5,9399.49
2856.5,9399.49
2857.5,9399.49
2858.5,9399.49
2859.5,9399.49
2860.5,9399.49
2861.5,9399.49
2862.5,9399.49
2863.5,9399.49
2864.5,9399.49
2865.5,9399.49
2866.5,9399.49
2867.5,9399.49
2868.5,9399.49
2869.5,9399.49
2870.5,9399.49
2871.5,9399.49
2872.5,9399.49
2873.5,9399.49
2874.5,9399.49
2875.5,9399.49
2876.5,9399.49
2877.5,9399.49
2878.5,9399.49
2879.5,9399.49
2880.5,9399.49
2881.5,9399.49
2882.5,9399.49
2883.5,9399.49
2884.5,9399.49
2885.5,9399.49
2886.5,9399.49
2887.5,9399.49
2888.5,9399.49
2889.5,9399.49
2890.5,9399.49
2891.5,9399.49
