Reference,Sample ,U-Pb (Ma) , δ18O ,±2s
18,NGR1-anu-zrn-b-22 ,564,7,0.6
18,CNG2-anu-zrn-b-041 ,564,6.9,0.6
18,NIL-anu-zrn-b-015 ,565,10,0.6
10,1746-19a ,565,9.4,0.7
10,1774-48 ,565,6.8,0.5
10,2436-86 ,565,7.2,0.4
18,NGR1-anu-zrn-b-42 ,565,5.9,0.6
10,1746-05b ,566,6.9,0.8
10,1774-91 ,566,8.2,0.5
10,2641-42 ,567,6.4,0.6
19,08LL06 34 ,567,-0.9,0.5
20,KK1.18 ,567,5.8,0.5
56,WW-128 ,567,5.7,
10,1774-71 ,568,7.9,0.6
20,BB1.14 ,568,6.4,0.4
18,NGR1-anu-zrn-b-41 ,568,7.9,0.6
10,1774-66 ,569,8.8,0.7
18,NGR1-anu-zrn-b-17 ,570,6.9,0.6
10,1774-02 ,570,9.4,0.7
10,1774-24 ,570,6.2,0.6
10,2436-50 ,570,6.5,0.3
47,PMOG-233_33-1 ,570,9,0.3
56,HP - 223 ,570,7.7,
10,1774-44b ,571,6.5,0.5
57,BR-231 ,571,9.8,
18,NGR1-anu-zrn-b-05 ,572,8.3,0.6
10,2436-69a ,572,6.4,0.4
20,BB6.56 ,572,9.7,0.4
18,NGR1-anu-zrn-b-20 ,572,8.6,0.6
5,RNZ49 ,573,7.1,
10,1774-36 ,573,7.4,0.6
10,1774-79 ,573,6.3,0.6
10,2436-67 ,573,6.5,0.4
10,2436-70 ,573,8.7,0.4
10,2641-45 ,573,4.8,0.6
18,NIL-anu-zrn-b-003 ,573,5.1,0.6
18,NGR1-anu-zrn-b-45 ,575,6.9,0.6
10,1774-73a ,575,5.5,0.6
10,1774-73b ,575,6.1,0.6
10,2436-10 ,575,14.3,0.4
10,2606-52b ,575,6.5,0.4
20,BB1.30 ,575,7.6,0.4
10,1746-29 ,576,8.6,0.5
10,1746-54 ,576,8.6,0.5
10,2436-23 ,576,3.4,0.6
10,2436-09 ,577,10.2,0.4
10,2436-28 ,578,6.7,0.5
19,08LL06 29 ,578,3.3,0.3
20,BB1.19 ,578,6.3,0.4
18,NGR1-anu-zrn-b-18 ,579,6.4,0.6
10,2436-43 ,579,6.7,0.3
10,2641-46 ,579,6.4,0.3
18,NGR1-anu-zrn-b-50 ,579,8.1,0.6
10,1774-32b ,580,8.5,0.6
10,2606-52a ,580,6.1,0.4
47,PMOG-233_33-17 ,580,8.8,0.3
56,ATURVO ,580,5.8,
56,BRAF-68 ,580,7.7,
56,FAXINAL ,580,7.5,
10,2436-78 ,581,8,0.4
54,camp. Grande ,581,6.4,
56,K-34 ,581,8,
18,CNG2-anu-zrn-b-092 ,582,10.1,0.6
10,2436-47 ,582,7.8,0.3
10,2641-19 ,582,9.3,0.4
56,K-92 ,582,6.8,
10,1774-32a ,583,8.6,0.6
10,2436-27 ,583,8.3,0.5
10,2436-75 ,583,8.9,0.4
10,2641-10 ,583,7,0.5
10,2436-76 ,584,7.1,0.4
56,OM-473 ,584,5.5,
56,OM-691 ,584,5.1,
18,NGR1-anu-zrn-b-44 ,584,8.8,0.6
10,2436-56 ,585,7.2,0.4
54,ITA ,585,7.9,
18,NGR1-anu-zrn-b-10 ,585,5.9,0.6
18,ZMB2-anu-zrn-b-67 ,586,5.6,0.6
10,1746-41 ,586,7.7,0.5
10,2606-54 ,586,5,0.4
18,CNG2-anu-zrn-b-059 ,586,5.4,0.6
18,ZMB2-anu-zrn-b-43 ,586,9.1,1
10,2436-26 ,587,7.4,0.5
10,2436-38 ,587,10.3,0.4
20,BB1.26a ,587,6.2,0.9
18,ZMB2-anu-zrn-b-61 ,587,7.3,0.6
18,NIL-anu-zrn-b-038 ,588,10.6,0.6
10,1774-85 ,588,9.7,0.6
19,08LL07 37 ,588,5.9,0.4
18,NGR1-anu-zrn-b-04 ,588,7.4,0.6
18,ZMB2-anu-zrn-b-11 ,589,7.2,0.6
18,CNG2-anu-zrn-b-033 ,589,6.1,0.6
10,1774-33 ,589,10.6,0.6
10,2641-50 ,589,10.4,0.4
10,2436-31 ,590,7.7,0.5
10,2436-81 ,590,11.1,0.4
56,K-17 ,590,6.4,
56,K-44 ,590,6,
56,HP-21 ,591,8.9,
56,MJ-132 ,591,4.7,
10,2606-40b ,592,13,0.4
56,MJ-659 ,592,5.3,
56,MJ-659b ,592,5.8,
18,NIL-anu-zrn-b-087 ,593,7.1,0.5
56,OM-473 ,593,5.5,
56,OM-589 ,593,4.7,
56,OM-589 ,593,4.7,
56,OM-691 ,593,5.1,
59,M0-1366 ,593,3.5,0.1
18,CNG2-anu-zrn-b-015 ,593,5.3,0.6
18,CNG2-anu-zrn-b-028 ,594,5.5,0.6
10,1774-17 ,594,8.5,0.7
10,2641-26 ,594,8,0.7
56,MJ-163d ,594,4.9,
56,MJ-165 ,594,4.9,
56,MJ-640 ,594,5.6,
10,2436-13a ,595,7.8,0.5
10,2436-63 ,595,7.5,0.4
47,PMOG-233_33-51 ,595,7.6,0.3
18,CNG2-anu-zrn-b-010 ,596,5.1,0.6
10,2436-49a ,596,6.9,0.3
18,NGR1-anu-zrn-b-14 ,596,7.2,0.6
10,2436-42 ,597,8,0.3
56,K-20 ,598,7.4,
56,MJ-415 ,598,6,
18,ZMB2-anu-zrn-b-03 ,598,7.8,0.6
18,NIL-anu-zrn-b-022 ,598,5.5,0.6
20,BB1.1a ,599,5.8,0.5
56,BRAF-23 ,599,7.9,
56,HP-04 ,599,8.1,
56,K-67 ,599,8.6,
18,ORG2-anu-zrn-b-68 ,600,6.4,0.6
56,HP-17 ,600,8.9,
56,PAM-4 ,600,10.9,
18,NIL-anu-zrn-b-112 ,600,6.7,0.6
18,ZMB2-anu-zrn-b-50 ,600,10.4,0.6
18,NIL-anu-zrn-b-101 ,601,11.3,0.6
18,ORG2-anu-zrn-b-55 ,602,8,0.6
10,1746-36 ,602,9.2,0.4
10,1774-59 ,602,6,0.7
20,BB1.13 ,602,5.6,0.5
10,1774-23 ,603,9,0.6
18,CNG2-anu-zrn-b-064 ,603,8.2,0.6
18,NGR1-anu-zrn-b-08 ,604,8.4,0.6
10,2436-84 ,604,6.2,0.4
56,MJ-376 ,604,5.5,
56,MJ-376f ,604,5.4,
18,CNG2-anu-zrn-b-021 ,605,7.6,0.6
56,MJ-AM-93 ,605,5.8,
56,OM-180 ,605,5.7,
56,OM-629 ,605,5.6,
56,OM-933 ,605,5.6,
10,1774-70 ,606,10.2,0.7
20,KK1.25 ,606,7.9,0.4
56,K-11 ,606,7.2,
10,2436-22 ,608,10.7,0.6
10,1746-10a ,609,9.4,0.8
10,1746-63 ,609,7.2,0.5
47,PMOG-233_33-28 ,609,7.3,0.3
56,BRAF-37 ,609,6.6,
56,MJ-209c ,609,7.2,
18,NIL-anu-zrn-b-030 ,609,6.8,0.6
18,ORG2-anu-zrn-b-34 ,609,6.2,0.6
10,2436-49b ,610,7.1,0.3
10,2436-79 ,610,9.5,0.4
56,E-3 ,610,6.1,
56,HP - 155 ,610,5.4,
10,2436-12 ,611,6.8,0.5
18,NIL-anu-zrn-b-016 ,611,7.1,0.6
18,ZMB2-anu-zrn-b-02 ,612,8.2,0.6
18,ZMB2-anu-zrn-b-51 ,612,7.2,0.6
20,BB6.7 ,612,10.1,0.3
20,HV1.6 ,612,6.2,0.3
56,BRAF-26 ,612,7,
56,K-3 ,612,8,
18,NIL-anu-zrn-b-110 ,612,9.2,0.6
18,CNG2-anu-zrn-b-031 ,613,8.8,0.6
56,BRAF-27 A ,613,8.3,
56,BRAF-27B ,613,8,
56,MJ-649(OM-409) ,613,6.3,
10,1774-16 ,614,8.9,0.7
20,CM1.L7.1 ,614,9,0.4
56,MG-362 ,614,7.8,
56,MJ-206.2 ,614,6.4,
18,NGR1-anu-zrn-b-02 ,614,8.1,0.6
18,ZMB2-anu-zrn-b-06 ,615,8.2,0.6
10,2436-07 ,615,4.5,0.4
10,2641-09 ,615,9.5,0.5
19,08LL05 47 ,615,3.5,0.3
47,PMOG-233_33-9 ,615,6.8,0.3
56,AM-1 ,615,7.1,
56,MG-220 ,615,7.7,
18,NIL-anu-zrn-b-023 ,616,7.3,0.6
18,NIL-anu-zrn-b-033 ,616,7.9,0.6
18,CNG2-anu-zrn-b-078 ,616,6.3,0.6
56,K-5 ,616,7.8,
10,2436-85b ,617,8.4,0.4
56,S. P. Alcantara ,617,8.2,
18,NIL-anu-zrn-b-049 ,617,6.1,1
18,NGR1-anu-zrn-b-12 ,618,7,0.6
56,OM-1106 ,618,6.1,
56,WW-46 ,618,6.4,
18,NIL-anu-zrn-b-035 ,618,7.4,0.6
18,NIL-anu-zrn-b-028 ,618,7.7,0.6
18,NIL-anu-zrn-b-066 ,619,6.8,1
18,NGR1-anu-zrn-b-36 ,619,6,0.6
19,08LL06 49 ,619,2.8,0.3
56,WW-75 ,619,6.4,
18,CNG2-anu-zrn-b-062 ,620,10.2,0.6
10,1746-10b ,620,9.4,0.8
10,1746-52 ,620,6.2,0.4
56,BRAF-25 ,620,7,
56,HP - 165 ,620,6.8,
56,HP - 188 ,620,5.5,
56,K-68 ,620,8.4,
56,LZ-42 ,620,7.3,
56,YE12 ,620,8.1,
56,YE2 ,620,8,
56,YE8 ,620,6.7,
10,2436-39 ,621,9.5,0.4
18,CNG2-anu-zrn-b-029 ,622,8.9,0.6
18,NGR1-anu-zrn-b-30 ,622,5.4,0.6
37,07SC49@50 ,623,5.5,0.4
18,CNG2-anu-zrn-b-032 ,623,8.5,0.6
10,1746-49 ,624,8.1,0.4
18,ORG2-anu-zrn-b-07 ,624,7.2,0.7
18,NIL-anu-zrn-b-095 ,625,6.5,0.6
10,2606-40a ,625,13.2,0.4
19,08LL07 27 ,625,7.1,0.3
54,CJS-1 ,625,9.1,
54,CJS-13/19 ,625,8.9,
56,HP - 03 ,625,7.9,
56,HP-02 ,625,7.9,
18,NIL-anu-zrn-b-068 ,626,5.8,0.9
18,CNG2-anu-zrn-b-079 ,627,7.7,0.6
10,2436-85a ,627,8.4,0.4
13,DSR-10 ,627,6.1,
13,DSR-12 ,627,6,
13,DSR-14 ,627,5.7,
13,DSR-17 ,627,6.3,
13,DSR-23 ,627,5.9,
13,DSR-29 ,627,5.9,
13,DSR-4 ,627,5.9,
13,DSR-8 ,627,6,
13,SR-P ,627,6,
18,NIL-anu-zrn-b-051 ,628,8.7,1
18,NIL-anu-zrn-b-047 ,629,8.4,0.9
18,NGR1-anu-zrn-b-40 ,629,10.5,0.6
10,2641-24 ,629,8.8,0.8
47,PMOG-233_33-50 ,629,7,0.3
54,Bonfim ,630,9.8,
54,BQ-15 ,630,9.5,
54,BQ-9 ,630,9.3,
54,BV-V ,630,10,
54,FL-02 ,630,7.6,
54,FL-12 ,630,7.4,
54,FL-12A ,630,7.4,
54,FL-13A ,630,7.1,
54,FL-9b ,630,7.5,
54,G norte ,630,9.2,
54,PM-1 ,630,9.3,
54,PM-10 ,630,9.3,
54,PM-2 ,630,9.2,
54,PM-3 ,630,9.3,
47,PMOG-233_33-24 ,632,6.9,0.3
56,CAN-13b ,632,6.3,
13,E–02 ,633,9.6,
13,E–102 ,633,10.1,
13,E–42 ,633,10,
13,E–49 ,633,10.1,
13,E–63 ,633,10.3,
13,E–68 ,633,9.9,
13,E–92 ,633,10.2,
13,E–95 ,633,10.2,
19,08LL07 12 ,633,5.8,0.2
56,HP-07 ,633,7.7,
18,CNG2-anu-zrn-b-068 ,634,5.9,0.6
18,CNG2-anu-zrn-b-090 ,634,6.5,0.6
18,NIL-anu-zrn-b-029 ,635,7.7,0.6
54,C-LT ,635,10,
18,ZMB2-anu-zrn-b-14 ,636,8,0.6
18,NGR1-anu-zrn-b-48 ,637,6.7,0.6
10,2641-29 ,637,8.6,0.9
54,rcc-02 ,638,9.7,
54,rcc4/5 ,638,8.8,
56,VALSSUNGANA ,638,7,
18,CNG2-anu-zrn-b-067 ,639,6.3,0.6
19,08LL07 46 ,640,5.4,0.4
47,PMOG-233_33-42 ,640,7.2,0.3
56,Paulo Lopez ,640,6.8,
18,CNG2-anu-zrn-b-036 ,641,7.6,0.6
18,NGR1-anu-zrn-b-01 ,641,7.3,0.6
10,1774-34 ,642,10.1,0.6
47,PMOG-233_33-61 ,642,8,0.3
54,FL-32 ,643,8.4,
54,FL-32A ,643,8.2,
54,FL-33 ,643,8.3,
20,KK1.13 ,645,7.5,0.6
54,TX-1 ,645,7.7,
54,TX-V ,645,7.6,
18,CNG2-anu-zrn-b-053 ,646,7.7,0.6
19,08LL04 46 ,646,4.9,0.3
18,NIL-anu-zrn-b-008 ,647,10.4,0.6
18,NIL-anu-zrn-b-067 ,647,8.3,1
10,1746-55 ,647,8.3,0.5
10,2436-53 ,647,6.9,0.3
18,NIL-anu-zrn-b-002 ,647,8.3,0.6
20,BB6.25 ,648,5.8,0.3
18,CNG2-anu-zrn-b-094 ,649,8.4,0.6
47,PMOG-233_33-41 ,650,8.2,0.3
54,T-V ,651,9,
54,TV-11.1 ,651,9.1,
54,TV-13.1 ,651,9.1,
54,TV-14.1 ,651,9.1,
54,TV-20.8 ,651,9.1,
54,TV-45.1 ,651,9.3,
54,TV-48.1 ,651,9.1,
54,TV-51.a ,651,9.2,
18,CNG2-anu-zrn-b-008 ,652,9.1,0.6
18,NIL-anu-zrn-b-010 ,653,5.5,0.6
56,SPU-017 ,653,7.8,
18,CNG2-anu-zrn-b-061 ,653,10.3,0.6
10,1774-47 ,654,7.2,0.5
18,CNG2-anu-zrn-b-001 ,654,5.9,0.6
18,NGR1-anu-zrn-b-28 ,655,5.6,0.6
18,NIL-anu-zrn-b-027 ,656,7.2,0.6
18,CNG2-anu-zrn-b-089 ,658,7,0.6
10,1774-27 ,658,6.4,0.6
10,2641-51 ,658,7.8,0.3
18,NIL-anu-zrn-b-076 ,659,8.3,0.6
47,PMOG-233_33-7 ,661,4.1,0.3
20,CM1.8a ,663,5.4,0.4
18,CNG2-anu-zrn-b-043 ,664,6.8,0.6
18,CNG2-anu-zrn-b-039 ,665,8.1,0.6
19,08LL07 62 ,666,3,0.5
18,NIL-anu-zrn-b-105 ,666,7,0.6
18,NIL-anu-zrn-b-053 ,667,6.2,0.9
18,NIL-anu-zrn-b-037 ,667,4.8,0.6
18,NGR1-anu-zrn-b-29 ,667,7.3,0.6
19,08LL06 39 ,670,4.9,0.5
10,2641-41 ,672,8.6,0.6
18,CNG2-anu-zrn-b-056 ,672,8.3,0.6
18,CNG2-anu-zrn-b-006 ,673,5.1,0.6
18,NIL-anu-zrn-b-057 ,673,6.5,0.9
47,PMOG-233_33-60 ,675,4.7,0.3
10,1746-20a ,676,7.3,0.6
20,BB6.24 ,676,5.4,0.4
18,NIL-anu-zrn-b-084 ,678,6.1,0.6
19,08LL06 20 ,678,3.4,0.5
56,WP13 200P ,680,6.6,
19,08LL07 39 ,684,5.1,0.4
37,07SC65@92 ,685,6.3,0.4
18,NIL-anu-zrn-b-111 ,685,6.5,0.5
18,CNG2-anu-zrn-b-002 ,686,8.7,0.6
56,"STEWARTS 2, 200P ",686,6.8,
20,BB1.27 ,688,9.1,0.4
18,CNG2-anu-zrn-b-018 ,688,6,0.6
18,NIL-anu-zrn-b-025 ,689,7.6,0.6
18,NIL-anu-zrn-b-100 ,691,5.4,0.6
19,08LL06 46 ,696,4.6,0.2
19,08LL07 56 ,697,3.4,0.4
19,08LL07 61 ,697,5.7,0.3
20,KK1.9a ,697,7.5,0.4
18,NIL-anu-zrn-b-091 ,697,7.3,0.6
18,NIL-anu-zrn-b-074 ,697,5.8,0.5
18,NIL-anu-zrn-b-036 ,698,7.4,0.6
19,08LL07 33 ,698,4.1,0.2
18,NGR1-anu-zrn-b-35 ,698,5.8,0.6
10,1746-20b ,701,7.2,0.6
18,CNG2-anu-zrn-b-034 ,702,2.7,0.6
18,NIL-anu-zrn-b-063 ,703,5.2,0.9
19,08LL04 5 ,703,2.2,0.5
18,CNG2-anu-zrn-b-007 ,704,6.5,0.6
61,08SC11-12 ,707,6.7,0.21
18,NIL-anu-zrn-b-004 ,707,6.7,0.6
18,ZMB2-anu-zrn-b-26 ,710,4.1,0.6
19,08LL07 9 ,710,5.9,0.3
18,ZMB2-anu-zrn-b-71 ,711,4.4,0.6
19,08LL06 51 ,711,4.1,0.3
18,NIL-anu-zrn-b-093 ,711,6.3,0.6
19,08LL07 55 ,713,6.3,0.4
19,08LL04 15 ,714,4.8,0.4
20,HV1.27 ,716,5.1,0.3
47,PMOG_P-20.1 ,716,7.5,0.6
19,08LL06 56 ,717,5,0.3
18,ORG2-anu-zrn-b-60 ,718,6.8,0.6
18,NIL-anu-zrn-b-090 ,718,7.6,0.6
61,08SC11-8 ,719,5.6,0.29
61,08SC31-2 ,720,2.6,0.22
18,ORG2-anu-zrn-b-54 ,720,10,0.5
18,ORG2-anu-zrn-b-20 ,722,1.4,0.7
61,08SC31-9 ,724,6,0.19
18,NIL-anu-zrn-b-082 ,725,5.7,0.6
19,08LL04 29 ,726,4.3,0.2
19,08LL05 5 ,726,4,0.4
18,NIL-anu-zrn-b-020 ,726,5.1,0.6
10,2641-32 ,727,8.4,0.5
19,08LL06 28 ,727,4.2,0.4
18,NIL-anu-zrn-b-032 ,727,6.2,0.6
10,1746-60 ,728,8,0.5
19,08LL04 50 ,728,5.3,0.3
19,08LL06 37 ,730,4,0.4
61,08SC74-3 ,730,4.1,0.18
18,NIL-anu-zrn-b-072 ,731,4.9,0.6
10,1746-62 ,731,8.4,0.5
19,08LL04 58 ,734,4.3,0.2
18,ZMB2-anu-zrn-b-66 ,734,4.8,0.6
18,NIL-anu-zrn-b-079 ,735,7,0.6
19,08LL07 18 ,735,5.7,0.3
47,PMOG-441_41-47 ,735,7.3,0.3
61,08SC74-159 ,735,4.1,0.28
61,08SC74-147 ,735,4.4,0.2
61,08SC74-100 ,737,4.4,0.2
19,08LL06 12 ,738,3.9,0.4
18,CNG2-anu-zrn-b-011 ,740,6.1,0.6
19,08LL07 59 ,740,4,0.3
19,08LL07 60 ,740,4,0.4
61,08SC74-21 ,740,7.2,0.22
47,PMOG_P-30.1 ,741,6,0.6
61,08SC11-28 ,741,3.8,0.34
18,NIL-anu-zrn-b-014 ,741,6.7,0.7
18,NIL-anu-zrn-b-089 ,742,5.8,0.6
19,08LL06 40 ,743,3.5,0.3
10,2436-59 ,744,7.9,0.4
47,PMOG_P-48.1 ,744,9.1,0.6
61,08SC74-168 ,745,5.5,0.2
18,NIL-anu-zrn-b-092 ,746,6.4,0.6
18,ZMB2-anu-zrn-b-70 ,746,6.3,0.6
10,1746-01 ,746,7.5,0.8
18,ORG2-anu-zrn-b-56 ,748,7,0.6
56,RE90-7 ,748,5.8,
61,08SC11-53 ,748,2.6,0.3
61,08SC74-18 ,748,6.6,0.21
10,2436-45b ,749,11.6,0.3
61,08SC74-110 ,749,5.5,0.18
18,NIL-anu-zrn-b-009 ,750,5.1,0.6
61,08SC11-7 ,750,3,0.2
61,08SC31-3 ,750,3.5,0.2
61,08SC11-46 ,750,4.8,0.22
64,01MC01 ,750,5.3,
19,08LL06 35 ,751,3.3,0.4
47,PMOG_P-61.1 ,753,7,0.6
61,08SC74-57 ,753,5.9,0.31
18,NIL-anu-zrn-b-099 ,753,4.5,0.6
61,08SC11-32 ,754,5.5,0.24
47,PMOG_P-42.1 ,755,8.1,0.6
61,08SC74-84 ,755,5.8,0.25
61,08SC74-24 ,755,6.2,0.22
18,NIL-anu-zrn-b-006 ,755,5.6,0.6
61,08SC11-9 ,756,2.3,0.21
61,08SC74-71 ,756,4.9,0.17
61,08SC31-18 ,756,7.5,0.28
61,08SC74-14 ,758,6.1,0.16
47,PMOG_P-41.1 ,759,9.1,0.6
61,08SC74-77 ,759,5.7,0.26
47,PMOG_P-28.1 ,760,9.5,0.7
61,08SC11-18 ,760,2.8,0.23
61,08SC31-12 ,760,3.5,0.17
61,08SC74-137 ,760,4.4,0.22
61,08SC11-69 ,760,4.9,0.3
61,08SC74-27 ,760,6.6,0.28
47,PMOG_P-35.1 ,762,7.5,0.7
61,08SC74-41 ,762,4.2,0.25
61,08SC11-47 ,762,4.2,0.23
61,08SC74-6 ,762,4.5,0.16
61,08SC74-63 ,762,5.2,0.26
61,08SC11-49 ,762,5.2,0.23
61,08SC74-25 ,762,6.8,0.25
47,PMOG_P-34.1 ,763,6.9,0.6
61,08SC74-88 ,763,4.4,0.24
61,08SC31-23 ,763,6.7,0.26
61,08SC74-17 ,763,7.1,0.19
18,NIL-anu-zrn-b-054 ,763,6.2,0.9
61,08SC11-21 ,764,4.1,0.35
61,08SC11-68 ,765,3.4,0.26
61,08SC74-22 ,765,5.5,0.3
47,PMOG_P-49.1 ,766,7.6,0.7
61,08SC74-164 ,766,3.3,0.19
61,08SC74-107 ,766,4.4,0.22
61,08SC74-60 ,766,4.8,0.23
47,PMOG-441_41-26 ,767,7.9,0.3
61,08SC31-5 ,767,2.9,0.29
47,PMOG-441_41-63 ,768,8.9,0.3
61,08SC74-75 ,768,6.2,0.18
61,08SC11-70 ,769,3.8,0.29
9,09DB100 3 ,770,5.7,0.2
61,08SC31-24 ,770,2.4,0.33
61,08SC11-64 ,770,5.4,0.24
61,08SC31-1 ,770,5.8,0.16
61,08SC74-48 ,771,5.6,0.19
18,ZMB2-anu-zrn-b-68 ,772,4.9,0.6
19,08LL06 38 ,772,4.7,0.3
61,08SC31-10 ,772,2.5,0.19
61,08SC11-57 ,772,3.7,0.31
61,08SC11-5 ,772,4.3,0.21
18,NIL-anu-zrn-b-018 ,772,6.9,0.6
61,08SC31-11 ,773,2.3,0.25
61,08SC31-15 ,773,3,0.22
61,08SC07-47 ,773,6.1,0.26
61,08SC74-39 ,773,6.1,0.22
61,08SC11-20 ,774,2.1,0.2
61,08SC31-7 ,774,2.1,0.25
61,08SC31-6 ,774,3.1,0.2
18,ZMB2-anu-zrn-b-62 ,776,4,0.6
61,08SC74-54 ,776,4.7,0.21
61,08SC11-55 ,776,4.8,0.32
47,PMOG-441_41-30 ,777,8.6,0.3
47,PMOG-441_41-33 ,777,8.9,0.3
61,08SC11-19 ,777,3.7,0.23
61,08SC74-11 ,777,4.9,0.27
61,08SC11-51 ,778,3.3,0.31
61,08SC74-1 ,778,4.5,0.22
61,08SC74-36 ,778,6.1,0.17
47,PMOG-441_41-22 ,779,5,0.3
61,08SC31-19 ,779,2.5,0.14
61,08SC74-5 ,779,4.4,0.2
61,08SC74-35 ,779,5.1,0.23
61,08SC11-54 ,779,6.2,0.27
61,08SC74-30 ,779,7.1,0.26
61,08SC74-167 ,780,3.6,0.21
61,08SC74-138 ,780,3.7,0.21
61,08SC74-46 ,780,3.8,0.28
61,08SC11-34 ,780,4.8,0.21
61,08SC74-23 ,780,7.3,0.19
61,08SC11-48 ,780,10,0.26
19,08LL07 42 ,781,4.8,0.3
61,08SC11-22 ,781,2,0.26
61,08SC74-98 ,781,5.2,0.2
61,08SC74-101 ,781,5.6,0.18
61,08SC31-8 ,782,2.9,0.27
61,08SC11-23 ,782,4.3,0.26
61,08SC11-11 ,782,5.1,0.31
61,08SC11-29 ,782,5.2,0.29
61,08SC11-50 ,782,6.2,0.26
18,CNG2-anu-zrn-b-083 ,783,5.8,0.6
61,08SC31-4 ,783,2.6,0.16
61,08SC11-41 ,783,2.7,0.2
61,08SC11-75 ,783,4.7,0.21
61,08SC31-21 ,784,2.6,0.21
61,08SC11-73 ,784,2.8,0.33
61,08SC74-170 ,784,2.9,0.2
61,08SC74-13 ,784,5,0.2
61,08SC11-77 ,785,2.9,0.25
61,08SC11-76 ,785,3.3,0.32
61,08SC11-66 ,785,3.8,0.24
61,08SC74-104 ,785,4.2,0.2
61,08SC74-47 ,785,5.1,0.25
61,08SC74-53 ,785,10,0.2
61,08SC74-82 ,786,3.8,0.17
61,08SC74-8 ,786,4.6,0.25
19,08LL07 30 ,787,6.3,0.2
37,07SC65@62 ,787,6,0.5
47,PMOG-441_41-18 ,787,7.7,0.3
61,08SC11-24 ,788,2.2,0.26
61,08SC11-80 ,788,4.3,0.15
10,2436-08 ,789,6.9,0.4
61,08SC74-42 ,789,4.6,0.19
61,08SC74-34 ,789,4.8,0.2
61,08SC74-61 ,789,4.8,0.18
61,08SC07-28 ,789,6.1,0.23
61,08SC74-44 ,789,8.6,0.25
61,08SC74-49 ,789,9.7,0.24
61,08SC11-42 ,791,5.8,0.23
61,08SC11-45 ,791,5.8,0.16
61,08SC11-59 ,792,4.3,0.33
61,08SC74-32 ,792,4.7,0.14
61,08SC31-20 ,792,6.6,0.16
47,PMOG_P-69.1 ,793,7.6,0.7
61,08SC31-22 ,793,2.9,0.23
61,08SC74-124 ,793,4.1,0.22
61,08SC74-16 ,793,4.2,0.24
61,08SC11-60 ,793,5.8,0.22
61,08SC74-182 ,794,4.1,0.21
61,08SC11-3 ,794,6.7,0.3
10,2436-52 ,795,6.1,0.3
61,08SC74-9 ,795,3.9,0.17
61,08SC74-151 ,795,4.2,0.23
61,08SC74-69 ,795,5.2,0.2
19,08LL07 7 ,796,5.2,0.3
47,PMOG-441_41-58 ,796,8.3,0.3
61,08SC11-25 ,796,2.3,0.19
61,08SC74-157 ,796,3.4,0.2
61,08SC74-130 ,796,4.7,0.23
61,08SC11-56 ,796,5.2,0.23
61,08SC07-34 ,796,5.4,0.19
61,08SC11-36 ,796,6.4,0.3
47,PMOG_P-11.1 ,797,7.4,0.6
61,08SC07-42 ,797,4.9,0.34
61,08SC07-39 ,797,6.1,0.24
61,08SC74-105 ,798,3.9,0.26
61,08SC74-160 ,798,4.7,0.3
61,08SC74-94 ,798,4.8,0.21
61,08SC07-27 ,798,5,0.19
61,08SC74-70 ,798,5.7,0.32
61,08SC74-89 ,798,7.9,0.24
61,08SC74-173 ,799,4.6,0.29
61,08SC07-48 ,799,4.9,0.26
61,08SC74-95 ,799,5.1,0.18
36,HF-2.9@1 ,800,6.4,0.28
36,HF-2.9@10 ,800,6.5,0.32
36,HF-2.9@11 ,800,7.4,0.38
36,HF-2.9@12 ,800,6.3,0.37
36,HF-2.9@13 ,800,6.8,0.24
36,HF-2.9@14 ,800,6.1,0.28
36,HF-2.9@15 ,800,7,0.37
36,HF-2.9@16 ,800,5.3,0.34
36,HF-2.9@17 ,800,6.9,0.4
36,HF-2.9@18 ,800,7.9,0.29
36,HF-2.9@19 ,800,6.5,0.3
36,HF-2.9@2 ,800,6.7,0.29
36,HF-2.9@20 ,800,7.1,0.43
36,HF-2.9@21 ,800,7,0.39
36,HF-2.9@22 ,800,6.9,0.33
36,HF-2.9@23 ,800,6.9,0.32
36,HF-2.9@24 ,800,7,0.36
36,HF-2.9@25 ,800,7,0.38
36,HF-2.9@26 ,800,6.6,0.21
36,HF-2.9@27 ,800,6.8,0.36
36,HF-2.9@28 ,800,7,0.41
36,HF-2.9@29 ,800,6.4,0.21
36,HF-2.9@3 ,800,7.3,0.45
36,HF-2.9@30 ,800,7,0.22
36,HF-2.9@31 ,800,6.2,0.3
36,HF-2.9@32 ,800,5.7,0.25
36,HF-2.9@33 ,800,6.1,0.4
36,HF-2.9@34 ,800,6.7,0.26
36,HF-2.9@35 ,800,6.8,0.35
36,HF-2.9@4 ,800,7.3,0.43
36,HF-2.9@5 ,800,6,0.24
36,HF-2.9@6 ,800,9.6,0.32
36,HF-2.9@7 ,800,6.2,0.31
36,HF-2.9@8 ,800,6.8,0.54
36,HF-2.9@9 ,800,7,0.37
61,08SC74-154 ,800,2.3,0.24
61,08SC74-15 ,800,6.5,0.22
61,08SC11-39 ,800,6.8,0.21
18,NIL-anu-zrn-b-012 ,801,5.8,0.6
61,08SC07-40 ,801,4.3,0.27
61,08SC74-10 ,801,7.7,0.2
61,08SC74-112 ,801,10,0.19
18,NIL-anu-zrn-b-058 ,802,6.5,0.9
