Reference,Sample ,U-Pb (Ma) , δ18O ,±2s
53,08FS07 13 ,133,6.3,0.326706
53,08FS07 14 ,133,6.9,0.3549824
53,08FS07 15 ,133,6.9,0.2320012
53,08FS07 16 ,133,6.7,0.3083148
53,08FS07 17 ,133,6.7,0.3359564
53,08FS07 18 ,133,6.7,0.3000534
53,08FS07 19 ,133,6.6,0.3981622
53,08FS07 20 ,133,7.4,0.3196928
53,08FS08 01 ,133,6.8,0.2342022
53,08FS08 02 ,133,6.4,0.1841542
53,08FS08 03 ,133,6.8,0.16209992
53,08FS08 04 ,133,7,0.2365928
53,08FS08 05 ,133,7.1,0.3085002
53,08FS08 06 ,133,6.7,0.2050104
53,08FS08 07 ,133,6.9,0.30304
53,08FS08 08 ,133,6.8,0.3121512
53,08FS08 09 ,133,6.7,0.19783804
53,08FS08 10 ,133,7.2,0.3125244
53,08FS08 11 ,133,7.5,0.19143152
53,08FS08 12 ,133,8,0.2460088
53,08FS08 13 ,133,7.5,0.221083
53,08FS08 14 ,133,7.2,0.13733888
53,08FS08 15_1 ,133,7.3,0.16817436
53,08FS08 16 ,133,6.7,0.221661
53,08FS08 17 ,133,7.1,0.3005674
53,08FS08 18 ,133,7.3,0.3532882
53,08FS08 19 ,133,7.6,0.3044256
53,08FS08 20 ,133,7.3,0.2261644
53,08FS08 21 ,133,7.7,0.2885238
53,08FS08 22 ,133,7.5,0.3613578
53,08FS08 23 ,133,7.5,0.2177954
53,08FS08 24 ,133,7.7,0.220488
53,08FS08 25 ,133,7.9,0.393347
53,08FS08 26 ,133,7.2,0.3466316
53,08FS08 27 ,133,7,0.2575122
53,08FS08 28 ,133,7.5,0.289836
53,08FS09 01 ,133,6.9,0.2843354
53,08FS09 02 ,133,6.7,0.2093326
53,08FS09 03 ,133,6.9,0.3469486
53,08FS09 04 ,133,6.5,0.17562444
53,08FS09 05 ,133,6.6,0.3181654
53,08FS09 06 ,133,6.5,0.2088252
53,08FS09 07 ,133,6.4,0.255796
53,08FS09 08 ,133,6.8,0.2760194
53,08FS09 09 ,133,7,0.18870638
53,08FS09 10 ,133,7.3,0.19297074
53,08FS09 11 ,133,7.4,0.2018596
53,08FS09 12 ,133,7.2,0.2085362
53,08FS09 13 ,133,7.2,0.2477654
53,08FS09 14 ,133,6.6,0.294142
53,08FS09 15 ,133,6.9,0.2495482
53,08FS09 16 ,133,6.4,0.2425708
53,08FS09 17 ,133,7.6,0.2968944
53,08FS09 18 ,133,6.6,0.2419212
53,08FS09 19 ,133,6.7,0.2697734
53,08FS09 20 ,133,6.5,0.2608648
53,08FS09 21 ,133,6.8,0.243208
53,08FS09 22 ,133,4.8,0.2577174
53,08FS09 23 ,133,6.3,0.3686444
53,08FS09 24 ,133,6.2,0.19348678
53,08FS09 25 ,133,6.9,0.2888494
53,08FS09 26 ,133,5.7,0.2742206
53,08FS09 27 ,133,6.7,0.286237
53,08FS09 30 ,133,6.5,0.2477706
53,08FS09 31 ,133,6.5,0.3381344
53,08FS09 33 ,133,7.1,0.295237
53,08FS10 01 ,133,7.4,0.16617376
53,08FS10 02 ,133,7,0.2306014
53,08FS10 03 ,133,6.9,0.3362002
53,08FS10 04 ,133,6.6,0.2378182
53,08FS10 05 ,133,7,0.3141102
53,08FS10 06 ,133,6.5,0.4017354
53,08FS10 07 ,133,6.9,0.2114892
53,08FS10 08 ,133,6.7,0.3154242
53,08FS10 09 ,133,6.7,0.2484574
53,08FS10 10 ,133,6.8,0.2104052
53,08FS10 11 ,133,6.5,0.3722778
53,08FS10 13 ,133,7.2,0.3409302
53,08FS10 14 ,133,7.3,0.2923262
53,08FS10 15 ,133,6.8,0.2229276
53,08FS10 16 ,133,7.1,0.291944
53,08FS10 17 ,133,7.3,0.3327406
53,08FS10 18 ,133,6.4,0.3118762
53,08FS10 19 ,133,6.5,0.3393394
53,08FS10 20 ,133,7,0.4164558
53,08FS10 21 ,133,7.2,0.320845
53,08FS10 22 ,133,6.7,0.3118518
53,08FS10 23 ,133,7,0.371249
53,08FS10 24 ,133,6.5,0.2698096
53,08FS10 25 ,133,6.2,0.2892558
53,08FS10 26 ,133,6.9,0.2808572
53,08FS10 27 ,133,6.4,0.2733212
53,08FS13 01 ,133,7,0.3303842
53,08FS13 02 ,133,6.3,0.3511386
53,08FS13 03 ,133,6.4,0.3547044
53,08FS13 04 ,133,6.8,0.2936536
53,08FS13 05 ,133,6.6,0.4000032
53,08FS13 06 ,133,6.9,0.3626524
53,08FS13 07 ,133,6.4,0.2885338
53,08FS13 08 ,133,6.8,0.2642226
53,08FS13 09 ,133,6.7,0.3050348
53,08FS13 10 ,133,6.6,0.2974994
53,08FS13 11 ,133,6.5,0.3091376
53,08FS13 12 ,133,6.8,0.2930912
53,08FS13 13 ,133,6.9,0.3866584
53,08FS13 14 ,133,6.9,0.2655744
53,08FS13 15 ,133,7.1,0.420225
53,08FS13 16 ,133,7.5,0.2985166
53,08FS13 17 ,133,7.3,0.3731724
53,08FS13 18 ,133,8.3,0.5975032
53,08FS13 19 ,133,7.4,0.351778
53,08FS13 20 ,133,7.4,0.273931
62,QTJ-2.S02 ,133,6,0.2
62,QTJ-2.S11 ,133,5.8,0.3
62,QTJ-2.S15 ,133,5.6,0.2
62,TGS-7-2.S08 ,133,9.6,0.6
62,TGS-7-2.S23 ,133,6.7,0.3
62,WS02-15 ,133,7.1,0.27
31,TMG X184 A ,134,5.2,
62,DMC-1.S10 ,134,6,0.2
62,DMC-1.S12 ,134,6.2,0.2
62,FJZ-1.S01 ,134,6.2,0.4
62,FJZ-1.S06 ,134,5.9,0.3
62,FJZ-1.S09 ,134,5.6,0.3
62,FJZ-1.S11 ,134,5.7,0.3
62,FJZ-1.S15 ,134,5.8,0.2
62,TGS-7-1.S15 ,134,6.5,0.2
62,TGS-7-2.S14 ,134,7.4,0.2
62,TGS-7-2.S20 ,134,7.1,0.3
10,2606-32 ,135,5.4,0.3
62,QTJ-2.S06 ,135,5.8,0.2
10,2606-50 ,136,4.6,0.4
62,DMC-1.S13 ,136,6.4,0.2
62,FJZ-1.S04 ,136,6.2,0.4
62,QTJ-2.S01 ,136,6.1,0.3
62,QTJ-2.S03 ,136,6,0.3
62,QTJ-2.S08 ,136,6,0.3
62,TLS01-3 ,136,7.1,0.31
5,TT6 ,137,2.6,
62,DMC-1.S09 ,137,6.1,0.2
62,DMC-1.S19 ,137,6.1,0.2
62,FJZ-1.S14 ,137,6.1,0.2
62,QTJ-2.S05 ,137,6,0.3
62,QTJ-2.S09 ,137,6,0.3
62,TGS-7-2.S05 ,137,6.5,0.2
62,TGS-7-2.S09 ,137,7.1,0.3
62,TGS-7-2.S16 ,137,8.4,0.3
62,TLS01-9 ,137,6.8,0.28
62,DMC-1.S08 ,138,6.3,0.2
62,FJZ-1.S08 ,138,5.8,0.3
62,QTJ-2.S18 ,138,6.1,0.2
62,TGS-7-2.S06 ,138,7,0.3
62,TGS-7-2.S12 ,138,7.5,0.2
62,TGS-7-2.S13 ,138,8.5,0.3
62,FS07-4 ,139,7.4,0.27
62,TGS-7-1.S12 ,139,6.4,0.4
62,TLS01-8 ,139,7.7,0.22
62,WS02-9 ,139,6.8,0.39
31,FR20 ,140,6,
31,FR21 ,140,5.9,
62,QTJ-2.S04 ,140,6.2,0.3
62,TGS-7-2.S03 ,140,8,0.3
62,TLS01-1 ,140,7,0.37
62,TLS01-6 ,141,7,0.28
62,WS02-4 ,141,7.5,0.37
26,97TY-001 ,142,9.1,
26,97TY-002 ,142,8.6,
26,97TY-004 ,142,8.5,
26,97TY-005 ,142,8.4,
26,97TY-006 ,142,8.5,
26,97TY-007 ,142,8.6,
26,97TY-008 ,142,8.6,
26,97TY-010 ,142,8.6,
26,97TY-012A ,142,8.6,
26,97TY-012B ,142,8.6,
62,FS07-11 ,142,7.8,0.22
62,FS07-14 ,142,7.4,0.23
62,FS07-3 ,142,7.8,0.27
62,TGS-7-1.S19 ,142,6.6,0.3
18,NGR1-anu-zrn-b-11 ,142,5.7,0.6
31,CP1 ,143,4.8,
59, M0-1293  ,143,5.9,0.1
62,TGS-7-1.S06 ,143,5.8,0.2
62,TGS-7-1.S22 ,143,7,0.3
62,TLS01-11 ,143,7.2,0.24
62,WS02-11 ,143,7.2,0.44
62,WS02-13 ,143,7.2,0.25
62,WS02-14 ,143,7.7,0.32
62,WS02-2 ,143,7.7,0.32
62,WS02-7 ,143,7.6,0.17
5,SF2A ,144,4.7,
62,TLS01-2 ,144,7.8,0.24
62,TLS01-4 ,144,7.1,0.36
62,TLS01-7 ,144,7.2,0.27
34,W5 ,145,6.1,
62,TGS-7-1.S05 ,146,6.1,0.2
62,WS02-12 ,146,7.3,0.28
18,NIL-anu-zrn-b-042 ,146,5.1,0.9
34, 5-27-3 ,148,5.4,
34, 5-27-8 ,148,5.5,
34,MA7 ,148,6.9,
62,TGS-7-1.S08 ,148,4.7,0.3
62,WS02-8 ,148,7.3,0.39
19,08LL06 1 ,149,8,0.3
19,08LL06 14 ,149,6.7,0.3
19,08LL06 15 ,149,7,0.4
19,08LL06 22 ,149,7.2,0.3
19,08LL06 24 ,149,6.5,0.4
19,08LL06 26 ,149,7,0.2
19,08LL06 3 ,149,6.3,0.4
19,08LL06 30 ,149,6.5,0.2
19,08LL06 36 ,149,6.8,0.4
19,08LL06 41 ,149,6.1,0.2
19,08LL06 42 ,149,6.5,0.2
19,08LL06 43 ,149,6.8,0.3
19,08LL06 45 ,149,6.6,0.2
19,08LL06 52 ,149,7,0.2
19,08LL06 53 ,149,6.9,0.2
19,08LL06 54 ,149,6.9,0.2
19,08LL06 58 ,149,7.7,0.3
19,08LL06 6 ,149,5.9,0.4
19,08LL06 8 ,149,6.5,0.3
62,FS07-13 ,149,8.1,0.27
19,08LS01 12 ,150,7.5,0.4
19,08LS01 13 ,150,7.1,0.3
19,08LS01 14 ,150,8.5,0.3
19,08LS01 16 ,150,8.2,0.2
19,08LS01 17 ,150,8.3,0.4
19,08LS01 19 ,150,7.1,0.4
19,08LS01 2 ,150,8.3,0.3
19,08LS01 20 ,150,7.9,0.4
19,08LS01 21 ,150,8.4,0.3
19,08LS01 22 ,150,7.7,0.3
19,08LS01 23 ,150,7.9,0.3
19,08LS01 3 ,150,7.5,0.2
19,08LS01 5 ,150,7.1,0.3
19,08LS01 7 ,150,7.9,0.4
19,08LS01 8 ,150,7.4,0.3
19,08LS01 9 ,150,7.5,0.3
62,FS07-8 ,150,7.9,0.39
62,TLS01-10 ,150,7,0.44
62,WS02-5 ,151,7.6,0.2
5,SF2A ,152,4.3,
34, 5-27-9 ,152,6.7,
5,SF2A ,153,3.7,
34,8-38a ,153,7.4,
60,p11-104 ,155,4.6,0.4
18,NGR1-anu-zrn-b-49 ,155,6.5,0.6
19,08LL02 1 ,156,7.4,0.3
19,08LL02 10 ,156,7.7,0.3
19,08LL02 11 ,156,8.1,0.4
19,08LL02 12 ,156,7.7,0.4
19,08LL02 14 ,156,8.6,0.4
19,08LL02 15 ,156,8.3,0.4
19,08LL02 16 ,156,8.2,0.4
19,08LL02 17 ,156,8.3,0.2
19,08LL02 18 ,156,8.8,0.2
19,08LL02 21 ,156,7.5,0.2
19,08LL02 23 ,156,7.9,0.4
19,08LL02 24 ,156,7.3,0.3
19,08LL02 26 ,156,7.6,0.2
19,08LL02 3 ,156,8.3,0.3
19,08LL02 4 ,156,7.8,0.4
19,08LL02 5 ,156,8.3,0.4
19,08LL02 6 ,156,6.9,0.2
19,08LL02 7 ,156,6.8,0.3
19,08LL02 9 ,156,7.6,0.3
34,19937,156,6.3,
59, M0-1274  ,157,5.3,0.1
15,XHS-37@1 ,158,9,0.5
15,XHS-37@10 ,158,9.6,0.2
15,XHS-37@11 ,158,8.8,0.2
15,XHS-37@12 ,158,8.2,0.4
15,XHS-37@13 ,158,9.3,0.2
15,XHS-37@14 ,158,9.7,0.3
15,XHS-37@15 ,158,8.2,0.3
15,XHS-37@16 ,158,9,0.3
15,XHS-37@17 ,158,9.3,0.3
15,XHS-37@18 ,158,9.7,0.2
15,XHS-37@19 ,158,9.7,0.2
15,XHS-37@2 ,158,10,0.3
15,XHS-37@20 ,158,9.6,0.4
15,XHS-37@21 ,158,9.4,0.4
15,XHS-37@22 ,158,9.2,0.4
15,XHS-37@23 ,158,9.5,0.3
15,XHS-37@24 ,158,9.3,0.3
15,XHS-37@25 ,158,9.4,0.2
15,XHS-37@26 ,158,9.4,0.4
15,XHS-37@27 ,158,9.3,0.3
15,XHS-37@28 ,158,9.4,0.3
15,XHS-37@29 ,158,9.5,0.2
15,XHS-37@3 ,158,8.2,0.4
15,XHS-37@30 ,158,9,0.2
15,XHS-37@31 ,158,9.6,0.2
15,XHS-37@32 ,158,9.2,0.3
15,XHS-37@33 ,158,9.5,0.4
15,XHS-37@34 ,158,9.2,0.3
15,XHS-37@35 ,158,9.1,0.3
15,XHS-37@4 ,158,7.5,0.3
15,XHS-37@5 ,158,6.9,0.3
15,XHS-37@6 ,158,9.2,0.3
15,XHS-37@7 ,158,9.7,0.2
15,XHS-37@8 ,158,7.5,0.3
15,XHS-37@9 ,158,11.2,0.2
15,XHS-15@1 ,159,8.6,0.4
15,XHS-15@10 ,159,9.3,0.4
15,XHS-15@11 ,159,9.4,0.3
15,XHS-15@12 ,159,9.3,0.2
15,XHS-15@13 ,159,9.4,0.3
15,XHS-15@14 ,159,9.1,0.3
15,XHS-15@15 ,159,9.3,0.3
15,XHS-15@16 ,159,8.5,0.3
15,XHS-15@17 ,159,8.1,0.3
15,XHS-15@18 ,159,8.6,0.2
15,XHS-15@19 ,159,9.3,0.2
15,XHS-15@2 ,159,7.9,0.3
15,XHS-15@20 ,159,9.1,0.3
15,XHS-15@21 ,159,9.2,0.3
15,XHS-15@22 ,159,8.9,0.2
15,XHS-15@23 ,159,9.4,0.1
15,XHS-15@24 ,159,9.5,0.2
15,XHS-15@25 ,159,8.7,0.3
15,XHS-15@26 ,159,8.5,0.2
15,XHS-15@27 ,159,8.1,0.2
15,XHS-15@28 ,159,8.3,0.4
15,XHS-15@29 ,159,8.6,0.3
15,XHS-15@3 ,159,9.3,0.4
15,XHS-15@4 ,159,9.2,0.2
15,XHS-15@5 ,159,9.2,0.4
15,XHS-15@6 ,159,9.2,0.4
15,XHS-15@7 ,159,9.7,0.2
15,XHS-15@8 ,159,9.3,0.4
15,XHS-15@9 ,159,8.8,0.2
15,XHS-4@1 ,159,9.7,0.3
15,XHS-4@10 ,159,8.8,0.3
15,XHS-4@11 ,159,9.4,0.3
15,XHS-4@12 ,159,9.3,0.3
15,XHS-4@13 ,159,9.5,0.4
15,XHS-4@14 ,159,8.8,0.5
15,XHS-4@15 ,159,8.4,0.3
15,XHS-4@16 ,159,9.5,0.3
15,XHS-4@17 ,159,9.4,0.2
15,XHS-4@18 ,159,7.9,0.3
15,XHS-4@19 ,159,8.7,0.2
15,XHS-4@2 ,159,9.9,0.3
15,XHS-4@20 ,159,7.9,0.3
15,XHS-4@21 ,159,8.6,0.2
15,XHS-4@22 ,159,9.9,0.2
15,XHS-4@23 ,159,9.6,0.3
15,XHS-4@24 ,159,8.3,0.1
15,XHS-4@25 ,159,8.3,0.3
15,XHS-4@26 ,159,8.8,0.3
15,XHS-4@27 ,159,9.6,0.2
15,XHS-4@28 ,159,9.2,0.3
15,XHS-4@29 ,159,9.2,0.2
15,XHS-4@3 ,159,9,0.3
15,XHS-4@30 ,159,9.1,0.2
15,XHS-4@31 ,159,9.9,0.4
15,XHS-4@32 ,159,9.7,0.2
15,XHS-4@33 ,159,8.9,0.1
15,XHS-4@4 ,159,9.2,0.3
15,XHS-4@5 ,159,9.8,0.2
15,XHS-4@6 ,159,8.7,0.2
15,XHS-4@7 ,159,7.9,0.3
15,XHS-4@8 ,159,9.9,0.7
15,XHS-4@9 ,159,8.6,0.3
34,77-7 ,159,5.6,
26,95BR-133 ,160,7.8,
34,41109,160,5.5,
62,FS07-6 ,160,8.3,0.29
62,TGS-7-1.S04 ,160,6.3,0.4
15,XHS-22@1 ,161,7.2,0.3
15,XHS-22@11 ,161,10.1,0.2
15,XHS-22@12 ,161,7,0.5
15,XHS-22@13 ,161,7.3,0.3
15,XHS-22@14 ,161,7.2,0.3
15,XHS-22@16 ,161,7.5,0.2
15,XHS-22@17 ,161,7.1,0.3
15,XHS-22@18 ,161,9.2,0.4
15,XHS-22@19 ,161,8.8,0.3
15,XHS-22@2 ,161,8.7,0.2
15,XHS-22@20 ,161,8.4,0.3
15,XHS-22@3 ,161,9.2,0.2
15,XHS-22@4 ,161,8.4,0.3
15,XHS-22@5 ,161,8.6,0.3
15,XHS-22@6 ,161,8.9,0.2
15,XHS-22@7 ,161,7.5,0.3
15,XHS-22@9 ,161,7.6,0.2
34,95BR042 ,161,6.8,
34,MA9 ,161,7.4,
31,89KK1a ,162,5.8,
19,08LL07 10 ,163,6.7,0.2
19,08LL07 11 ,163,3.9,0.3
19,08LL07 15 ,163,6.9,0.3
19,08LL07 21 ,163,7.1,0.2
19,08LL07 22 ,163,7,0.3
19,08LL07 23 ,163,6.8,0.2
19,08LL07 24 ,163,6.2,0.4
19,08LL07 31 ,163,6.3,0.4
19,08LL07 36 ,163,6.2,0.3
19,08LL07 38 ,163,4.5,0.4
19,08LL07 41 ,163,4.6,0.3
19,08LL07 43 ,163,6.5,0.2
19,08LL07 45 ,163,6.6,0.4
19,08LL07 48 ,163,6.7,0.3
19,08LL07 52 ,163,6.8,0.3
19,08LL07 54 ,163,6.8,0.3
19,08LL07 58 ,163,6.9,0.5
19,08LL07 6 ,163,7.9,0.3
19,08LL07 64 ,163,6.7,0.3
19,08LL07 65 ,163,6.4,0.5
34,OW19 ,163,6.8,
59, M0-1109  ,163,12,0.4
31,L4P235A ,164,6.4,
34,1S125 ,164,6.8,
34,1S126 ,164,6.8,
26,95BR-135 ,165,7.8,
26,95BR-136 ,165,6.2,
26,Y-818 ,165,5.8,
31,L4P054A ,165,6.3,
33,1S128 ,165,7.9,
34,95BR061 ,165,7.6,
34,95BR062 ,165,7.6,
34,95BR064 ,165,7.6,
19,08LL04 11 ,166,4.1,0.3
19,08LL04 12 ,166,2.3,0.4
19,08LL04 28 ,166,4.5,0.3
19,08LL04 36 ,166,4.5,0.3
19,08LL04 40 ,166,4.7,0.2
19,08LL04 42 ,166,6.3,0.4
19,08LL04 52 ,166,5.4,0.4
19,08LL04 55 ,166,4.3,0.4
19,08LL04 57 ,166,5.4,0.4
19,08LL04 59 ,166,2.4,0.3
19,08LL04 8 ,166,1.4,0.3
19,08LL05 15 ,166,0.7,0.3
19,08LL05 16 ,166,4.9,0.4
19,08LL05 32 ,166,5.2,0.3
19,08LL05 33 ,166,4.7,0.2
19,08LL05 37 ,166,4.4,0.2
19,08LL05 39 ,166,5.2,0.3
19,08LL05 40 ,166,5,0.3
19,08LL05 42 ,166,5.3,0.3
19,08LL05 6 ,166,5,0.3
31,L4P124A ,167,6.3,
34,95BR036 ,168,7,
18,NGR1-anu-zrn-b-09 ,168,5.9,0.6
26,95BR-006 ,169,7.1,
26,95BR-007 ,169,7.2,
26,95BR-008 ,169,7.4,
26,95BR-009 ,169,7.5,
26,95BR-010 ,169,7.4,
26,95BR-012 ,169,7.3,
26,95BR-013 ,169,7.5,
26,95BR-014 ,169,7.3,
26,95BR-015 ,169,7.4,
26,95BR-016 ,169,7.4,
26,NP-1 ,169,7.2,
26,Y-767 ,169,5.6,
26,Y-781 ,169,5.1,
26,Jep ,170,5.9,
26,BK-38 ,172,5.4,
10,1746-19b ,173,8.6,0.6
50,UB95 ,173,7.1,
60,p11-135 ,173,3.9,0.2
34,40965,175,7,
34,95BR063 ,175,7.3,
34,F1-57 ,175,6.4,
26,Javp ,180,5.4,
26,Jbd ,180,5.8,
26,Jbz ,180,5.6,
26,Jnyp ,180,5.9,
59, M0-1233  ,180,5.5,0.1
59, M0-1340  ,180,4.6,0.1
56,Lechner Dike ,183,6.1,
26,Jt ,185,6.4,
18,NGR1-anu-zrn-b-15 ,188,6.2,0.6
59, M0-998  ,189,6.4,0.3
59, M0-1271  ,191,4.9,0.2
10,2606-22b ,193,6,0.4
10,2606-22a ,194,5.6,0.4
19,08LL04 13 ,197,-1.1,0.3
19,08LL04 34 ,200,4.1,0.3
26,Jbc ,201,5.5,
34,1S132 ,201,5.5,
34,MA5 ,201,7.4,
19,08LL04 33 ,202,4.7,0.2
19,08LL04 39 ,202,0.5,0.3
18,NIL-anu-zrn-b-050 ,202,5.1,0.9
59, M0-1357  ,203,4.3,0.2
34,OW2 ,204,7.5,
19,08LL04 6 ,206,0.7,0.3
56,AB-23 ,206,7.9,
19,08LL05 12 ,207,-0.6,0.3
19,08LL05 11 ,208,-4.4,0.4
19,08LS01 11 ,208,2.2,0.3
19,08LL07 66 ,209,6.4,0.4
19,08LL04 45 ,210,4.3,0.3
34,95BR029 ,210,6.2,
34,95BR031 ,210,6.1,
34,95BR078 ,210,6.2,
34,95BR080 ,210,6.7,
19,08LL05 23 ,211,-2.4,0.3
19,08LL05 36 ,211,5.1,0.2
19,08LL07 1 ,211,6.3,0.3
19,08LL05 27 ,212,0.3,0.4
19,08LL05 19 ,215,5.4,0.3
10,2606-07 ,216,5.2,0.4
19,08LL04 24 ,216,2.2,0.3
19,08LL04 32 ,216,3.1,0.3
19,08LL05 35 ,216,1.1,0.3
59, M0-1350  ,216,5.9,0.2
62,WS02-10 ,216,7,0.36
34,1S122 ,217,7,
34,95BR041 ,217,7.1,
34,95BR048 ,217,8,
34,95BR050 ,217,6.8,
34,95BR051 ,217,7.4,
34,MA2 ,217,6.6,
60,p11-120 ,217,7.9,0.4
19,08LL04 4 ,220,3.2,0.3
19,08LL05 24 ,220,0.4,0.4
19,08LL05 28 ,220,3.2,0.3
19,08LL04 17 ,221,4,0.5
19,08LL05 17 ,221,3.6,0.3
19,08LL07 5 ,221,4.1,0.3
59, M0-921  ,221,5.5,0.2
34,SBL-1 ,222,6.2,
19,08LL04 20 ,223,0.7,0.3
19,08LL04 38 ,223,0.2,0.3
19,08LL04 27 ,224,2.2,0.4
19,08LL05 21 ,225,-2,0.3
19,08LL04 21 ,226,-2.2,0.3
19,08LL05 9 ,226,2,0.3
19,08LL07 44 ,226,6,0.4
19,08LL04 35 ,227,3.7,0.3
19,08LL05 38 ,227,3.2,0.2
19,08LL07 40 ,227,3.5,0.3
19,08LL04 56 ,228,4.4,0.4
19,08LL05 3 ,228,-3.4,0.3
19,08LL04 44 ,229,3.4,0.3
19,08LL05 25 ,229,-2.8,0.3
19,08LL06 25 ,231,2.9,0.3
27,LuN02@14 ,231,7.5,0.4
27,LuN01@6 ,231,7.6,0.3
27,LuN02@15 ,231,7.6,0.4
27,LuN01@11 ,231,7.7,0.4
27,LuN02@7 ,231,7.7,0.4
27,LuN02@4 ,231,7.8,0.4
27,LuN02@12 ,231,7.9,0.4
27,LuN02@16 ,231,7.9,0.3
27,LuN02@19 ,231,7.9,0.3
27,LuN02@20 ,231,7.9,0.3
27,LuN01@3 ,231,8,0.4
27,LuN02@10 ,231,8,0.3
27,LuN02@13 ,231,8,0.3
27,LuN02@17 ,231,8,0.3
27,LuN02@6 ,231,8,0.3
27,LuN02@2 ,231,8.1,0.3
27,LuN02@9 ,231,8.1,0.3
27,LuN01@1 ,231,8.2,0.3
27,LuN01@14 ,231,8.2,0.4
27,LuN01@20 ,231,8.2,0.4
27,LuN01@7 ,231,8.2,0.3
27,LuN01@8 ,231,8.2,0.2
27,LuN01@9 ,231,8.2,0.4
27,LuN02@18 ,231,8.2,0.3
27,LuN01@13 ,231,8.3,0.3
27,LuN01@17 ,231,8.3,0.3
27,LuN01@2 ,231,8.3,0.3
27,LuN01@4 ,231,8.3,0.3
27,LuN02@11 ,231,8.3,0.3
27,LuN02@21 ,231,8.3,0.3
27,LuN02@3 ,231,8.3,0.3
27,LuN01@10 ,231,8.4,0.3
27,LuN01@12 ,231,8.4,0.2
27,LuN01@18 ,231,8.4,0.3
27,LuN01@19 ,231,8.4,0.2
27,LuN01@5 ,231,8.4,0.4
27,LuN02@8 ,231,8.4,0.3
27,LuN01@15 ,231,8.5,0.4
27,LuN02@1 ,231,8.6,0.3
27,LuN02@5 ,231,8.6,0.3
27,LuN01@16 ,231,8.7,0.3
27,LuN01@21 ,231,8.9,0.3
10,1746-27 ,232,7.7,0.4
10,1774-72 ,232,7.2,0.7
19,08LL06 7 ,232,7.5,0.4
26,Y-1 ,232,6.4,
19,08LL05 34 ,233,2.8,0.3
26,W-35 ,233,6.3,
56,NA379 ,233,5.5,
27,LiN01@20 ,233,7.3,0.4
27,LiN02@14 ,233,7.3,0.5
27,LiN02@20 ,233,7.4,0.3
27,LiN01@11 ,233,7.6,0.3
27,LiN01@3 ,233,7.6,0.3
27,LiN02@1 ,233,7.6,0.2
27,LiN02@19 ,233,7.6,0.3
27,LiN02@18 ,233,7.7,0.3
27,LiN01@15 ,233,7.8,0.3
27,LiN01@5 ,233,7.8,0.3
27,LiN01@7 ,233,7.8,0.2
27,LiN02@2 ,233,7.8,0.3
27,LiN01@4 ,233,7.9,0.3
27,LiN01@6 ,233,7.9,0.4
27,LiN02@4 ,233,7.9,0.3
27,LiN01@1 ,233,8,0.4
27,LiN01@14 ,233,8,0.3
27,LiN01@16 ,233,8,0.3
27,LiN02@15 ,233,8,0.3
27,LiN02@3 ,233,8,0.4
27,LiN01@10 ,233,8.1,0.3
27,LiN01@2 ,233,8.1,0.4
27,LiN02@12 ,233,8.1,0.4
27,LiN02@17 ,233,8.1,0.3
27,LiN01@13 ,233,8.2,0.3
27,LiN01@8 ,233,8.2,0.4
27,LiN02@11 ,233,8.2,0.4
27,LiN01@19 ,233,8.3,0.3
27,LiN01@9 ,233,8.3,0.3
27,LiN02@5 ,233,8.3,0.3
27,LiN02@8 ,233,8.3,0.3
27,LiN02@9 ,233,8.3,0.3
27,LiN01@18 ,233,8.4,0.3
27,LiN02@16 ,233,8.4,0.4
27,LiN02@10 ,233,8.5,0.3
27,LiN02@13 ,233,8.5,0.3
27,LiN02@6 ,233,8.5,0.3
27,LiN01@12 ,233,8.6,0.3
27,LiN02@7 ,233,8.8,0.3
27,LiN01@17 ,233,8.9,0.4
27,BW0901@1 ,234,7.7,0.2
27,BW0901@10 ,234,8.1,0.3
27,BW0901@11 ,234,8.3,0.2
27,BW0901@12 ,234,8.7,0.2
27,BW0901@13 ,234,9.3,0.3
27,BW0901@14 ,234,7.8,0.4
27,BW0901@15 ,234,8.3,0.2
27,BW0901@16 ,234,7.9,0.3
27,BW0901@17 ,234,8,0.2
27,BW0901@18 ,234,8,0.2
27,BW0901@19 ,234,8.1,0.3
27,BW0901@2 ,234,7.4,0.2
27,BW0901@20 ,234,8.4,0.2
27,BW0901@3 ,234,7.5,0.3
27,BW0901@4 ,234,7.6,0.2
27,BW0901@5 ,234,8.2,0.2
27,BW0901@6 ,234,7.6,0.2
27,BW0901@7 ,234,8.2,0.4
27,BW0901@8 ,234,7.9,0.3
27,BW0901@9 ,234,7.9,0.3
27,BW0902@1 ,234,7.8,0.3
27,BW0902@10 ,234,7.7,0.4
27,BW0902@11 ,234,7.5,0.3
27,BW0902@12 ,234,7.7,0.2
27,BW0902@13 ,234,7.5,0.3
27,BW0902@14 ,234,7.9,0.3
27,BW0902@15 ,234,7.9,0.3
27,BW0902@16 ,234,8.4,0.3
27,BW0902@17 ,234,7.9,0.3
27,BW0902@18 ,234,7.3,0.3
27,BW0902@19 ,234,7.3,0.2
27,BW0902@2 ,234,7.6,0.3
27,BW0902@20 ,234,7.4,0.3
27,BW0902@3 ,234,8,0.4
27,BW0902@4 ,234,7.3,0.2
27,BW0902@5 ,234,7.9,0.2
27,BW0902@6 ,234,7.9,0.3
27,BW0902@7 ,234,7.8,0.3
