Database|Continent|Sample_ID|Pb207_Pb206|Pb207_Pb206_2sigma|Pb207_U235|Pb207_U235_2sigma|Pb206_U238|Pb206_U238_2sigma|Pb208_Th232|Pb208_Th232_2sigma|Age_Pb206_Pb207|Age_Pb206_Pb207_2sigma|Age_Pb207_U235|Age_Pb207_U235_2sigma|Age_Pb206_U238|Age_Pb206_U238_2sigma|Age_Pb208_Th232|Age_Pb208_Th232_2sigma|Discordance|Age|Age_2sigma|Th_U|Hf176_Hf177|Hf176_Hf177_2sigma|Lu176_Hf177|Yb176_Hf177|Hf176_Hf177_initial|eHf_initial|eHf_initial_2sigma|Tdm|Tdm_Crustal
TerraneChron|Africa|11668|0.18896|0.00378|13.66898|0.25142|0.52465|0.00972|0.14373|0.00258|2733.1309630783|34|2727.0498655483|16.3931665002|2718.8710750789|40.9978524006|2714.3982034544|45.5648999294|0.5217418482|2733.1309630783|34|0.4963676949|0.281123|0.00001|0.000369701|0.0101064|0.2811036455|2.4811318091|0.3557161812|2.8916196345|2.988707111
TerraneChron|Africa|11671|0.18707|0.00378|12.03585|0.21456|0.46659|0.00834|0.13045|0.00244|2716.5718099621|34|2607.2023702208|15.8753271338|2468.5897061245|36.582350134|2478.3382221362|43.6001396406|9.1284943372|2716.5718099621|34|0.4786250647|0.281158|0.0000082|0.00088971|0.0253033|0.2811117114|2.383763563|0.2916509578|2.8832819113|2.9821078956
TerraneChron|Africa|11672|0.18126|0.00368|12.75011|0.24952|0.51018|0.00994|0.13288|0.00258|2664.432703204|34|2661.3665269641|17.3639716638|2657.3978986009|42.3251866458|2521.7395236517|46.0012913956|0.2640263571|2664.432703204|34|0.3809794616|0.28115|0.00001|0.000730859|0.0231093|0.281112724|1.210480075|0.3556820203|2.8822223282|3.0165990014
TerraneChron|Africa|11674|0.18555|0.0037|13.23072|0.25696|0.51738|0.0101|0.13351|0.00242|2703.1137793597|34|2696.2512140441|17.2487363468|2688.0590710379|42.8007057906|2532.9765165954|43.1262396008|0.5569394983|2703.1137793597|34|0.3204741713|0.281134|0.0000078|0.000433297|0.0110064|0.2811115716|2.0665025034|0.2774477651|2.8816189621|2.9919299551
TerraneChron|Africa|11676|0.19071|0.00414|13.94483|0.30844|0.53036|0.01136|0.13474|0.00366|2748.2942061307|36|2745.9668179209|19.4891614512|2742.9685856224|47.7169244588|2554.8974189356|65.1331139052|0.1937791266|2748.2942061307|36|0.3841888278|0.281125|0.000013|0.000808745|0.0216448|0.2810824197|2.0779274758|0.4624277457|2.9218252087|3.0261481416
TerraneChron|Africa|11677|0.18681|0.0038|13.54228|0.28424|0.52531|0.01104|0.13107|0.0028|2714.2787424203|34|2718.2416292993|18.5569772796|2721.661035227|46.530021842|2489.4206639637|50.001026005|-0.2719799073|2714.2787424203|34|0.4376832501|0.281142|0.000011|0.000708506|0.0187693|0.2811051708|2.097822002|0.3912613555|2.8913414649|2.9985687331
TerraneChron|Africa|11678|0.19256|0.00406|14.07832|0.27626|0.53028|0.01018|0.16637|0.00398|2764.1506896288|36|2754.9961420909|17.4259367218|2742.6315886971|42.775208858|3110.5884138833|68.90157721|0.7785067946|2764.1506896288|36|0.353496844|0.28112|0.0000095|0.000542174|0.014699|0.2810912856|2.7617248599|0.3379339784|2.9084832649|2.9948072268
TerraneChron|Africa|11680|0.17872|0.00624|11.02069|0.29604|0.44724|0.01|0.12329|0.00286|2641.0282226146|60|2524.8812832265|23.3201548862|2382.9704708903|44.4318265534|2349.9116580989|51.4254383052|9.7711092034|2641.0282226146|60|0.5226466317|0.281144|0.0000085|0.000941184|0.0293869|0.2810964289|0.088413396|0.3023361694|2.90613175|3.0700500493
TerraneChron|Africa|11681|0.19068|0.00386|13.56536|0.24658|0.51605|0.00938|0.13637|0.00252|2748.0356168482|34|2719.8518626113|16.2097389924|2682.406241461|39.791570761|2583.9104900294|44.7941722844|2.3882287036|2748.0356168482|34|0.67050527|0.281143|0.000013|0.000869435|0.02541|0.2810972288|2.5988911763|0.462398139|2.9020706328|2.9927262393
TerraneChron|Africa|11683|0.18797|0.00386|13.30026|0.2534|0.51321|0.00968|0.14161|0.00256|2724.4810602887|34|2701.2009127469|16.9406845548|2670.3189187214|41.138218531|2676.8983684229|45.2958691812|1.9879801096|2724.4810602887|34|1.4044258773|0.281122|0.0000097|0.000425902|0.0124357|0.2810997756|2.1426357917|0.3450459231|2.8971284698|3.0036023797
TerraneChron|Africa|11684|0.1788|0.00358|11.84462|0.24162|0.48031|0.00984|0.1316|0.00252|2641.7712316648|34|2592.1968285817|18.0318453366|2528.615795661|42.7458985052|2498.8895491718|44.9829918336|4.28331699|2641.7712316648|34|0.4148021319|0.281151|0.0000075|0.000429559|0.0121614|0.2811292822|1.2743919059|0.2667605664|2.8585854006|2.9949948437
TerraneChron|Africa|11687|0.18988|0.00414|13.90482|0.30352|0.53092|0.01124|0.14742|0.004|2741.1225674171|36|2743.2448094357|19.2507789294|2745.3270709503|47.1970115526|2779.5036633984|70.391114253|-0.1533861923|2741.1225674171|36|0.4865937005|0.281146|0.0000083|0.000782575|0.0224943|0.2811049078|2.7116043124|0.295220277|2.8914876504|2.9801913186
TerraneChron|Africa|11688|0.18887|0.00394|13.44566|0.24904|0.51627|0.00938|0.17714|0.00388|2732.3467690649|36|2711.4728369039|16.4979067506|2683.3416382019|39.785797287|3296.3672092705|66.5574814246|1.7935179904|2732.3467690649|36|0.5125008287|0.281174|0.0000084|0.000562227|0.0174465|0.281144575|3.9193155313|0.2987473949|2.8374496425|2.8963874832
TerraneChron|Africa|11689|0.18181|0.00362|12.95479|0.26434|0.51663|0.01072|0.13891|0.00306|2669.4506268259|34|2676.369821298|18.0648706454|2684.8719947032|45.4435269472|2629.0381942752|54.2642985826|-0.5776981871|2669.4506268259|34|0.5444507692|0.281185|0.000011|0.000824452|0.0260566|0.2811428693|2.3993000344|0.3912015221|2.841870111|2.9446692142
TerraneChron|Africa|11690|0.15933|0.00648|9.37852|0.31256|0.42691|0.00998|0.11899|0.00286|2448.5628389396|70|2375.7306043395|28.4128560076|2291.7728743235|44.9749663074|2272.3899492545|51.6230534624|6.4033465722|2448.5628389396|70|0.6903454642|0.281168|0.0000068|0.0012924|0.0406111|0.2811075471|-3.9648806298|0.24184829|2.9000843917|3.1796581576
TerraneChron|Africa|11692|0.18342|0.00362|12.8663|0.22626|0.50878|0.00914|0.17143|0.00352|2684.0391650243|34|2669.9105812477|15.6962648982|2651.4190313738|38.9626066684|3198.0843805224|60.6818230092|1.2153374688|2684.0391650243|34|0.5979887673|0.281171|0.0000083|0.00062778|0.0199945|0.2811387398|2.5906702721|0.2951940278|2.8462904518|2.9437496598
TerraneChron|Africa|11694|0.18587|0.00384|13.1808|0.28546|0.51394|0.01114|0.14321|0.00328|2705.9575959466|34|2692.6830857511|19.1064743174|2673.4280361713|47.3029275988|2705.2065683891|57.9436898734|1.2021459547|2705.9575959466|34|0.4575161592|0.281132|0.0000083|0.00133481|0.0437326|0.2810628326|0.398320589|0.2952349786|2.9526347455|3.1005096853
TerraneChron|Africa|11696|0.18361|0.00534|11.85133|0.25756|0.46813|0.00904|0.12872|0.00264|2685.7510253142|50|2592.7271238572|19.1421225038|2475.3552433831|39.6043108648|2447.3824623096|47.2438657466|7.8337783342|2685.7510253142|50|0.4409171188|0.281112|0.0000091|0.00126358|0.0449849|0.2810470249|-0.632746689|0.3237143914|2.9744461798|3.150631258
TerraneChron|Africa|11697|0.18234|0.00366|11.35453|0.23084|0.45173|0.00936|0.11067|0.00228|2674.2694994042|34|2552.6961440201|17.9547618776|2402.9392341561|41.4661705558|2121.5449587158|41.468332522|10.1459581882|2674.2694994042|34|0.729476765|0.281157|0.0000059|0.000763831|0.0221164|0.2811178949|1.6224916435|0.2098471672|2.875231474|2.9979336959
TerraneChron|Africa|11698|0.17264|0.00556|10.36269|0.25656|0.43534|0.00894|0.12041|0.00254|2583.4028193213|54|2467.7211565578|21.570771855|2329.7453985181|40.0619506096|2298.0230368424|45.7926003906|9.818732832|2583.4028193213|54|0.626412223|0.281112|0.0000094|0.000674594|0.0219483|0.2810786655|-1.8774905678|0.3343862944|2.9291993365|3.1508429949
TerraneChron|Africa|11699|0.17274|0.00338|11.25887|0.21572|0.47261|0.00938|0.12957|0.00256|2584.3695594052|34|2544.8035300835|16.9682713302|2494.9965295067|40.9653681914|2462.5978641842|45.778674377|3.4582139994|2584.3695594052|34|0.4525442588|0.281137|0.000008|0.000644259|0.0184059|0.2811051522|-0.9129750512|0.2845587738|2.8932746382|3.0900835517
TerraneChron|Africa|11700|0.18418|0.0038|13.1334|0.25242|0.5167|0.00992|0.12814|0.00302|2690.874352226|34|2689.2834345736|17.078185343|2685.1695218386|42.0586530306|2436.993609896|54.0667738058|0.2120065689|2690.874352226|34|0.4105042158|0.281155|0.0000085|0.000545012|0.014787|0.2811269199|2.3286650235|0.3023243407|2.8617133309|2.9657447211
TerraneChron|Africa|11701|0.18958|0.0044|13.68384|0.33966|0.52289|0.01236|0.14574|0.0053|2738.5215201596|40|2728.0779503088|21.6934263558|2711.4252727453|52.159042967|2749.8881548565|93.374692688|0.9894480366|2738.5215201596|40|0.3586083423|0.281106|0.0000094|0.000661228|0.0180266|0.2810713134|1.4558069145|0.3343934317|2.936260386|3.0582616986
TerraneChron|Africa|11702|0.17521|0.00666|11.34896|0.33552|0.46978|0.01122|0.12975|0.00374|2608.0438083591|64|2552.2382586199|25.5038645076|2482.5961626208|49.0730861304|2465.8184802274|66.8494286868|4.8100283184|2608.0438083591|64|0.3405704771|0.281094|0.0000059|0.000770971|0.0275203|0.2810555308|-2.130259057|0.2098941991|2.9607876033|3.1860216961
TerraneChron|Africa|11703|0.17059|0.0062|10.2448|0.28782|0.43555|0.01006|0.12061|0.00332|2563.4399643183|62|2457.1313393619|24.281535318|2330.6884837499|45.0617334578|2301.6307205671|59.832558184|9.0796540511|2563.4399643183|62|0.3031510984|0.281169|0.0000074|0.00073228|0.0216699|0.2811331013|-0.4029671013|0.2631869089|2.8566891015|3.0413714136
TerraneChron|Africa|11704|0.19013|0.00534|13.72473|0.40964|0.52308|0.01382|0.16162|0.00716|2743.2864932904|48|2730.901551715|25.6977893986|2712.2294951744|58.2917841546|3028.1067725321|124.3617740164|1.1321091761|2743.2864932904|48|0.5182615965|0.281143|0.0000089|0.000489131|0.0152955|0.2811172955|3.2026514642|0.3165648798|2.8736910492|2.9505509956
TerraneChron|Africa|11705|0.17602|0.00348|12.21951|0.23998|0.50358|0.01018|0.12914|0.00248|2615.723188787|34|2621.4081014202|17.4080522724|2629.1631343076|43.5347946974|2454.902092424|44.365865856|-0.5138137544|2615.723188787|34|1.2051996272|0.281168|0.000013|0.000796797|0.0252952|0.2811281222|0.6298033921|0.462357025|2.8628195799|3.0159523037
TerraneChron|Africa|11706|0.18668|0.006|12.56633|0.31114|0.48822|0.01|0.13403|0.00294|2713.1308276445|54|2647.7036987843|21.6444715354|2562.9703461377|43.208340609|2542.2467909467|52.3622105608|5.5345831457|2713.1308276445|54|0.5496991111|0.281129|0.000011|0.000746683|0.021124|0.2810902031|1.5386154875|0.3912794482|2.9117370982|3.0333414604
TerraneChron|Africa|11708|0.18178|0.00368|12.69969|0.27806|0.50741|0.01118|0.13122|0.0031|2669.17737484|34|2657.6363962439|19.2967203038|2645.5629095533|47.6779508698|2492.1009872327|55.346792203|0.8847094805|2669.17737484|34|0.4226267287|0.281145|0.0000059|0.000735089|0.0228861|0.2811074398|1.1324683839|0.2098561241|2.8892834488|3.0252437832
TerraneChron|Africa|11709|0.17742|0.00506|11.61115|0.24472|0.47465|0.00912|0.13094|0.00262|2628.9000405812|48|2573.5709430684|18.588206887|2503.9205382685|39.777343294|2487.0974295883|46.794155712|4.7540606483|2628.9000405812|48|0.3917278503|0.281148|0.00001|0.00065448|0.0198508|0.2811150757|0.4708396671|0.3556845505|2.8792298551|3.0362816363
TerraneChron|Africa|11710|0.17177|0.00678|10.71514|0.34308|0.45243|0.01046|0.1252|0.00294|2574.9646214445|68|2498.7379015882|27.4438980904|2406.0468384305|46.3043152636|2384.2505838012|52.7731226824|6.560004033|2574.9646214445|68|0.7418471384|0.281145|0.0000083|0.000453787|0.0139056|0.2811226515|-0.5080985973|0.2952213271|2.8684027082|3.0569899003
TerraneChron|Africa|11711|0.18842|0.00374|12.82573|0.24782|0.49448|0.00968|0.13001|0.00284|2728.4193282089|34|2666.9354205287|17.1579552194|2590.0294617255|41.6537950748|2470.4695753939|50.7623925936|5.072162664|2728.4193282089|34|0.4402809247|0.281141|0.0000075|0.000579671|0.016898|0.2811107068|2.6230111265|0.2667700549|2.8830843294|2.9760150407
TerraneChron|Africa|11713|0.1879|0.00414|12.59091|0.31204|0.48678|0.0117|0.12388|0.00674|2723.8674639827|38|2649.5417443489|21.6635020676|2556.7297833497|50.5813167734|2360.5251987113|121.010593271|6.1360430653|2723.8674639827|38|0.2905218287|0.281103|0.000011|0.000511757|0.0141262|0.2810763017|1.2931417404|0.3913156388|2.9289939552|3.0573000518
TerraneChron|Africa|11715|0.05995|0.00386|0.74907|0.0463|0.09062|0.00166|0.02799|0.00214|601.7704096655|142|567.684640408|26.572020491|559.202848483|9.8078240482|557.9674453603|42.0539541102|1.4941027678|559.202848483|9.8078240482|0.1448607714|0.281263|0.0000073|0.000753361|0.0220282|0.2812550935|-41.373044728|0.2595435589|2.7311536309|4.1037716386
TerraneChron|Africa|11716|0.17559|0.00344|12.27558|0.21322|0.5003|0.00882|0.13874|0.00178|2611.651598334|34|2625.705698657|15.4960628824|2615.0851771851|37.8140171652|2626.0209801869|31.5803132722|-0.1314715505|2611.651598334|34|0.6768647739|0.281119|0.0000094|0.000763937|0.0225996|0.2810808277|-1.1468690101|0.334377968|2.9265309229|3.1261014574
TerraneChron|Africa|11718|0.17287|0.0053|11.27054|0.265|0.47285|0.00928|0.13077|0.00264|2585.6253497519|52|2545.7696781585|20.5926804264|2496.0470543192|40.5230422124|2484.0589508849|47.1582162114|3.464473128|2585.6253497519|52|0.8978912284|0.28109|0.0000087|0.000520653|0.0145667|0.2810642497|-2.3388551214|0.3095094098|2.9470862507|3.1819833516
TerraneChron|Africa|11719|0.16109|0.003|9.92209|0.16156|0.44111|0.00764|0.12108|0.00152|2467.1333105703|32|2427.5649529827|14.4437565428|2355.6077355798|34.1103556108|2310.1062434863|27.3940472526|4.5204519153|2467.1333105703|32|0.7236401356|0.281131|0.000008|0.000845648|0.0243|0.2810911373|-4.1200438444|0.284564847|2.9165094819|3.2039170603
TerraneChron|Africa|11723|0.18738|0.00468|12.47848|0.2222|0.48299|0.00846|0.13255|0.0025|2719.301052396|42|2641.1071122327|15.87287709|2540.2760357436|36.6972421802|2515.8509855652|44.5887737248|6.5834938171|2719.301052396|42|0.1849160483|0.280983|0.0000064|0.000508529|0.0125301|0.2809565157|-3.0750294812|0.2277717869|3.0893065045|3.3323264941
TerraneChron|Africa|11724|0.17187|0.0053|11.43142|0.27928|0.48239|0.0091|0.13348|0.0028|2575.9370534022|52|2558.9959270349|21.3528590018|2537.6673659866|39.4830750412|2532.4415633296|49.8947140518|1.4856608148|2575.9370534022|52|0.8036496818|0.281102|0.000011|0.000662901|0.0194653|0.2810693402|-2.3818818907|0.3913170308|2.9417680102|3.1772333388
TerraneChron|Africa|11725|0.17182|0.00346|10.88713|0.1941|0.45963|0.00816|0.12394|0.0017|2575.4509196708|34|2513.5363783883|15.8237708696|2437.9241189058|35.965087816|2361.6042296872|30.558742648|5.3399115361|2575.4509196708|34|0.5385166938|0.281143|0.0000089|0.00110292|0.0341623|0.2810886719|-1.7055001866|0.3165648798|2.9197735523|3.1337244172
TerraneChron|Africa|11728|0.18768|0.00516|12.70349|0.25642|0.49091|0.00916|0.1347|0.00264|2721.9373012313|46|2657.918002658|17.8769056858|2574.6119051584|39.515693645|2554.1849179345|46.9948851198|5.4125198257|2721.9373012313|46|0.5797336686|0.281043|0.00001|0.000892694|0.0250679|0.2809964621|-1.5925045635|0.3558174372|3.0390878419|3.2398249153
TerraneChron|Africa|11732|0.17731|0.005|11.52312|0.23894|0.47133|0.00902|0.13003|0.0026|2627.8690870208|48|2566.458380367|18.300777924|2489.3908373574|39.4309421552|2470.8273076181|46.4745756702|5.2696022929|2627.8690870208|48|0.5239700208|0.281085|0.0000086|0.000686111|0.0206052|0.2810504984|-1.8503264214|0.3059572727|2.9664074514|3.1835050961
TerraneChron|Africa|11733|0.15759|0.00432|9.58816|0.19208|0.44128|0.00822|0.12313|0.00254|2429.9656829797|48|2396.0363463447|17.5883943704|2356.3681395586|36.6902534936|2347.0324489135|45.6816997174|3.0287482633|2429.9656829797|48|0.2646108131|0.281124|0.0000092|0.000689447|0.0187002|0.2810920012|-4.9464782207|0.3272577226|2.9141645826|3.227869917
TerraneChron|Africa|11734|0.17143|0.00346|10.19972|0.18956|0.43159|0.00798|0.11507|0.00172|2571.6534226752|34|2453.052523723|16.419413713|2312.8813195419|35.8622439314|2201.458983538|31.1640457066|10.0624796814|2571.6534226752|34|0.2607996629|0.281111|0.0000076|0.00102064|0.0297582|0.2810608008|-2.7846950186|0.2703558381|2.9569724496|3.1996073955
TerraneChron|Africa|11735|0.17804|0.0036|12.02876|0.22484|0.49004|0.00908|0.14334|0.00212|2634.6970486084|34|2606.6499686292|16.605831922|2570.8490909564|39.1942301244|2707.5048690557|37.4580000528|2.4233510143|2634.6970486084|34|0.7592511921|0.281101|0.0000084|0.000627008|0.018275|0.2810693864|-1.0202729685|0.2988249775|2.9403885477|3.1358539221
TerraneChron|Africa|11736|0.16957|0.00524|10.4047|0.24682|0.44502|0.00878|0.1233|0.00256|2553.4029902531|52|2471.4682958195|20.7210726412|2373.0743742083|39.0829490142|2350.0915950558|46.034200317|7.0622857705|2553.4029902531|52|0.6917169348|0.281094|0.0000082|0.000851562|0.0247302|0.2810524211|-3.5047056369|0.2917173615|2.9669771934|3.2314059269
TerraneChron|Africa|11737|0.16005|0.00506|9.67382|0.24238|0.43838|0.00846|0.12214|0.00268|2456.1887375303|54|2404.2179157873|21.7635857214|2343.3842404538|37.8353725586|2329.2082162725|48.2404258106|4.5926640471|2456.1887375303|54|0.5959205219|0.281131|0.00001|0.00136322|0.0462008|0.2810670313|-5.2297345801|0.3557060587|2.9562112894|3.2662165486
TerraneChron|Africa|11738|0.15755|0.00452|9.95709|0.2188|0.45835|0.00848|0.1279|0.00272|2429.5353357592|50|2430.8135607622|19.2416758282|2432.2685553431|37.4053058292|2432.6932120007|48.7099127282|-0.1124996843|2429.5353357592|50|0.3842596257|0.281023|0.000012|0.000690272|0.0197551|0.2809909687|-8.5489023964|0.4270113122|3.0500813071|3.4572638441
TerraneChron|Africa|11739|0.1794|0.00374|11.62276|0.2446|0.46993|0.0097|0.12216|0.00206|2647.3315561735|36|2574.5052888024|18.5625093162|2483.254024878|42.4367624998|2329.5684573882|37.0854085514|6.1978459371|2647.3315561735|36|1.257059961|0.281084|0.000012|0.000877876|0.0273046|0.2810395202|-1.7901272235|0.4269186435|2.9825236858|3.1947202794
TerraneChron|Africa|11742|0.06009|0.0015|0.87498|0.01918|0.10561|0.00184|0.03852|0.00078|606.8169568214|56|638.2677490976|10.3373139328|647.2020554577|10.7234460564|763.9539705824|15.1778152272|-1.3997740561|647.2020554577|10.7234460564|0.4433121418|0.282443|0.0000082|0.000315554|0.00855465|0.2824391639|2.506007669|0.2903240654|1.0968671669|1.3736687301
TerraneChron|Africa|11743|0.17538|0.00358|10.75258|0.20612|0.44469|0.00844|0.08501|0.00124|2609.6589408506|34|2501.9777539273|16.9489645522|2371.6020349844|37.5812508756|1649.0996167724|23.0923188202|9.1221462751|2609.6589408506|34|2.3003052037|0.28108|0.0000077|0.000531208|0.0159368|0.2810534774|-2.1659192468|0.2739433613|2.9612877381|3.1895450427
TerraneChron|Africa|11746|0.17681|0.00366|12.31768|0.22846|0.50518|0.00918|0.13983|0.00222|2623.1735720179|36|2628.9206232096|16.493483783|2636.0192901085|39.2263268564|2645.358837382|39.3446934812|-0.4897014146|2623.1735720179|36|0.7341444419|0.281092|0.0000097|0.000741471|0.0225872|0.2810547828|-1.8066310317|0.3450827487|2.9612233564|3.1770866892
TerraneChron|Africa|11748|0.17733|0.00364|12.23687|0.2303|0.50044|0.00926|0.1433|0.00222|2628.0565882548|34|2622.7406383987|16.7207969028|2615.686694135|39.6923764126|2706.797727454|39.2252794284|0.4706859881|2628.0565882548|34|0.7029150618|0.281116|0.0000089|0.00131803|0.0419414|0.281049717|-1.873782424|0.3165952845|2.9732276098|3.1851459177
TerraneChron|Africa|11750|0.1733|0.0055|11.38427|0.27966|0.47643|0.00954|0.13173|0.0027|2589.7713141624|54|2555.1374513228|21.4614909208|2511.6970937233|41.5546835564|2501.2114286102|48.1883603054|3.0147148519|2589.7713141624|54|0.8827149056|0.281062|0.00001|0.000629821|0.0186403|0.2810307993|-3.4328060259|0.3557933837|2.9929915699|3.2549515397
TerraneChron|Africa|11751|0.20043|0.0042|14.94788|0.30098|0.5409|0.01068|0.14326|0.00266|2829.7010485692|34|2811.9265929191|17.8512074468|2787.214577313|44.5613160478|2706.0905611116|46.9961389344|1.5014473447|2829.7010485692|34|0.5064595023|0.281018|0.000011|0.00143449|0.0489663|0.2809401775|-1.0923117256|0.3914340007|3.1166576531|3.2912821263
TerraneChron|Africa|11752|0.18368|0.00576|12.12607|0.28396|0.4788|0.00996|0.13165|0.00284|2686.3811948102|52|2614.2055429399|20.5401780492|2522.0367321859|43.310076014|2499.7826112905|50.6888271592|6.1176895871|2686.3811948102|52|0.5546564003|0.280989|0.0000099|0.000731719|0.0214008|0.2809513649|-4.021626294|0.3523269594|3.0990507946|3.3672277381
TerraneChron|Africa|11753|0.18048|0.00366|12.56209|0.22004|0.50485|0.00874|0.14714|0.002|2657.2860922818|34|2647.3863029182|15.6294031412|2634.6058047355|37.3584815122|2774.5707577611|35.2217323366|0.8535131995|2657.2860922818|34|1.4986043992|0.281052|0.0000053|0.00134129|0.0415736|0.2809837782|-3.5426192094|0.1885772028|3.0625854735|3.3141765616
TerraneChron|Africa|11754|0.1723|0.00598|10.87033|0.30554|0.45757|0.00934|0.12658|0.0027|2580.1110288755|60|2512.1003294051|24.3219380948|2428.8197616985|41.211986685|2409.0246546976|48.4086465306|5.8637502605|2580.1110288755|60|1.0435957297|0.281128|0.0000079|0.000730676|0.0240084|0.2810919413|-1.4814112115|0.2810107851|2.9118796666|3.1230388136
TerraneChron|Africa|11755|0.17917|0.00366|11.67468|0.19896|0.47273|0.00792|0.12872|0.00174|2645.202647334|34|2578.6732016147|15.195054806|2495.5218133125|34.5988581216|2447.3824623096|31.1450028746|5.6585772048|2645.202647334|34|1.3176784776|0.281101|0.0000065|0.00041351|0.0146024|0.2810800657|-0.3970080285|0.2312336135|2.9242859664|3.1042342911
TerraneChron|Africa|11756|0.18966|0.0039|13.46572|0.2542|0.51506|0.00956|0.14703|0.00234|2739.2155961466|34|2712.8818728833|16.7967461338|2678.1952756649|40.5798430556|2772.6325011145|41.2098789874|2.2276567265|2739.2155961466|34|0.6064051477|0.281|0.0000078|0.000942469|0.0296089|0.2809505473|-2.8253483275|0.2775800712|3.1011498722|3.3318080788
TerraneChron|Africa|11757|0.12309|0.00604|5.67957|0.2518|0.33465|0.00698|0.09568|0.0021|2001.4919830504|90|1928.2668571043|36.0522848206|1860.8804847343|33.6549921178|1846.8959088657|38.7187967662|7.0253340761|2001.4919830504|90|1.2840547572|0.281162|0.000011|0.000773921|0.0245327|0.2811325331|-13.3347276538|0.3912335237|2.8692288491|3.4313675294
TerraneChron|Africa|11758|0.1738|0.00566|11.4955|0.28848|0.4797|0.00992|0.13259|0.0028|2594.5772028618|56|2564.2164588442|21.8980247178|2525.9588365921|43.1103325346|2516.5648391337|49.9339217928|2.6446839275|2594.5772028618|56|0.8187610283|0.281085|0.0000067|0.000651768|0.0205006|0.2810526507|-2.5443400381|0.2383620613|2.963778741|3.202011335
TerraneChron|Africa|11761|0.17004|0.00652|11.05237|0.34644|0.47142|0.01042|0.13058|0.0029|2558.0365742871|66|2527.5537605681|26.9174578132|2489.7851469498|45.5323830536|2480.6624634728|51.8079279482|2.6681177284|2558.0365742871|66|1.1951331035|0.281097|0.0000054|0.000765395|0.0268189|0.2810595589|-3.1437141144|0.1921045049|2.9563151587|3.2119695229
TerraneChron|Africa|11762|0.14799|0.00416|8.1|0.16518|0.39696|0.00764|0.11144|0.00228|2322.8297648552|50|2242.2444164318|17.709244129|2155.0262503166|35.1883909162|2135.5527409494|41.4396034714|7.2240986868|2322.8297648552|50|0.2151401632|0.281108|0.0000087|0.000791332|0.0259334|0.2810729271|-8.0911562141|0.3094895912|2.9434566245|3.3455372989
TerraneChron|Africa|11763|0.05881|0.00156|0.72404|0.01828|0.0893|0.00176|0.02888|0.00076|560.0695490472|60|553.0490671965|10.7172054402|551.3958943192|10.4109976904|575.458958579|14.9272759466|0.2989197479|551.3958943192|10.4109976904|0.3370219418|0.282323|0.000016|0.00105528|0.0313146|0.2823120802|-4.1205136843|0.5667267633|1.2868922946|1.7221369553
TerraneChron|Africa|11764|0.17563|0.00358|10.79087|0.2064|0.44563|0.00848|0.09026|0.00148|2612.030838647|34|2505.2805027927|16.9157822626|2375.7950859579|37.7344325698|1746.6639698208|27.4274349882|9.044141026|2612.030838647|34|1.1533959444|0.2811|0.0000069|0.000994634|0.0340551|0.2810502929|-2.2243025029|0.2454642476|2.9698919192|3.1951027934
TerraneChron|Africa|11765|0.16583|0.00338|10.8463|0.20754|0.47429|0.00918|0.11225|0.004|2515.9899175053|36|2510.0427298963|16.9251810552|2502.3466106084|40.0482148408|2150.2777302479|72.6169227388|0.5422639734|2515.9899175053|36|0.6235368218|0.281123|0.000014|0.00048105|0.0128305|0.2810998643|-2.6818171541|0.4980026536|2.8998951555|3.1499915195
TerraneChron|Africa|11767|0.16611|0.00324|10.45347|0.16644|0.4565|0.00746|0.12179|0.00588|2518.824811903|34|2475.8011279447|14.1734825626|2424.0857206598|32.956253955|2322.9029571987|105.7894420838|3.7612417821|2518.824811903|34|0.6011325551|0.281093|0.000011|0.000650288|0.0212103|0.2810616888|-3.9740514248|0.39132956|2.9529114202|3.2345901455
TerraneChron|Africa|11768|0.17041|0.00332|11.28559|0.19418|0.47989|0.00856|0.13006|0.00538|2561.6738162509|34|2547.0142974747|15.3165834674|2526.7865314392|37.2078690118|2471.3638940832|96.097369022|1.3618941096|2561.6738162509|34|0.5025457231|0.281067|0.0000086|0.00123234|0.0389184|0.2810066294|-4.9422610396|0.3059768667|3.033400796|3.3294763465
TerraneChron|Africa|11769|0.17106|0.00374|11.28875|0.23704|0.47735|0.00972|0.13845|0.00974|2568.0413711054|38|2547.2754325014|18.5095120386|2515.7127626217|42.3104719006|2620.8729281867|172.5058490888|2.0376855713|2568.0413711054|38|0.3919679169|0.281007|0.000015|0.000941513|0.0303384|0.2809607592|-6.4266303524|0.5337945318|3.0916141675|3.4290599244
TerraneChron|Africa|11772|0.16935|0.00332|11.25893|0.19426|0.48182|0.00852|0.14158|0.00886|2551.2289392146|34|2544.8084997776|15.3559327972|2535.1881515388|36.986133991|2676.3672108303|156.524157962|0.6287474804|2551.2289392146|34|0.4329329273|0.281046|0.0000078|0.000938963|0.028815|0.2810001936|-5.4125810416|0.2775346385|3.038683685|3.3513896378
TerraneChron|Africa|11775|0.16801|0.00342|11.29517|0.20394|0.48736|0.00874|0.13121|0.0027|2537.915575676|34|2547.8057595892|16.0377080938|2559.2440700161|37.797783256|2491.9223100723|48.2105117604|-0.8403941622|2537.915575676|34|0.4923928808|0.281071|0.000007|0.000889442|0.0272884|0.2810278413|-4.7368598503|0.2490473937|3.0009951753|3.2980010608
