Database|Continent|Sample_ID|Pb207_Pb206|Pb207_Pb206_2sigma|Pb207_U235|Pb207_U235_2sigma|Pb206_U238|Pb206_U238_2sigma|Pb208_Th232|Pb208_Th232_2sigma|Age_Pb206_Pb207|Age_Pb206_Pb207_2sigma|Age_Pb207_U235|Age_Pb207_U235_2sigma|Age_Pb206_U238|Age_Pb206_U238_2sigma|Age_Pb208_Th232|Age_Pb208_Th232_2sigma|Discordance|Age|Age_2sigma|Th_U|Hf176_Hf177|Hf176_Hf177_2sigma|Lu176_Hf177|Yb176_Hf177|Hf176_Hf177_initial|eHf_initial|eHf_initial_2sigma|Tdm|Tdm_Crustal
TerraneChron|S.America|9969|0.07328|0.00176|1.69596|0.0429|0.16787|0.00374|0.05009|0.00124|1021.7062824249|50|1007.010566223|15.820510624|1000.3647177548|20.6055607276|987.8903442524|23.8528477429|2.0888160362|1021.7062824249|100|0.4500486135|0.282153|0.000014|0.000388293|0.0156369|0.2821455221|0.4572098477|0.4961846941|1.4982777794|1.793997198
TerraneChron|S.America|9970|0.08115|0.00174|2.31535|0.05346|0.20694|0.00456|0.05957|0.00134|1225.0794304664|44|1217.0007602766|15.9503925819|1212.4946388716|24.3001554711|1169.5435157997|25.5445659178|1.0272633171|1225.0794304664|88|0.2853124077|0.282138|0.00001|0.000791317|0.0316773|0.2821196922|4.1063643633|0.3544364814|1.53491711|1.7185981723
TerraneChron|S.America|9971|0.04962|0.00254|0.19087|0.0087|0.0279|0.00064|0.00839|0.00028|177.2315385063|122|177.371307755|7.3858832829|177.391690809|4.0124383831|168.8731598329|5.6115508682|-0.0114917425|177.391690809|8.0248767662|0.6789783432|0.282809|0.000013|0.00118446|0.0381115|0.2828050707|5.0664117145|0.4596741971|0.6032585012|0.8469964443
TerraneChron|S.America|9972|0.06005|0.00166|0.79554|0.02282|0.0961|0.0022|0.02885|0.00072|605.3767218995|62|594.3096028358|12.7597347952|591.5128137924|12.9244902118|574.8696034624|14.1396393551|0.4705946244|591.5128137924|25.8489804236|0.76905601|0.282322|0.000014|0.000598545|0.0279655|0.2823153533|-3.1150135114|0.4958876744|1.2728931575|1.6890463198
TerraneChron|S.America|9973|0.06091|0.00294|0.87122|0.03682|0.10373|0.0024|0.04102|0.00162|636.057325661|106|636.2295015069|19.6206550647|636.231121525|14.0005780544|812.5518290884|31.428134069|-0.0002546279|636.231121525|28.0011561088|0.4020086087|0.282187|0.000016|0.000702941|0.0243121|0.2821786004|-6.9653429183|0.5669998972|1.4635803263|1.9691713602
TerraneChron|S.America|9974|0.07769|0.00326|2.07008|0.07362|0.19325|0.00434|0.0577|0.00224|1138.9570682065|86|1138.9588464147|23.4941331591|1138.9568212981|23.3956853957|1133.8401081732|42.7576427824|NaN|1138.9570682065|172|0.5640089348|0.28214|0.000013|0.00112166|0.0398153|0.2821158933|2.036049414|0.4607641596|1.5455454199|1.7840072055
TerraneChron|S.America|9975|0.06951|0.00162|1.45153|0.03536|0.15145|0.00332|0.04444|0.00134|913.913050233|50|910.506492806|14.3925389463|909.0863349679|18.5562951458|878.8450047809|25.9146104224|0.1559744878|909.0863349679|37.1125902916|0.1557072826|0.282174|0.0000085|0.000463466|0.0136054|0.2821660666|-1.3335234855|0.3012325728|1.472336159|1.8210815906
TerraneChron|S.America|9976|0.09618|0.00232|3.58841|0.09098|0.27061|0.00612|0.07833|0.00188|1551.2907252216|46|1546.9701567056|19.2693929682|1543.8975027676|30.9550702482|1524.2758583096|35.2056560083|0.4765852289|1551.2907252216|92|0.8193192501|0.281766|0.0000087|0.000722631|0.0251694|0.2817447647|-1.8317137489|0.3087668491|2.0442478766|2.3495920092
TerraneChron|S.America|9977|0.06984|0.00292|1.48278|0.05228|0.15398|0.00344|0.04654|0.00182|923.6526900948|88|923.3679241546|20.8408104135|923.2350485943|19.1837032623|919.4438569049|35.1184099543|0.0143903158|923.2350485943|38.3674065246|0.4937918541|0.282278|0.000012|0.000384021|0.0163545|0.2822713233|2.7125050339|0.425112832|1.3263700871|1.5740100535
TerraneChron|S.America|9978|0.09095|0.00222|2.99977|0.07732|0.23924|0.00548|0.07156|0.00172|1445.5558272046|48|1407.5614149025|18.906624948|1382.7448089552|28.4286398875|1396.9788909687|32.4155149086|4.3451118986|1445.5558272046|96|0.7243090043|0.282015|0.0000096|0.000313333|0.013075|0.2820064285|5.0608912285|0.3404074251|1.683990539|1.8282649558
TerraneChron|S.America|9979|0.05874|0.00162|0.69633|0.01964|0.08599|0.00194|0.02627|0.00062|557.4730045093|62|536.5965313642|11.6420852195|531.7776848749|11.5046439816|524.1206674755|12.207020006|0.898039068|531.7776848749|23.0092879632|0.8498554048|0.28251|0.000013|0.000832702|0.0375864|0.2825016915|2.1580608685|0.4601607023|1.0180690488|1.3065773397
TerraneChron|S.America|9980|0.05856|0.0013|0.73988|0.01766|0.09165|0.00204|0.02786|0.00058|550.7766753901|50|562.3355285891|10.2163183229|565.2880781756|12.0343420031|555.4112377622|11.4020334366|-0.5250512259|565.2880781756|24.0686840062|0.9183775566|0.281866|0.000012|0.000262384|0.01201|0.2818632162|-19.7060543817|0.4257342141|1.8844271592|2.7267732971
TerraneChron|S.America|9981|0.07007|0.00188|1.49263|0.04156|0.15451|0.00358|0.04599|0.001|930.4050914888|56|927.3883108729|16.5872916909|926.195078377|19.9538775668|908.818703741|19.3138835136|0.1286658978|926.195078377|39.9077551336|1.7874933473|0.281962|0.0000087|0.000736238|0.0284531|0.2819491582|-8.6378119838|0.3085522163|1.7756774871|2.3001099886
TerraneChron|S.America|9982|0.07483|0.00164|1.81906|0.0432|0.1763|0.00396|0.05267|0.00122|1063.9389822289|46|1052.3465462241|15.2332714844|1046.7295341451|21.6589204801|1037.4895143293|23.4108399863|1.6175220921|1063.9389822289|92|0.3118577009|0.282074|0.000011|0.000412777|0.0182134|0.2820657187|-1.4254099739|0.3899685898|1.6075682352|1.9467186833
TerraneChron|S.America|9983|0.08605|0.00186|2.70758|0.06192|0.22822|0.00498|0.06033|0.00132|1339.3061195008|42|1330.5370083564|16.4535310287|1325.1633635675|26.0730733946|1184.0359864263|25.1455189165|1.0559763543|1339.3061195008|84|0.5000769301|0.282142|0.000013|0.000813693|0.0275145|0.2821213972|6.7400855607|0.4607608935|1.5302729029|1.6389991986
TerraneChron|S.America|9984|0.08414|0.00186|2.54019|0.05956|0.21899|0.0048|0.06439|0.00144|1295.7919481151|44|1283.6273524108|16.5933734014|1276.5360001292|25.3232283867|1261.2807501357|27.325203122|1.486037015|1295.7919481151|88|0.5785205957|0.282066|0.000012|0.000683179|0.0303601|0.2820492707|3.2009590287|0.4254323456|1.6299697056|1.8310315818
TerraneChron|S.America|9985|0.07958|0.00182|2.20442|0.0533|0.20089|0.00446|0.05849|0.00156|1186.5985624785|46|1182.4451507919|16.4544302802|1180.099587828|23.8881850171|1148.9310604755|29.7655222154|0.5476978362|1186.5985624785|92|0.281788033|0.282157|0.000013|0.000782955|0.0359618|0.282139461|3.9419676106|0.4607363985|1.5082521616|1.6993170689
TerraneChron|S.America|9986|0.12254|0.00278|6.20818|0.14886|0.36742|0.00824|0.10319|0.00236|1993.5345177476|42|2005.6013527413|19.5479101399|2017.2490100801|38.6865773932|1984.9617567731|43.1880822051|-1.1895701891|1993.5345177476|84|0.902478171|0.281701|0.000013|0.0014035|0.0584271|0.2816477784|4.7863640344|0.4614822099|2.1717477743|2.2696294196
TerraneChron|S.America|9987|0.09642|0.00196|3.55456|0.07786|0.26739|0.00578|0.06483|0.00134|1555.969320525|40|1539.4516209576|16.7153310624|1527.5401624967|29.3145795104|1269.6344013524|25.4183820042|1.8271027361|1555.969320525|80|0.3283712868|0.281945|0.000012|0.000484222|0.0195254|0.2819307271|4.8734529604|0.4256149249|1.7873134234|1.9256220029
TerraneChron|S.America|9988|0.07279|0.00374|1.6987|0.07536|0.16926|0.00434|0.05148|0.003|1008.1119991786|106|1008.0420120621|27.3365518583|1008.032683824|23.8757005271|1014.6274993986|57.5816103668|0.0078677126|1008.1119991786|212|0.4478252456|0.282204|0.00001|0.00100603|0.0359408|0.2821848857|1.5480008314|0.3543535882|1.4515724575|1.7139223068
TerraneChron|S.America|9989|0.07752|0.00164|2.09997|0.0545|0.19645|0.00512|0.06176|0.0016|1134.5985960398|44|1148.7967040919|17.3817969629|1156.2213630504|27.5159291881|1211.276575642|30.4341106729|-1.9057635966|1134.5985960398|88|0.369010554|0.282138|0.0000086|0.000607027|0.0222228|0.2821250042|2.2612088916|0.304815374|1.5275291005|1.7662775236
TerraneChron|S.America|9990|0.06144|0.00156|0.90163|0.0262|0.10643|0.00282|0.03411|0.00096|654.6736217837|56|652.5982770248|13.8094719764|651.981408337|16.4070965614|677.9414533945|18.7547083231|0.0945250255|651.981408337|32.8141931228|0.5173728253|0.282447|0.0000083|0.000568928|0.0212089|0.2824400324|2.6429865711|0.2938604411|1.0985923388|1.368630375
TerraneChron|S.America|9991|0.07644|0.00154|1.99461|0.04932|0.18932|0.00484|0.0608|0.00152|1106.6175352436|42|1113.6863543281|16.3236319368|1117.6903479419|26.1707377591|1192.9932379881|28.939726275|-1.0005997868|1106.6175352436|84|0.3096981418|0.282181|0.0000087|0.000708791|0.0255172|0.2821662037|3.0937724676|0.3083127496|1.4721107522|1.691541733
TerraneChron|S.America|9992|0.05602|0.0013|0.57041|0.01524|0.07384|0.00186|0.02365|0.0006|453.1612042467|52|458.2796687457|9.7794251222|459.249052037|11.1554730495|472.4541953805|11.843599172|-0.2115265759|459.249052037|22.310946099|0.4277285493|0.282454|0.0000073|0.000791762|0.0273311|0.2824471821|-1.3781653464|0.2584491634|1.0952641265|1.4759822777
TerraneChron|S.America|9993|0.07027|0.00264|1.52389|0.05894|0.15729|0.0042|0.05046|0.00176|936.2530368159|78|940.0430137714|23.0395820568|941.6990493647|23.3461283625|995.0108837155|33.8349427526|-0.176165938|941.6990493647|46.692256725|0.7096623939|0.282268|0.000012|0.000702478|0.0209689|0.2822555402|2.56599645|0.4251278926|1.3513227459|1.5976346953
TerraneChron|S.America|9994|0.07398|0.00154|1.86852|0.04592|0.18321|0.00452|0.05564|0.00132|1040.9219975666|42|1070.0068206536|15.8923528481|1084.4872459969|24.570565204|1094.435938766|25.2572354901|-4.1852558148|1040.9219975666|84|0.4286753969|0.282221|0.0000096|0.000638709|0.023336|0.2822084659|3.1187204324|0.3401589534|1.4141145519|1.6391357413
TerraneChron|S.America|9995|0.04617|0.01488|0.00638|0.00204|0.001|0.00004|0.00034|0.00004|6.5055998486|572|6.4575660787|2.056153231|6.4431931222|0.2575938165|6.8709896533|0.8081981792|0.2225754454|6.4431931222|0.515187633|1.0524350375|0.282638|0.000015|0.00112665|0.0339088|0.2826378645|-4.6024132957|0.5307141998|0.8450562802|1.3313504551
TerraneChron|S.America|9996|0.12446|0.0025|6.41328|0.15334|0.37381|0.00922|0.10951|0.00246|2021.1283460584|36|2034.0894414822|19.5401575439|2047.3031545597|43.0653523451|2100.4239801687|44.759419756|-1.2950591956|2021.1283460584|72|0.7585186084|0.281378|0.00001|0.000239068|0.00846251|0.2813688065|-4.4928812399|0.3553938119|2.5413165045|2.8827110682
TerraneChron|S.America|9997|0.0744|0.00182|1.81743|0.04998|0.17706|0.00446|0.05323|0.00186|1052.3379221333|50|1051.7592749177|17.5767863086|1050.8931767231|24.3718098526|1048.2391683203|35.6615601548|0.1372891141|1052.3379221333|100|0.2205359737|0.282287|0.000015|0.000422047|0.0152988|0.282278626|5.8615208672|0.531374098|1.3152846265|1.4730573403
TerraneChron|S.America|9998|0.07891|0.00178|2.14412|0.05512|0.197|0.00488|0.0606|0.00164|1169.8782873521|46|1163.1558529497|17.3275430442|1159.1840552834|26.2172024036|1189.1821267487|31.2284582784|0.9141320242|1169.8782873521|92|0.3282296015|0.282165|0.000009|0.000670162|0.0236462|0.2821502015|3.9469983057|0.3189623093|1.4927433825|1.6860632403
TerraneChron|S.America|9999|0.09461|0.00272|3.45766|0.10684|0.26545|0.00708|0.08017|0.00344|1520.3210386909|56|1517.6158447182|23.1221377413|1517.6650452695|35.9396287603|1558.7354453015|64.2590958227|0.1746995111|1520.3210386909|112|0.2849414792|0.282039|0.000018|0.000961513|0.0297996|0.282011317|6.9258104447|0.6382096093|1.6794132339|1.7671693403
TerraneChron|S.America|10000|0.07864|0.00156|2.1441|0.04916|0.19793|0.00468|0.06067|0.00122|1163.088464896|40|1163.149393996|15.4982584284|1164.1906028574|25.125710092|1190.5160974251|23.2342660095|-0.0947595987|1163.088464896|80|1.5561049329|0.282203|0.000013|0.000649864|0.0251128|0.282188734|5.1606217748|0.460661297|1.4394257515|1.6034185193
TerraneChron|S.America|10001|0.05956|0.00152|0.75067|0.02086|0.09147|0.00224|0.02847|0.00072|587.6270467487|56|568.6130596611|11.9742719881|564.2250541042|13.2150394558|567.4029508477|14.1448636814|0.7717032668|564.2250541042|26.4300789116|0.623591711|0.281747|0.0000088|0.000522774|0.0149034|0.2817414639|-24.0406129912|0.3123369548|2.0595428099|3.002366108
TerraneChron|S.America|10002|0.07855|0.00382|2.09032|0.08754|0.19301|0.00476|0.05724|0.00238|1160.8185065445|98|1145.6309543771|27.5729322698|1137.6601148127|25.6595772832|1125.0477781688|45.4465865664|1.9950053864|1160.8185065445|196|0.7157504554|0.281972|0.000011|0.000589329|0.0204841|0.2819590884|-3.0325573831|0.3901096563|1.7551585949|2.1241422299
TerraneChron|S.America|10003|0.05927|0.00126|0.74971|0.01882|0.09171|0.00228|0.02876|0.00068|577.0280053418|48|568.0561099838|10.820029237|565.642380582|13.4477967962|573.101434998|13.3555390576|0.4249103846|565.642380582|26.8955935924|0.4716978431|0.282336|0.000011|0.000411651|0.0143778|0.2823316297|-3.1124762183|0.3896067097|1.2473918532|1.6688739096
TerraneChron|S.America|10004|0.07022|0.00172|1.49024|0.03872|0.15393|0.00356|0.04806|0.00114|934.793108659|52|926.414267527|15.4899028102|922.9557303287|19.8525747165|948.7789018377|21.9728035047|0.3733251224|922.9557303287|39.705149433|0.7802823881|0.282215|0.0000094|0.00101381|0.0397979|0.2821973791|0.0859358957|0.3330793898|1.4365118432|1.7412904684
TerraneChron|S.America|10005|0.051|0.00118|0.29029|0.00728|0.04128|0.00094|0.01275|0.0003|240.8298814351|54|258.7876319338|5.7081831744|260.7621312392|5.8166709136|256.0768691392|5.9864321412|-0.7629805531|260.7621312392|11.6333418272|0.5463797058|0.282594|0.000011|0.00109126|0.0301384|0.2825886743|-0.7536799396|0.3892510103|0.9064809365|1.2826305028
TerraneChron|S.America|10006|0.05084|0.00152|0.27977|0.00866|0.03991|0.00096|0.01284|0.00038|233.5821750776|70|250.4750716208|6.8413550952|252.2750745984|5.9481964852|257.8729883509|7.5818370503|-0.7186355775|252.2750745984|11.8963929704|0.4948420593|0.282551|0.00001|0.000661207|0.0272603|0.2825478784|-2.3842163384|0.3539184077|0.9562805253|1.3800452216
TerraneChron|S.America|10007|0.12776|0.00262|6.71192|0.14986|0.38107|0.00854|0.11342|0.00236|2067.3785268211|36|2074.1911801903|18.3856015627|2081.280006768|39.692870965|2171.5282385481|42.7912740995|-0.6724206412|2067.3785268211|72|1.087094126|0.281493|0.000011|0.000594649|0.0220439|0.2814695991|0.1457808204|0.3907734828|2.4089565533|2.6226775259
TerraneChron|S.America|10008|0.04676|0.00446|0.01563|0.00146|0.00242|0.00008|0.00085|0.00006|36.987150689|206|15.7476870597|1.4585805014|15.5814763294|0.5144475441|17.1730966059|1.211667406|1.055461222|15.5814763294|1.0288950882|0.6749586168|0.282871|0.000011|0.00203097|0.0715461|0.2828704091|3.8218873743|0.3888698382|0.5267827302|0.8012007157
TerraneChron|S.America|10010|0.05215|0.00304|0.33313|0.01722|0.04633|0.00126|0.01287|0.00048|291.9925013882|136|291.9526433695|13.0040262089|291.950384907|7.7579434789|258.471659288|9.5762950105|0.0007735715|291.950384907|15.5158869578|0.8066020787|0.282577|0.000013|0.00170078|0.0486648|0.2825677042|-0.808165539|0.4600515966|0.9458393611|1.310228958
TerraneChron|S.America|10011|0.04414|0.0028|0.03833|0.0024|0.0063|0.00016|0.00199|0.0001|NaN|NaN|38.1922661251|2.3441484837|40.485015034|1.0248869759|40.1823663052|2.017107741|-6.0031758823|40.485015034|2.0497739518|0.5744503096|0.282791|0.0000097|0.00127313|0.0415557|0.2827900373|1.5257891338|0.3430095017|0.6303952343|0.9668857536
TerraneChron|S.America|10012|0.05912|0.0013|0.78702|0.01838|0.09659|0.00214|0.03005|0.00088|571.5179038591|48|589.4800508265|10.3486827004|594.3939716412|12.5667627607|598.4304144044|17.2602683403|-0.8336025635|594.3939716412|25.1335255214|0.1102803362|0.282408|0.0000081|NaN|0.00443367|0.2824068987|0.1905831286|0.2868190703|1.1387069633|1.4804767875
TerraneChron|S.America|10013|0.0606|0.00158|0.87953|0.0235|0.10529|0.00236|0.0337|0.00078|625.0663114274|58|640.7287867052|12.5485869448|645.3359805085|13.7480785044|669.9261969136|15.2456155423|-0.7190552226|645.3359805085|27.4961570088|1.0165637401|0.282165|0.00001|0.00104966|0.0397895|0.2821522768|-7.6954526533|0.3544025659|1.5077173777|2.0227730476
TerraneChron|S.America|10014|0.07931|0.00184|2.21634|0.0534|0.20271|0.00446|0.06227|0.0015|1179.8824309642|46|1186.2152278232|16.4234195012|1189.8620075764|23.8520362391|1220.9828761003|28.5197045511|-0.8458111037|1179.8824309642|92|0.4610525632|0.282155|0.000012|0.000676645|0.0261006|0.2821399292|3.8076062509|0.4252981517|1.506820073|1.7026904178
TerraneChron|S.America|10016|0.05145|0.00164|0.28348|0.009|0.03998|0.0009|0.01205|0.0003|261.042493506|74|253.4143664677|7.0882051533|252.7089908083|5.5762260155|242.1016020092|5.9905727494|0.2783487256|252.7089908083|11.152452031|1.0392427698|0.282625|0.000011|0.00142185|0.0464584|0.2826182758|0.1162714617|0.3892083149|0.8703104194|1.2209246015
TerraneChron|S.America|10017|0.09293|0.00196|3.38606|0.07508|0.26436|0.00572|0.08315|0.00172|1486.4614139134|40|1501.1741176755|16.7596281735|1512.1100099954|29.0806664025|1614.4206686845|32.0686600706|-1.7254801128|1486.4614139134|80|0.6585772445|0.281987|0.000011|0.000642002|0.0221313|0.2819689335|4.6555818448|0.3900889048|1.736949691|1.8857517561
TerraneChron|S.America|10018|0.05135|0.00256|0.28749|0.0128|0.0406|0.00092|0.01344|0.00044|256.5724828629|118|256.5818008177|10.030700014|256.5509742083|5.6966890228|269.8430392751|8.77350857|0.0120143398|256.5509742083|11.3933780456|0.7266657406|0.282556|0.0000093|0.00122503|0.0338065|0.2825501183|-2.2107542387|0.3291382947|0.9635874885|1.3722909132
TerraneChron|S.America|10019|0.04722|0.00468|0.01632|0.00154|0.00251|0.00008|0.00079|0.00012|60.367647011|218|16.4372850653|1.5373967801|16.1602269859|0.5144013597|15.9613565285|2.4234073995|1.6855464775|16.1602269859|1.0288027194|0.2270311311|0.282872|0.000014|0.00257314|0.0636243|0.2828712235|3.8633859984|0.494923499|0.5332430215|0.7990020058
TerraneChron|S.America|10020|0.05101|0.00336|0.26797|0.01606|0.0381|0.00104|0.01217|0.0004|241.2817924021|156|241.0693978059|12.7585759343|241.0450876201|6.4548568961|244.4980484534|7.9860841677|0.0100843102|241.0450876201|12.9097137922|1.3452319511|0.282471|0.00001|0.000578693|0.0199779|0.2824683898|-5.444125982|0.3540186426|1.0655242684|1.5664895166
TerraneChron|S.America|10021|0.14468|0.00326|8.48892|0.19456|0.42561|0.0092|0.13116|0.00356|2283.9763735897|40|2284.7385918073|19.0235225827|2285.8971300574|41.4109469032|2491.0289005769|63.4992003057|-0.0840970375|2283.9763735897|80|0.3588279422|0.281534|0.000011|0.000815827|0.0232522|0.2814984593|6.1418561066|0.3907165742|2.3668906794|2.407844443
TerraneChron|S.America|10022|0.19096|0.0038|13.90116|0.29844|0.52809|0.01144|0.15324|0.00294|2750.4472970305|34|2742.9954432351|17.795999546|2733.3994490464|47.9869218123|2881.765988306|51.4522294731|0.6198209289|2750.4472970305|68|1.1323227156|0.281096|0.000011|0.00154166|0.0544166|0.2810147666|-0.2794605392|0.3913253835|3.0183071411|3.1781443129
TerraneChron|S.America|10023|0.05026|0.00124|0.28056|0.00714|0.0405|0.0009|0.01347|0.00028|207.0353212338|58|251.1016725961|5.6413410002|255.931454321|5.5734392423|270.4413557786|5.5834230712|-1.9234367|255.931454321|11.1468784846|1.1341752952|0.282435|0.000016|0.00096446|0.0348332|0.2824303806|-6.4612128723|0.566502027|1.1269296162|1.6428637114
TerraneChron|S.America|10024|0.04851|0.00316|0.13002|0.00788|0.01944|0.00046|0.00663|0.00028|124.2153944795|152|124.1156842998|7.0528471147|124.1157577559|2.9081345663|133.5647946285|5.621362149|NaN|124.1157577559|5.8162691326|0.6935961346|0.282857|0.000017|0.00202194|0.0883956|0.2828523092|5.5653926941|0.6010104046|0.547085884|0.7739678208
TerraneChron|S.America|10025|0.07445|0.00186|1.85866|0.04778|0.18112|0.00402|0.05859|0.00176|1053.6913645163|52|1066.5106194528|16.5782650929|1073.0903520354|21.8967047153|1150.8405044657|33.5750894717|-1.8410502518|1053.6913645163|104|0.2793451897|0.282285|0.000011|0.000844929|0.0315846|0.2822682136|5.522780908|0.3896770994|1.3327165846|1.4957056857
TerraneChron|S.America|10026|0.05181|0.00174|0.28357|0.0095|0.03969|0.0009|0.01322|0.00038|277.0333813772|78|253.485564516|7.4796138751|250.9111477612|5.5777813883|265.4548436577|7.5789935434|1.0156068491|250.9111477612|11.1555627766|0.5940868945|0.28261|0.000013|0.000971465|0.0329|0.2826054385|-0.3775755902|0.4599978769|0.8810542571|1.2510266369
TerraneChron|S.America|10027|0.11739|0.00446|5.6045|0.17554|0.34628|0.00746|0.10386|0.00234|1916.8637045625|70|1916.7906126636|24.8641806389|1916.8105293327|35.5882582411|1997.2335163099|42.7965173006|0.0027740746|1916.8637045625|140|2.0775102688|0.28145|0.000013|0.00133027|0.0407791|0.2814015304|-5.7108662332|0.4618937644|2.5151262771|2.8797340394
TerraneChron|S.America|10028|0.06082|0.00138|0.87508|0.02054|0.10434|0.00224|0.03292|0.0008|632.8742280217|50|638.3219019941|11.0100185894|639.7928860987|13.0610311271|654.6688792653|15.648180162|-0.2304455009|639.7928860987|26.1220622542|0.2736337885|0.282502|0.0000076|0.000165366|0.00622283|0.2825000129|4.4962726377|0.2690246441|1.0114553821|1.2410184752
TerraneChron|S.America|10029|0.09603|0.00202|3.61524|0.07898|0.27299|0.00582|0.08322|0.00172|1548.3592010056|40|1552.890156812|16.7240513848|1555.9610899911|29.3870136837|1615.7268684457|32.0665877249|-0.4909641755|1548.3592010056|80|0.5176517423|0.281904|0.00001|0.000648057|0.0261898|0.2818849926|3.0781058423|0.3547306885|1.8512429737|2.0342250159
TerraneChron|S.America|10030|0.08113|0.00186|2.35747|0.05528|0.21073|0.00452|0.06702|0.00152|1224.5952553374|46|1229.8194792666|16.2723232648|1232.7057758453|24.0120740834|1311.161521706|28.7710273777|-0.6623021339|1224.5952553374|92|0.5338176449|0.282189|0.0000097|0.000580444|0.0230471|0.2821755763|6.0771472395|0.3437412514|1.4561382642|1.5925467282
TerraneChron|S.America|10031|0.07369|0.00152|1.78763|0.03834|0.17594|0.0037|0.05627|0.00106|1032.9901208991|42|1040.9623521045|13.7041304188|1044.7563433791|20.24568882|1106.494884714|20.2728610016|-1.1390450152|1032.9901208991|84|1.626208912|0.281944|0.0000085|0.0013389|0.0552306|0.2819179275|-7.3572083036|0.3014783077|1.8292846695|2.3010510684
TerraneChron|S.America|10032|0.08467|0.00184|2.71267|0.0623|0.23235|0.00508|0.07206|0.00154|1307.9916372111|44|1331.9300343466|16.5288228374|1346.8036465704|26.5061754417|1406.4079076623|29.0122648464|-2.9672979746|1307.9916372111|88|0.5904773187|0.282175|0.000013|0.000757209|0.0254031|0.2821562812|7.2711985944|0.4607070081|1.4822959087|1.5809085474
TerraneChron|S.America|10033|0.0917|0.0019|3.23236|0.0692|0.25567|0.00538|0.07969|0.00164|1461.1808552581|40|1464.953807281|16.0525088191|1467.6505699958|27.5460493392|1549.7516502491|30.6763078755|-0.4427730294|1461.1808552581|80|0.3606273316|0.282102|0.00002|0.00109432|0.0318398|0.2820717357|7.731204602|0.7089634246|1.5974748377|1.6700647723
TerraneChron|S.America|10034|0.05014|0.00172|0.28127|0.00954|0.04069|0.00092|0.01381|0.00036|201.4884370593|82|251.664490571|7.5244408222|257.1084912067|5.696196367|277.2210386244|7.1759923311|-2.1631977651|257.1084912067|11.392392734|0.8178745772|0.28256|0.000012|0.000848436|0.030978|0.2825559175|-1.9932681441|0.4246885617|0.9483858459|1.3588530481
TerraneChron|S.America|10035|0.05971|0.00144|0.79241|0.01938|0.09626|0.00206|0.03058|0.00068|593.0817089148|54|592.5380342449|10.8735562128|592.4537416244|12.1011019001|608.8277019206|13.3319532311|0.0142256894|592.4537416244|24.2022038002|0.5885484514|0.282482|0.000016|0.00047572|0.0189791|0.2824767088|2.6195279352|0.5664077711|1.0474049393|1.3240820819
TerraneChron|S.America|10036|0.05184|0.00334|0.31547|0.01838|0.04413|0.00122|0.01417|0.00064|278.3588690763|152|278.4119573753|14.05832361|278.3819679687|7.5276371516|284.3970485454|12.7510067107|0.0107715943|278.3819679687|15.0552743032|0.6373676123|0.282483|0.000014|0.000726445|0.0218281|0.2824792146|-4.2386160098|0.4956050453|1.0529201703|1.5184939031
TerraneChron|S.America|10037|0.07548|0.00288|1.90041|0.06016|0.18261|0.00386|0.04451|0.00344|1081.3117518977|78|1081.2327829717|20.451769109|1081.2174718026|21.0003783774|880.199614502|66.4529277219|0.0087190484|1081.3117518977|156|0.2636265282|0.282153|0.000021|0.000765348|0.0260203|0.2821373921|1.5047383199|0.7442770412|1.5130968505|1.7733006784
TerraneChron|S.America|10038|0.11465|0.00232|5.37723|0.11354|0.34025|0.00716|0.09647|0.00182|1874.3906581743|38|1881.234537035|17.1231846606|1887.8721271588|34.3158891482|1861.4639458393|33.5192214594|-0.7192454212|1874.3906581743|76|0.4368097823|0.281628|0.000016|0.00101449|0.0354256|0.2815918695|0.0805292842|0.5681253284|2.2500718501|2.4775637956
TerraneChron|S.America|10039|0.04617|0.02996|0.00649|0.00418|0.00102|0.00008|0.00018|0.0001|6.5055998486|1050|6.5685440713|4.2081443584|6.5719913197|0.5151670368|3.6378737129|2.020758049|-0.0524811645|6.5719913197|1.0303340736|0.686477663|0.282636|0.000012|0.000884492|0.030509|0.2826358915|-4.6693652813|0.4245743642|0.8424518431|1.3357196117
TerraneChron|S.America|10040|0.05233|0.0024|0.34336|0.0139|0.04759|0.00102|0.01503|0.00046|299.8564897112|108|299.7146146216|10.4340109619|299.7085445786|6.2734383869|301.5294331927|9.1578448568|0.0020252743|299.7085445786|12.5468767738|0.7003484399|0.282607|0.000018|0.00114408|0.0378879|0.2826005803|0.5263377915|0.6369268985|0.8893552666|1.2311284881
TerraneChron|S.America|10042|0.05183|0.00128|0.28734|0.00716|0.04022|0.00086|0.01248|0.00026|277.9171601854|58|256.4634959524|5.6272928079|254.1964818289|5.3272708451|250.6875536542|5.1897285167|0.8839519695|254.1964818289|10.6545416902|0.9548993023|0.282645|0.000017|0.00178694|0.0626772|0.2826364993|0.793871943|0.6014611969|0.8501026572|1.178864544
TerraneChron|S.America|10044|0.04724|0.00852|0.00668|0.0012|0.00103|0.00004|0.00033|0.00004|61.3767005029|400|6.7602047663|1.209648719|6.6363894534|0.2575860966|6.6689350576|0.8082062585|1.8315319896|6.6363894534|0.5151721932|0.4135666719|0.282632|0.000011|0.000773577|0.0230598|0.2826319041|-4.8089644829|0.3891986753|0.8455968643|1.3446716723
